İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yatırıma Uygunluk,Eşya Durumu,Banyo Sayısı,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Site İçerisinde,Takas,Fiyat Durumu,Kategori,Konumu,Fiyat,İlan Açıklaması
13679863,03 Ağustos 2023,Satılık,190 M2,5-10,3,Boş,Bilinmiyor,Boş,2,03 Ağustos 2023,Konut,165 M2,5+1,Çatı Katı,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Sancaktepe - Osmangazi Mahallesi,"3,400,000",
13678667,03 Ağustos 2023,Satılık,200 M2,16-20,3,Mülk Sahibi Oturuyor,Bilinmiyor,Boş,3,03 Ağustos 2023,Konut,185 M2,6+1,,Kombi Doğalgaz,Evet,Yok,Genel Fiyat,Villa,İstanbul - Büyükçekmece - Celaliye Mahallesi,"10,000,000",
13678670,05 Ağustos 2023,Satılık,120 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,2,03 Ağustos 2023,Konut,110 M2,2+1,1.Kat,Kombi Doğalgaz,Evet,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Kavaklı Mahallesi,"2,075,000",
13678690,03 Ağustos 2023,Satılık,250 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,Boş,2,03 Ağustos 2023,Konut,240 M2,5+2,Çatı Dubleks,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Avcılar - Cihangir Mahallesi,"4,150,000",
13678707,06 Ağustos 2023,Satılık,70 M2,21 Ve Üzeri,5,Kiracı Oturuyor,Yatırıma Uygun,,1,03 Ağustos 2023,Konut,65 M2,1+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bahçelievler - Siyavuşpaşa Mahallesi,"950,000",
13678760,03 Ağustos 2023,Satılık,90 M2,5-10,5,Boş,Yatırıma Uygun,Boş,2,03 Ağustos 2023,Konut,80 M2,2+1,3.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Kartal - Cumhuriyet Mahallesi,"3,200,000",
13678711,06 Ağustos 2023,Satılık,100 M2,5-10,5,Boş,Yatırıma Uygun Değil,,1,03 Ağustos 2023,Konut,85 M2,2+1,Yüksek Giriş,Kat Kaloriferi,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Esenyurt - Mehterçeşme Mahallesi,"1,399,000",
13678794,05 Ağustos 2023,Satılık,110 M2,5-10,5,Boş,Yatırıma Uygun,,1,03 Ağustos 2023,Konut,100 M2,2+1,3.Kat,Kat Kaloriferi,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Esenyurt - Yenikent Mahallesi,"1,349,000",
13678839,04 Ağustos 2023,Satılık,300 M2,4,7,Mülk Sahibi Oturuyor,,Eşyalı,2,03 Ağustos 2023,Konut,150 M2,3.5+1,Bahçe Katı,Merkezi (Pay Ölçer),Evet,Yok,Genel Fiyat,Daire,İstanbul - Başakşehir - Başakşehir Mahallesi,"12,500,000",
13678881,04 Ağustos 2023,Satılık,185 M2,5-10,8,Boş,,,2,03 Ağustos 2023,Konut,160 M2,3.5+1,1.Kat,Merkezi Doğalgaz,Evet,,Genel Fiyat,Daire,İstanbul - Sancaktepe - Veysel Karani Mahallesi,"11,500,000","Rings İstanbul bölgenin en donanımlı siterinden biridir, 3+1 dairemiz sitenin en iyi konumunda yer almaktadır ve daire içi tamamen yeniden tasarlanmış ve uygulanmıştır, Bu özel daireye sahip olmak istiyorsanız hemen arayın"
13678952,03 Ağustos 2023,Satılık,195 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,1,03 Ağustos 2023,Konut,160 M2,3+1,4.Kat,Merkezi (Pay Ölçer),Hayır,Yok,Genel Fiyat,Daire,İstanbul - Beşiktaş - Nisbetiye Mahallesi,"18,000,000",
13678826,03 Ağustos 2023,Satılık,120 M2,4,6,Kiracı Oturuyor,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,105 M2,3+1,5.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Kartal - Cumhuriyet Mahallesi,"4,300,000",
13678890,03 Ağustos 2023,Satılık,120 M2,0 (Yeni),5,Boş,Yatırıma Uygun,,1,03 Ağustos 2023,Konut,95 M2,3+1,5.Kat,Kombi Doğalgaz,Evet,,Genel Fiyat,Daire,İstanbul - Maltepe - Bağlarbaşı Mahallesi,"5,350,000",
13678835,03 Ağustos 2023,Satılık,100 M2,5-10,10,Mülk Sahibi Oturuyor,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,85 M2,2+1,8.Kat,Kombi Doğalgaz,Evet,Var,Genel Fiyat,Daire,İstanbul - Ataşehir - Kayışdağı Mahallesi,"3,900,000",
13678954,05 Ağustos 2023,Satılık,135 M2,5-10,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,120 M2,3+1,3.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Çekmeköy - Merkez Mahallesi,"4,525,000",
13678648,03 Ağustos 2023,Satılık,100 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,95 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Avcılar - Cihangir Mahallesi,"1,750,000",
13678972,03 Ağustos 2023,Satılık,100 M2,4,6,Boş,,,1,03 Ağustos 2023,Konut,90 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Esenyurt - Güzelyurt Mahallesi,"1,399,000",
13678987,03 Ağustos 2023,Satılık,125 M2,3,4,Kiracı Oturuyor,,,1,03 Ağustos 2023,Konut,120 M2,3+1,Bahçe Dublex,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Sultanbeyli - Battalgazi Mahallesi,"1,690,000",Sultanbeyli. Batalgazide acil satılık yüksek ara kat gibi 5ers dublex
13678601,03 Ağustos 2023,Satılık,130 M2,4,5,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,120 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Cumhuriyet Mahallesi,"1,689,999",
13678983,03 Ağustos 2023,Satılık,95 M2,21 Ve Üzeri,5,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,90 M2,3+1,3.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Sultangazi - Esentepe Mahallesi,"2,350,000",
13679014,03 Ağustos 2023,Satılık,105 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,100 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Sultangazi - Esentepe Mahallesi,"3,900,000",
13677885,03 Ağustos 2023,Satılık,125 M2,21 Ve Üzeri,5,Kiracı Oturuyor,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,115 M2,3+1,5.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bahçelievler - Şirinevler Mahallesi,"1,399,000",
13678015,06 Ağustos 2023,Satılık,90 M2,21 Ve Üzeri,6,Kiracı Oturuyor,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,85 M2,2+1,4.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Bahçelievler - Hürriyet Mahallesi,"1,700,000",
13678024,03 Ağustos 2023,Satılık,42 M2,5-10,7,Kiracı Oturuyor,,Eşyalı,1,03 Ağustos 2023,Konut,35 M2,Stüdyo,1.Kat,Kombi Doğalgaz,Evet,,Genel Fiyat,Daire,İstanbul - Pendik - Yenişehir Mahallesi,"1,775,000",
13677823,03 Ağustos 2023,Satılık,115 M2,1,5,Mülk Sahibi Oturuyor,,,1,03 Ağustos 2023,Konut,110 M2,3+1,3.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bahçelievler - Şirinevler Mahallesi,"3,500,000",
13678028,03 Ağustos 2023,Satılık,70 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,65 M2,1+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bahçelievler - Şirinevler Mahallesi,"870,000",
13678061,06 Ağustos 2023,Satılık,85 M2,11-15,4,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,75 M2,2+1,4.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bahçelievler - Zafer Mahallesi,"2,400,000",
13678088,03 Ağustos 2023,Satılık,100 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,90 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Cumhuriyet Mahallesi,"899,999",
13678115,03 Ağustos 2023,Satılık,100 M2,16-20,5,Kiracı Oturuyor,,Boş,1,03 Ağustos 2023,Konut,85 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bahçelievler - Zafer Mahallesi,"1,250,000",
13678162,03 Ağustos 2023,Satılık,100 M2,4,5,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,90 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Cumhuriyet Mahallesi,"1,689,999",
13677819,03 Ağustos 2023,Satılık,130 M2,21 Ve Üzeri,5,Kiracı Oturuyor,Yatırıma Uygun,,1,03 Ağustos 2023,Konut,120 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,Evet,,Genel Fiyat,Daire,İstanbul - Üsküdar - Kısıklı Mahallesi,"6,500,000","• Brüt alanı 130 m², net alanı 120 m²’dir. • 3 yatak odası ve 1 salon bulunmaktadır. • Dairenin yaşı 25-30 arasındadır. • Giriş katı yüksektir, zemin kat üzerinde bulunmaktadır. • Isınma sistemi kombi ile sağlanmaktadır, doğalgaz kullanılmaktadır. • Daire şu an kiracılıdır.                  • المساحة الإجمالية للشقة 130 متر مربع والمساحة الصافية 120 متر مربع. • تحتوي على 3 غرف نوم وصالة واحدة. • عمر الشقة بين 25 إلى 30 سنة. • الطابق الأرضي مرتفع وتقع فوق الطابق الأرضي. • نظام التدفئة يعمل بواسطة الكومبي ويستخدم الغاز الطبيعي. • الشقة مؤجرة حاليًا.                     • The total area of the apartment is 130 square meters, and the net area is 120 square meters. • It consists of 3 bedrooms and 1 living room. • The age of the apartment is between 25 to 30 years. • It is located on a high ground floor, above the ground level. • The heating system is provided by a combi boiler using natural gas. • The apartment is currently tenanted."
13678230,03 Ağustos 2023,Satılık,100 M2,5-10,5,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,88 M2,2+1,5.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Gürpınar Mahallesi,"2,750,000",
13678137,03 Ağustos 2023,Satılık,110 M2,5-10,4,Boş,Bilinmiyor,Boş,1,03 Ağustos 2023,Konut,100 M2,2+1,4.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Esenyurt - Pınar Mahallesi,"1,490,000",
13678266,05 Ağustos 2023,Satılık,110 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,1,03 Ağustos 2023,Konut,109 M2,3+1,4.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Bağcılar - Demirkapı Mahallesi,"1,650,000","Bağcılar Demirkapıda Ateştuğlada 3+1 Satılık Daire vardır. 110m2 dir., Hisse 10 dur, Ciddi Alıcılar arayabilir"
13678269,06 Ağustos 2023,Satılık,120 M2,0 (Yeni),4,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,110 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Güzelyurt Mahallesi,"1,575,000",
13678388,03 Ağustos 2023,Satılık,90 M2,3,4,Kiracı Oturuyor,Bilinmiyor,Boş,1,03 Ağustos 2023,Konut,85 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Başakşehir - Güvercintepe Mahallesi,"1,500,000",
13678392,05 Ağustos 2023,Satılık,160 M2,4,3,Boş,Yatırıma Uygun,Boş,3,03 Ağustos 2023,Konut,130 M2,3+1,Çatı Dubleks,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Ümraniye - Necip Fazıl Mahallesi,"5,500,000",
13678354,05 Ağustos 2023,Satılık,125 M2,0 (Yeni),8,Boş,Yatırıma Uygun,,2,03 Ağustos 2023,Konut,95 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Kadıköy - Erenköy Mahallesi,"9,500,000",
13678288,06 Ağustos 2023,Satılık,110 M2,1,4,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,100 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"1,275,000",
13678469,03 Ağustos 2023,Satılık,90 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,2,03 Ağustos 2023,Konut,80 M2,2+1,4.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Küçükçekmece - İnönü Mahallesi,"1,750,000",
13678421,06 Ağustos 2023,Satılık,70 M2,1,4,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,60 M2,1+1,1.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Beylikdüzü OSB Mahallesi,"1,200,000",
13678107,03 Ağustos 2023,Satılık,74 M2,5-10,17,Mülk Sahibi Oturuyor,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,55 M2,1+1,14.Kat,Merkezi (Pay Ölçer),Evet,Yok,Genel Fiyat,Daire,İstanbul - Küçükçekmece - Atakent Mahallesi,"3,500,000",
13678520,03 Ağustos 2023,Satılık,120 M2,21 Ve Üzeri,4,Boş,Yatırıma Uygun,,1,03 Ağustos 2023,Konut,115 M2,3+1,1.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Zeytinburnu - Sümer Mahallesi,"2,700,000",
13678497,05 Ağustos 2023,Satılık,130 M2,16-20,9,Kiracı Oturuyor,Yatırıma Uygun,,2,03 Ağustos 2023,Konut,100 M2,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Ümraniye - Necip Fazıl Mahallesi,"3,250,000",
13678475,03 Ağustos 2023,Satılık,140 M2,11-15,3,Boş,Yatırıma Uygun,Boş,2,03 Ağustos 2023,Konut,110 M2,3+1,Çatı Dubleks,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bağcılar - Barbaros Mahallesi,"3,600,000",Barbaros mah hastane ve metroya yakın 3+1 110m2 SATILIK ÇATI DUBLEKSİ
13678538,03 Ağustos 2023,Satılık,90 M2,5-10,8,Mülk Sahibi Oturuyor,Yatırıma Uygun,,2,03 Ağustos 2023,Konut,80 M2,2+1,5.Kat,Kombi Doğalgaz,Evet,,Genel Fiyat,Daire,İstanbul - Pendik - Velibaba Mahallesi,"3,600,000",KUZEY CEPHEDE SİTEDEKİ EN GENİŞ 2+1 DAİRELERDEN BİRİDİR. OTOBÜS MİNİBÜS DURAKLARI HEMEN EVİN KARŞISINDA BULUNMAKTADIR. YAYALAR ŞEYHLİ METROSUNA 10 - 15 DAKİKALIK MESAFEDEDİR. ARABA İLE PENDİK 10 DK UZAKLIKTADIR. Sitenin ön tarafında dükkanlar mevcuttur.Fırıneczanekafelerveterinerkliniği marketler vb. sitenin ön tarafında bulunmaktadır. Yatırımlık olarak da çok uygun bir dairedir. Dairenin kendine ait deposu bulunmaktadır.
13678519,03 Ağustos 2023,Satılık,190 M2,16-20,16,Mülk Sahibi Oturuyor,Bilinmiyor,Boş,2,03 Ağustos 2023,Konut,180 M2,3+1,3.Kat,Kombi Doğalgaz,Evet,Yok,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Adnan Kahveci Mahallesi,"4,250,000",
13678589,03 Ağustos 2023,Satılık,40 M2,21 Ve Üzeri,7,Kiracı Oturuyor,Yatırıma Uygun,Boş,Yok,03 Ağustos 2023,Konut,35 M2,1 Oda,Bahçe Katı,Isıtma Yok,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Küçükçekmece - Mehmet Akif Mahallesi,"475,000",
13678483,03 Ağustos 2023,Satılık,86 M2,0 (Yeni),6,Boş,,Boş,1,03 Ağustos 2023,Konut,69 M2,2+1,Bahçe Katı,Merkezi (Pay Ölçer),Hayır,Yok,Genel Fiyat,Daire,İstanbul - Esenler - 15 Temmuz Mahallesi,"3,850,000",
13679036,03 Ağustos 2023,Satılık,140 M2,0 (Yeni),4,Boş,,,1,03 Ağustos 2023,Konut,133 M2,3+1,1.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Avcılar - Mustafa Kemal Paşa Mahallesi,"2,658,000",
13678554,03 Ağustos 2023,Satılık,75 M2,0 (Yeni),4,Boş,Bilinmiyor,Boş,1,03 Ağustos 2023,Konut,70 M2,2+1,Kot 3 (-3).Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Şile - Çavuş Mahallesi,"3,350,000",
13679037,03 Ağustos 2023,Satılık,120 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,110 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Güzelyurt Mahallesi,"1,349,000",
13679067,03 Ağustos 2023,Satılık,90 M2,0 (Yeni),3,Boş,Bilinmiyor,Boş,1,03 Ağustos 2023,Konut,85 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Avcılar - Mustafa Kemal Paşa Mahallesi,"2,900,000",
13679129,03 Ağustos 2023,Satılık,280 M2,16-20,8,Mülk Sahibi Oturuyor,Bilinmiyor,Boş,3,03 Ağustos 2023,Konut,240 M2,5+1,8.Kat,Kombi Doğalgaz,Evet,Yok,Genel Fiyat,Daire,İstanbul - Çekmeköy - Sultançiftliği Mahallesi,"10,500,000",
13679045,03 Ağustos 2023,Satılık,105 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,100 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Sultangazi - Esentepe Mahallesi,"3,900,000",
13679130,03 Ağustos 2023,Satılık,80 M2,4,5,Boş,Bilinmiyor,Boş,2,03 Ağustos 2023,Konut,70 M2,2+1,3.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Çekmeköy - Ekşioğlu Mahallesi,"3,075,000",
13679209,03 Ağustos 2023,Satılık,110 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,2,03 Ağustos 2023,Konut,90 M2,3+1,Bahçe Dublex,Yerden Isıtma,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Kadıköy - Suadiye Mahallesi,"5,600,000",
13679251,03 Ağustos 2023,Satılık,90 M2,21 Ve Üzeri,4,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,85 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Avcılar - Ambarlı Mahallesi,"1,500,000",
13679879,03 Ağustos 2023,Satılık,180 M2,5-10,5,Kiracı Oturuyor,Yatırıma Uygun,,2,03 Ağustos 2023,Konut,170 M2,4+2,Çatı Dubleks,Kombi Doğalgaz,Hayır,Yok,Birim Fiyat,Daire,İstanbul - Ataşehir - Esatpaşa Mahallesi,"6,000,000",Dubleks satılık daire Esatpaşa Duman kaya konutlarına çok yakın mesafede toplu taşıma durakları markete eczane AVM ye yakın güzel bir konumda kat mülkiyetli dubleks daire 2+1 olarak ayrılmış birbirinden bağımsız hem oturum hem yatırımlık fırsat elektrik su doğalgaz sayaçları ayrı.
13679131,03 Ağustos 2023,Satılık,240 M2,4,30,Mülk Sahibi Oturuyor,Bilinmiyor,Boş,3,03 Ağustos 2023,Konut,157 M2,4+1,5.Kat,Merkezi (Pay Ölçer),Evet,Yok,Genel Fiyat,Daire,İstanbul - Ümraniye - Saray Mahallesi,"18,500,000",
13679924,03 Ağustos 2023,Satılık,180 M2,21 Ve Üzeri,4,Kiracı Oturuyor,,,1,03 Ağustos 2023,Konut,160 M2,4+0,,Kombi Doğalgaz,Hayır,,Genel Fiyat,Müstakil Ev,İstanbul - Fatih - Balat Mahallesi,"2,995,000",
13679975,03 Ağustos 2023,Satılık,95 M2,11-15,5,Kiracı Oturuyor,Bilinmiyor,Boş,1,03 Ağustos 2023,Konut,55 M2,1+1,1.Kat,Kombi Doğalgaz,Evet,Yok,Genel Fiyat,Daire,İstanbul - Eyüpsultan - Göktürk Merkez Mahallesi,"6,750,000",
13679985,03 Ağustos 2023,Satılık,175 M2,0 (Yeni),5,Boş,Bilinmiyor,Boş,2,03 Ağustos 2023,Konut,140 M2,3+1,1.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Adnan Kahveci Mahallesi,"5,500,000",
13680005,03 Ağustos 2023,Satılık,80 M2,5-10,14,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,65 M2,1+1,3.Kat,Merkezi (Pay Ölçer),Evet,Yok,Genel Fiyat,Daire,İstanbul - Esenyurt - Koza Mahallesi,"1,900,000",
13679983,03 Ağustos 2023,Satılık,150 M2,5-10,5,Mülk Sahibi Oturuyor,Bilinmiyor,Boş,1,03 Ağustos 2023,Konut,140 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Yakuplu Mahallesi,"2,850,000",
13680043,03 Ağustos 2023,Satılık,95 M2,1,10,Kiracı Oturuyor,,Eşyalı,2,03 Ağustos 2023,Konut,85 M2,2+1,8.Kat,Merkezi (Pay Ölçer),Evet,,Genel Fiyat,Daire,İstanbul - Ümraniye - İnkılap Mahallesi,"4,000,000","Ümraniye Devlet Hastanesi, Ümraniye Belediyesi, Ümraniye Müftülüğü, 29 Mayıs Üniversitesi, Ümraniye iş Merkezi, Ümraniye Çarşı, Yürüme Mesafesinde, 1 ve 2. Köprülerinin kesişme noktasında ve her iki kopruyede 15 dk mesafede, Asansörlu Açık ve Kapalı Otoparkli, Evebeyn Banyolu Daire, Not: Daire içerisinde Kiracı Vardir"
13680078,04 Ağustos 2023,Satılık,92 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,80 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bahçelievler - Siyavuşpaşa Mahallesi,"3,200,000",
13680080,03 Ağustos 2023,Satılık,75 M2,5-10,5,Mülk Sahibi Oturuyor,Bilinmiyor,Boş,1,03 Ağustos 2023,Konut,65 M2,1+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Çekmeköy - Hamidiye Mahallesi,"2,350,000",
13680415,03 Ağustos 2023,Satılık,110 M2,4,5,Boş,Bilinmiyor,Boş,1,03 Ağustos 2023,Konut,90 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Esenyurt - Talatpaşa Mahallesi,"1,319,500",
13680416,03 Ağustos 2023,Satılık,130 M2,4,4,Boş,Bilinmiyor,Boş,1,03 Ağustos 2023,Konut,120 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Esenyurt - Pınar Mahallesi,"1,249,500",
13680433,03 Ağustos 2023,Satılık,75 M2,21 Ve Üzeri,5,Boş,,,1,03 Ağustos 2023,Konut,70 M2,2+1,Bodrum Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Fatih - Koca Mustafapaşa Mahallesi,"1,450,000",
13680471,05 Ağustos 2023,Satılık,100 M2,21 Ve Üzeri,7,Kiracı Oturuyor,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,95 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Küçükçekmece - Mehmet Akif Mahallesi,"930,000",
13680633,03 Ağustos 2023,Satılık,90 M2,16-20,5,Boş,Yatırıma Uygun,,1,03 Ağustos 2023,Konut,80 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Üsküdar - Ahmediye Mahallesi,"1,900,000",SAHİBİNDEN ÜSKÜDAR'DA 2+1 80 METRE BAHÇELİ KAT MÜLKİYETİ TAPULU KOMBİLİ KAPALI BALKONLU
13680547,04 Ağustos 2023,Satılık,90 M2,5-10,4,Kiracı Oturuyor,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,80 M2,1+1,1.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bağcılar - 15 Temmuz Mahallesi,"2,000,000",Satılık güzel konumda 6 senelik daire 1+1 Amerikan mutfağı vardır tek daire 4 katlı binada sahibinden satılıktır hiç bir masrafı yoktur pazarlık olur.
13680479,03 Ağustos 2023,Satılık,145 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,2,03 Ağustos 2023,Konut,135 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Avcılar - Ambarlı Mahallesi,"2,650,000",
13680617,03 Ağustos 2023,Satılık,320 M2,21 Ve Üzeri,3,Kiracı Oturuyor,Bilinmiyor,Boş,2,03 Ağustos 2023,Konut,300 M2,6+2,,Kombi Doğalgaz,Evet,Yok,Genel Fiyat,Villa,İstanbul - Üsküdar - Çengelköy Mahallesi,"19,000,000",
13682250,04 Ağustos 2023,Satılık,152 M2,16-20,8,Kiracı Oturuyor,Yatırıma Uygun,Boş,2,04 Ağustos 2023,Konut,100 M2,3+1,6.Kat,Merkezi Doğalgaz,Evet,Yok,Genel Fiyat,Daire,İstanbul - Ümraniye - Parseller Mahallesi,"6,450,000",
13680511,03 Ağustos 2023,Satılık,140 M2,21 Ve Üzeri,4,Kiracı Oturuyor,,,1,03 Ağustos 2023,Konut,125 M2,3+1,4.Kat,Kombi Doğalgaz,Hayır,,Birim Fiyat,Daire,İstanbul - Sultanbeyli - Adil Mahallesi,"1,535,000","Emar Gayrimenkulden Sultanbeyli Adil mahallesinde, Konumu güzel, Geniş ferah her iki taraftada Balkonu var, dairenin arsa payı 44m2 dır, Ulaşım sorunu yoktur, Araç takası düşünülür"
