İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yatırıma Uygunluk,Eşya Durumu,Banyo Sayısı,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Site İçerisinde,Takas,Fiyat Durumu,Kategori,Konumu,Fiyat,İlan Açıklaması
13673407,02 Ağustos 2023,Satılık,135 M2,4,7,Kiracı Oturuyor,Yatırıma Uygun,Boş,2,02 Ağustos 2023,Konut,115 M2,3+1,3.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Kadıköy - Bostancı Mahallesi,"8,750,000",
13672717,05 Ağustos 2023,Satılık,140 M2,11-15,12,Kiracı Oturuyor,,,2,02 Ağustos 2023,Konut,110 M2,3+1,5.Kat,Kombi Doğalgaz,Evet,Var,Genel Fiyat,Daire,İstanbul - Küçükçekmece - Atakent Mahallesi,"7,200,000",
13689738,05 Ağustos 2023,Satılık,270 M2,0 (Yeni),3,Boş,Yatırıma Uygun,Boş,3,05 Ağustos 2023,Konut,220 M2,5+1,,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Villa,İstanbul - Büyükçekmece - Bahçelievler Mahallesi,"9,000,000",
13674849,05 Ağustos 2023,Satılık,210 M2,11-15,4,Boş,,,2,03 Ağustos 2023,Konut,200 M2,4+2,4.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Esenyurt - Mehterçeşme Mahallesi,"2,630,000",
13675001,03 Ağustos 2023,Satılık,95 M2,0 (Yeni),5,Boş,,,1,03 Ağustos 2023,Konut,85 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Esenyurt - Cumhuriyet Mahallesi,"1,150,000",
13673512,02 Ağustos 2023,Satılık,125 M2,21 Ve Üzeri,6,Boş,Yatırıma Uygun,Boş,1,02 Ağustos 2023,Konut,120 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Küçükçekmece - Halkalı Merkez Mahallesi,"1,390,000",
13673454,02 Ağustos 2023,Satılık,105 M2,2,4,Boş,,,1,02 Ağustos 2023,Konut,87 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Sultanbeyli - Mimar Sinan Mahallesi,"2,430,000",
13673001,02 Ağustos 2023,Satılık,100 M2,4,8,Mülk Sahibi Oturuyor,,Boş,1,02 Ağustos 2023,Konut,80 M2,2+1,3.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Kadıköy - Suadiye Mahallesi,"8,150,000",
13673085,02 Ağustos 2023,Satılık,110 M2,0 (Yeni),7,Boş,Yatırıma Uygun,,2,02 Ağustos 2023,Konut,80 M2,2+1,3.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Kadıköy - Feneryolu Mahallesi,"8,250,000",
13675176,03 Ağustos 2023,Satılık,110 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,100 M2,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Necip Fazıl Kısakürek Mahallesi,"929,000",
13675864,03 Ağustos 2023,Satılık,610 M2,21 Ve Üzeri,3,Boş,Yatırıma Uygun,Boş,3,03 Ağustos 2023,Konut,495 M2,8+1,,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Villa,İstanbul - Büyükçekmece - Celaliye Mahallesi,"26,000,000",
13676262,06 Ağustos 2023,Satılık,120 M2,0 (Yeni),4,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,110 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Örnek Mahallesi,"879,000",
13676278,03 Ağustos 2023,Satılık,130 M2,1,4,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,120 M2,3+1,Yüksek Giriş,Doğalgaz Sobalı,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Yenikent Mahallesi,"1,299,000",
13675594,03 Ağustos 2023,Satılık,130 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,120 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Yakuplu Mahallesi,"2,350,000",
13677336,03 Ağustos 2023,Satılık,150 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,2,03 Ağustos 2023,Konut,145 M2,3+2,4.Kat,Merkezi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"1,199,000",
13679485,05 Ağustos 2023,Satılık,105 M2,0 (Yeni),6,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,95 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Ardıçlı Mahallesi,"1,099,000",
13676953,03 Ağustos 2023,Satılık,130 M2,0 (Yeni),6,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,120 M2,2+1,1.Kat,Merkezi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"1,199,000",
13682201,06 Ağustos 2023,Satılık,120 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,110 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"699,999",
13676482,06 Ağustos 2023,Satılık,120 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,1,03 Ağustos 2023,Konut,110 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Cumhuriyet Mahallesi,"1,499,000",
13682252,05 Ağustos 2023,Satılık,100 M2,5-10,4,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,90 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Örnek Mahallesi,"1,389,000",
13682742,04 Ağustos 2023,Satılık,150 M2,0 (Yeni),4,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,140 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Kavaklı Mahallesi,"2,898,000",
13682334,04 Ağustos 2023,Satılık,93 M2,4,3,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,85 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Gürpınar Mahallesi,"2,000,000",
13682340,05 Ağustos 2023,Satılık,160 M2,0 (Yeni),4,Boş,Yatırıma Uygun,Boş,2,04 Ağustos 2023,Konut,150 M2,2+2,Çatı Dubleks,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Kavaklı Mahallesi,"3,519,000",
13683744,04 Ağustos 2023,Satılık,300 M2,11-15,3,Boş,Yatırıma Uygun,Boş,2,04 Ağustos 2023,Konut,200 M2,4+1,,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Villa,İstanbul - Büyükçekmece - Güzelce Mahallesi,"6,460,000",
13684698,06 Ağustos 2023,Satılık,120 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,110 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"899,999",
13669578,05 Ağustos 2023,Satılık,250 M2,21 Ve Üzeri,3,Boş,Yatırıma Uygun,Boş,2,02 Ağustos 2023,Konut,220 M2,5+2,Çatı Dubleks,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bahçelievler - Hürriyet Mahallesi,"3,700,000",
13669779,05 Ağustos 2023,Satılık,125 M2,0 (Yeni),5,Boş,Yatırıma Uygun,,1,02 Ağustos 2023,Konut,110 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bahçelievler - Şirinevler Mahallesi,"3,300,000",
13669459,02 Ağustos 2023,Satılık,120 M2,4,6,Boş,Yatırıma Uygun,Boş,1,02 Ağustos 2023,Konut,100 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Esenyurt - Güzelyurt Mahallesi,"1,750,000",
13669509,05 Ağustos 2023,Satılık,150 M2,5-10,4,Boş,Yatırıma Uygun,Boş,2,02 Ağustos 2023,Konut,140 M2,3+1,3.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Pınar Mahallesi,"1,699,000",
13669844,05 Ağustos 2023,Satılık,100 M2,1,5,Boş,,,1,02 Ağustos 2023,Konut,90 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Esenyurt - Cumhuriyet Mahallesi,"850,000",
13669795,05 Ağustos 2023,Satılık,110 M2,21 Ve Üzeri,5,Boş,Yatırıma Uygun,,1,02 Ağustos 2023,Konut,90 M2,3+1,4.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bahçelievler - Şirinevler Mahallesi,"1,850,000",
13670017,02 Ağustos 2023,Satılık,75 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,Boş,1,02 Ağustos 2023,Konut,70 M2,2+1,4.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bağcılar - Güneşli Mahallesi,"1,200,000",
13669937,06 Ağustos 2023,Satılık,160 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,2,02 Ağustos 2023,Konut,140 M2,3+1,Çatı Dubleks,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"1,399,999",
13669964,06 Ağustos 2023,Satılık,105 M2,0 (Yeni),5,Boş,Yatırıma Uygun,,1,02 Ağustos 2023,Konut,100 M2,2+1,3.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"999,999",
13684661,04 Ağustos 2023,Satılık,110 M2,0 (Yeni),4,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,100 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Cumhuriyet Mahallesi,"1,189,000",
13670052,02 Ağustos 2023,Satılık,120 M2,21 Ve Üzeri,6,Kiracı Oturuyor,,,1,02 Ağustos 2023,Konut,105 M2,2+1,3.Kat,Kombi Doğalgaz,Hayır,,Birim Fiyat,Daire,İstanbul - Sultangazi - Sultançiftliği Mahallesi,"1,700,000",
13670151,05 Ağustos 2023,Satılık,85 M2,5-10,4,Boş,Yatırıma Uygun,Boş,1,02 Ağustos 2023,Konut,75 M2,1+1,1.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Esenyurt - Güzelyurt Mahallesi,"789,000",
13670323,05 Ağustos 2023,Satılık,100 M2,0 (Yeni),4,Boş,Yatırıma Uygun,Boş,1,02 Ağustos 2023,Konut,90 M2,2+1,Bahçe Katı,Merkezi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Esenyurt - Güzelyurt Mahallesi,"1,155,000",
13682716,05 Ağustos 2023,Satılık,90 M2,4,13,Boş,Yatırıma Uygun,,1,04 Ağustos 2023,Konut,70 M2,1+1,6.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"1,190,000",
13664617,01 Ağustos 2023,Satılık,100 M2,5-10,4,Mülk Sahibi Oturuyor,,,1,01 Ağustos 2023,Konut,95 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Zeytinburnu - Nuripaşa Mahallesi,"3,500,000","Satılık 3+1, Yüksek giriş, Bina yaşı 7 yeni bina, 95 MT net, Kombi doğalgaz, Krediye uygun"
13670295,05 Ağustos 2023,Satılık,100 M2,2,4,Boş,Yatırıma Uygun,Boş,1,02 Ağustos 2023,Konut,90 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Güzelyurt Mahallesi,"920,000",
13664969,01 Ağustos 2023,Satılık,85 M2,4,5,Boş,Yatırıma Uygun,Boş,1,01 Ağustos 2023,Konut,75 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Ataşehir - Esatpaşa Mahallesi,"3,180,000","Konum olarak esatpaşa mah. Şimşekler markete adnan medredes cad. Dolmuş yoluna çok yakın metro ve E-5 de 10 dk çevresinde camii okul ulaşım konusundan heryere yakın bi daire.  EV 2+1 oturma odası ve mutfak ayrı gayet geniş bir daire. Bina 5 yaşında asansörlü merdiven çıkmakta sorun olanlar için gayet iyi daire 1.ci kat da.  Ev, aspiratör, ocak ve fırın ile verilicektir.Aktif olarak kiracı oturmaktadır. Ev net 75 mt2’dir.  Banyo ve tuvaletde eksiksiz gerekli olan herşey yapılmıştır.  Daire de hiç bir masraf bulanmamaktadır. Daire KREDİYE UYGUNDUR… Başka bir sorunuz olursa mesaj olarak veya arıyarak daha detaylı bilgi alabilirsiniz . Fiyat ciddi alıcalarla yüzyüze konuşarak son bir rakam verilir telefonda fiyat teklif etmeyiniz"
13664861,01 Ağustos 2023,Satılık,130 M2,0 (Yeni),5,Boş,Yatırıma Uygun,,1,01 Ağustos 2023,Konut,120 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Gökevler Mahallesi,"1,750,000",
13665185,06 Ağustos 2023,Satılık,160 M2,1,5,Boş,Yatırıma Uygun,Boş,2,01 Ağustos 2023,Konut,140 M2,3+1,3.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Adnan Kahveci Mahallesi,"3,695,000",
13665317,01 Ağustos 2023,Satılık,105 M2,4,4,Boş,Yatırıma Uygun,Boş,1,01 Ağustos 2023,Konut,90 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Talatpaşa Mahallesi,"1,200,000",
13670080,05 Ağustos 2023,Satılık,100 M2,4,4,Boş,Yatırıma Uygun,Boş,1,02 Ağustos 2023,Konut,95 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Güzelyurt Mahallesi,"1,095,000",
13665403,04 Ağustos 2023,Satılık,95 M2,0 (Yeni),4,Boş,Yatırıma Uygun,Boş,1,01 Ağustos 2023,Konut,90 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Üsküdar - Valide-i Atik Mahallesi,"3,250,000",
13664620,01 Ağustos 2023,Satılık,155 M2,0 (Yeni),6,Boş,Yatırıma Uygun,Boş,1,01 Ağustos 2023,Konut,150 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Beylikdüzü OSB Mahallesi,"1,970,000",
13665031,01 Ağustos 2023,Satılık,120 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,1,01 Ağustos 2023,Konut,115 M2,3+1,3.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Bahçelievler - Soğanlı Mahallesi,"3,600,000",
13665786,06 Ağustos 2023,Satılık,400 M2,0 (Yeni),3,Boş,Yatırıma Uygun,Boş,5,01 Ağustos 2023,Konut,350 M2,4+2,,Yerden Isıtma,Hayır,Var,Genel Fiyat,Villa,İstanbul - Büyükçekmece - Fatih Mahallesi,"11,900,000",
13666496,05 Ağustos 2023,Satılık,580 M2,0 (Yeni),3,Boş,,,5,01 Ağustos 2023,Konut,500 M2,6+2,,Kombi Doğalgaz,Hayır,,Birim Fiyat,Villa,İstanbul - Silivri - Çanta Sancaktepe Mahallesi,"16,500,000",SİLİVRİ SANCAKTEPEDE ÖZEL 1350M2 ARSA İÇİNDE SÜPER VİLLA ÖZEL YAPIM KULLANIM ALANI 500 M2 DENIZE YAKIN OTURMAYA HAZIR FİYATIMIZ UYGUNDUR ALIZISINA HAYIRLI OLSUN SAUNA HAMAM MEVCUT
13666237,04 Ağustos 2023,Satılık,155 M2,5-10,15,Mülk Sahibi Oturuyor,,Boş,2,01 Ağustos 2023,Konut,135 M2,3+1,3.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bağcılar - Güneşli Mahallesi,"5,750,000",
13666511,04 Ağustos 2023,Satılık,105 M2,0 (Yeni),3,Boş,,Boş,1,01 Ağustos 2023,Konut,75 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bağcılar - Kirazlı Mahallesi,"3,850,000",
13666516,04 Ağustos 2023,Satılık,91 M2,0 (Yeni),3,Boş,,Boş,1,01 Ağustos 2023,Konut,60 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bağcılar - Kirazlı Mahallesi,"2,850,000",
13666757,01 Ağustos 2023,Satılık,120 M2,11-15,6,Boş,,,1,01 Ağustos 2023,Konut,110 M2,3+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Kağıthane - Çağlayan Mahallesi,"4,200,000","Konum olarak güzel, Kot 1 olsada evin salon ve 2 odası güneş görmekte, Mutfak ayrıca resimlerde görüldüğü gibi büyük ve kullanışlı."
13666991,04 Ağustos 2023,Satılık,150 M2,21 Ve Üzeri,4,Boş,Yatırıma Uygun,Boş,1,01 Ağustos 2023,Konut,140 M2,3+1,1.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Gaziosmanpaşa - Karlıtepe Mahallesi,"3,500,000",DAİRE 1.KAT 3+1ÇIFT BALKONLU İKİ CEPHELİ 150 M2 PAZAR SOKAĞINDA GENİŞ FERAH BİR DAİRE EYÜPSULTANA PAZARİÇİNE PİERLOTİYE ÇOK YAKINDIR
13668420,02 Ağustos 2023,Satılık,105 M2,4,5,Boş,Yatırıma Uygun,Boş,1,02 Ağustos 2023,Konut,100 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bahçelievler - Siyavuşpaşa Mahallesi,"3,750,000",
13667412,02 Ağustos 2023,Satılık,100 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,1,02 Ağustos 2023,Konut,90 M2,2+1,3.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Çekmeköy - Cumhuriyet Mahallesi,"3,400,000",
13668886,02 Ağustos 2023,Satılık,120 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,2,02 Ağustos 2023,Konut,100 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Gürpınar Mahallesi,"4,450,000",
13665381,01 Ağustos 2023,Satılık,120 M2,5-10,20,Boş,Yatırıma Uygun,Boş,2,01 Ağustos 2023,Konut,100 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"1,750,000",
13668968,02 Ağustos 2023,Satılık,110 M2,4,5,Boş,,Boş,1,02 Ağustos 2023,Konut,100 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Esenyurt - Güzelyurt Mahallesi,"1,750,000",
13668919,02 Ağustos 2023,Satılık,130 M2,1,8,Boş,,,1,02 Ağustos 2023,Konut,120 M2,2+1,3.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Adnan Kahveci Mahallesi,"3,990,000",
13665301,01 Ağustos 2023,Satılık,115 M2,4,5,Boş,Yatırıma Uygun,Boş,2,01 Ağustos 2023,Konut,100 M2,2+1,4.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Güzelyurt Mahallesi,"1,950,000",
13669364,05 Ağustos 2023,Satılık,180 M2,0 (Yeni),4,Boş,Yatırıma Uygun,Boş,2,02 Ağustos 2023,Konut,170 M2,4+2,3.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Küçükçekmece - İnönü Mahallesi,"3,750,000",Konum olarak okullar ana yol yeni yapılan metro istasyonuna yürüme mesafe sinde
13669009,02 Ağustos 2023,Satılık,120 M2,0 (Yeni),4,Boş,,,2,02 Ağustos 2023,Konut,110 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Kavaklı Mahallesi,"2,950,000",
13669035,02 Ağustos 2023,Satılık,170 M2,5-10,10,Boş,Yatırıma Uygun,Boş,2,02 Ağustos 2023,Konut,150 M2,3+1,1.Kat,Kombi Doğalgaz,Evet,,Genel Fiyat,Daire,İstanbul - Esenyurt - Barbaros Hayrettin Paşa Mahallesi,"8,400,000",
13670765,06 Ağustos 2023,Satılık,90 M2,0 (Yeni),5,Boş,Yatırıma Uygun,,1,02 Ağustos 2023,Konut,80 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Cumhuriyet Mahallesi,"1,449,000",
13668997,03 Ağustos 2023,Satılık,100 M2,3,6,Boş,Yatırıma Uygun,,2,02 Ağustos 2023,Konut,90 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"1,520,000",
13670336,04 Ağustos 2023,Satılık,100 M2,5-10,4,Boş,Yatırıma Uygun,Boş,1,02 Ağustos 2023,Konut,90 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Yakuplu Mahallesi,"2,250,000",
13670805,06 Ağustos 2023,Satılık,120 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,1,02 Ağustos 2023,Konut,110 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"760,000",
13670578,06 Ağustos 2023,Satılık,100 M2,5-10,5,Boş,Yatırıma Uygun,Boş,1,02 Ağustos 2023,Konut,90 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"1,229,000",
13668873,02 Ağustos 2023,Satılık,110 M2,5-10,11,Boş,,Boş,2,02 Ağustos 2023,Konut,100 M2,2+1,4.Kat,Kombi Doğalgaz,Evet,Yok,Genel Fiyat,Daire,İstanbul - Esenyurt - Barbaros Hayrettin Paşa Mahallesi,"3,500,000",
13671735,05 Ağustos 2023,Satılık,120 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,1,02 Ağustos 2023,Konut,115 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Cumhuriyet Mahallesi,"899,000",
13671613,02 Ağustos 2023,Satılık,150 M2,0 (Yeni),6,Boş,Yatırıma Uygun,Boş,2,02 Ağustos 2023,Konut,140 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Adnan Kahveci Mahallesi,"3,750,000",
13668953,02 Ağustos 2023,Satılık,110 M2,0 (Yeni),5,Boş,Yatırıma Uygun,,2,02 Ağustos 2023,Konut,100 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Marmara Mahallesi,"4,000,000",
13671644,02 Ağustos 2023,Satılık,170 M2,0 (Yeni),12,Boş,Yatırıma Uygun,Boş,2,02 Ağustos 2023,Konut,160 M2,3+1,10.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Barış Mahallesi,"3,899,999",
13671590,02 Ağustos 2023,Satılık,115 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,2,02 Ağustos 2023,Konut,100 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Yakuplu Mahallesi,"2,450,000",
13684998,04 Ağustos 2023,Satılık,110 M2,5-10,4,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,100 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Talatpaşa Mahallesi,"869,000",
13671754,02 Ağustos 2023,Satılık,145 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,2,02 Ağustos 2023,Konut,135 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Gürpınar Mahallesi,"3,599,999",
13685505,04 Ağustos 2023,Satılık,110 M2,4,4,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,100 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Ardıçlı Mahallesi,"1,425,000",
13671906,05 Ağustos 2023,Satılık,130 M2,0 (Yeni),10,Boş,Yatırıma Uygun,Boş,1,02 Ağustos 2023,Konut,120 M2,2+1,5.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"1,300,000",
13685603,04 Ağustos 2023,Satılık,145 M2,3,4,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,135 M2,3+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Yeşilkent Mahallesi,"989,000",
13685147,04 Ağustos 2023,Satılık,150 M2,0 (Yeni),6,Boş,Yatırıma Uygun,,1,04 Ağustos 2023,Konut,145 M2,3+1,2.Kat,Merkezi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"2,900,000",
13663069,01 Ağustos 2023,Satılık,110 M2,0 (Yeni),7,Boş,Yatırıma Uygun,Boş,2,01 Ağustos 2023,Konut,80 M2,2+1,3.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Kadıköy - Feneryolu Mahallesi,"8,250,000",
13671096,05 Ağustos 2023,Satılık,375 M2,16-20,3,Mülk Sahibi Oturuyor,Yatırıma Uygun,Boş,3,02 Ağustos 2023,Konut,350 M2,6+1,,Yerden Isıtma,Evet,Yok,Genel Fiyat,Villa,İstanbul - Sarıyer - Zekeriyaköy Mahallesi,"55,500,000",
