,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Krediye Uygunluk,Yatırıma Uygunluk,Yapı Durumu
543,13392928,26 Temmuz 2023,Satılık,130 M2,21 Ve Üzeri,4,Boş,10 Haziran 2023,Konut,100 M2,3+1,4.Kat,Kombi Doğalgaz,1.300.000TL,Kayseri - Kocasinan - Sümer Mahallesi,,,
544,13392927,26 Temmuz 2023,Satılık,145 M2,16-20,1,Mülk Sahibi Oturuyor,10 Haziran 2023,Konut,120 M2,3+1,Düz Giriş,Sobalı,830.000TL,Kayseri - Kocasinan - Yenidoğan Mahallesi,,,
545,13392911,05 Temmuz 2023,Satılık,200 M2,0 (Yeni),14,Boş,10 Haziran 2023,Konut,160 M2,4+1,11.Kat,Merkezi (Pay Ölçer),2.450.000TLarrow_downward%8,Kayseri - Kocasinan - Seyrani Mahallesi,,,
546,13392650,12 Haziran 2023,Satılık,65 M2,4,4,Boş,10 Haziran 2023,Konut,60 M2,1+1,2.Kat,Kombi Doğalgaz,680.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
547,13392648,10 Haziran 2023,Satılık,175 M2,5-10,10,Kiracı Oturuyor,10 Haziran 2023,Konut,155 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1.500.000TL,Kayseri - Melikgazi - Gökkent Mahallesi,Krediye Uygun Değil,,
548,13391042,10 Haziran 2023,Satılık,150 M2,16-20,9,Kiracı Oturuyor,10 Haziran 2023,Konut,120 M2,3+1,3.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Melikgazi - Esentepe Mahallesi,Krediye Uygun Değil,,
549,13389651,14 Temmuz 2023,Satılık,185 M2,16-20,9,Mülk Sahibi Oturuyor,10 Haziran 2023,Konut,135 M2,3+1,1.Kat,Merkezi Doğalgaz,1.450.000TL,Kayseri - Melikgazi - Esenyurt Mahallesi,,,
550,13388791,29 Temmuz 2023,Satılık,160 M2,5-10,12,Boş,10 Haziran 2023,Konut,128 M2,3+1,2.Kat,Merkezi Doğalgaz,1.675.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
551,13388790,29 Temmuz 2023,Satılık,300 M2,11-15,3,Boş,10 Haziran 2023,Konut,240 M2,5+1,Düz Giriş,Kombi Doğalgaz,4.650.000TL,Kayseri - Melikgazi - Gesi Mahallesi,,,
552,13388711,12 Haziran 2023,Satılık,175 M2,2,11,Boş,10 Haziran 2023,Konut,135 M2,3+1,7.Kat,Merkezi Doğalgaz,2.100.000TL,Kayseri - Kocasinan - Yakut Mahallesi,,,
553,13388702,10 Haziran 2023,Satılık,210 M2,0 (Yeni),11,Boş,10 Haziran 2023,Konut,185 M2,4+1,10.Kat,Merkezi (Pay Ölçer),1.650.000TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,,,
554,13388462,18 Temmuz 2023,Satılık,120 M2,11-15,9,Kiracı Oturuyor,10 Haziran 2023,Konut,95 M2,3+1,2.Kat,Merkezi Doğalgaz,1.125.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
555,13388461,13 Temmuz 2023,Satılık,120 M2,0 (Yeni),9,Boş,10 Haziran 2023,Konut,100 M2,2+1,9.Kat,Merkezi (Pay Ölçer),1.175.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,,
556,13388460,13 Haziran 2023,Satılık,175 M2,0 (Yeni),9,Boş,10 Haziran 2023,Konut,145 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.550.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,Krediye Uygun Değil,,
557,13388459,24 Haziran 2023,Satılık,170 M2,1,10,Boş,10 Haziran 2023,Konut,135 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.849.000TL,Kayseri - Kocasinan - Saray Bosna Mahallesi,,,
558,13387325,24 Temmuz 2023,Satılık,120 M2,5-10,14,Boş,09 Haziran 2023,Konut,90 M2,2+1,3.Kat,Merkezi Doğalgaz,1.260.000TLarrow_downward%4,Kayseri - Melikgazi - 19 Mayıs Mahallesi,,,
559,13386223,08 Temmuz 2023,Satılık,155 M2,11-15,15,Boş,09 Haziran 2023,Konut,120 M2,3+1,7.Kat,Merkezi Doğalgaz,930.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,Bilinmiyor,,
560,13381581,15 Temmuz 2023,Satılık,155 M2,16-20,10,Boş,09 Haziran 2023,Konut,130 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.450.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,,
561,13381264,11 Temmuz 2023,Satılık,208 M2,16-20,4,Kiracı Oturuyor,08 Haziran 2023,Konut,95 M2,3+1,4.Kat,Sobalı,1.850.000TL,Kayseri - Melikgazi - Osmanlı Mahallesi,Krediye Uygun Değil,,
562,13379360,08 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,08 Haziran 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.050.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
563,13379188,08 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,08 Haziran 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.000.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
564,13377811,12 Haziran 2023,Satılık,130 M2,11-15,10,Boş,08 Haziran 2023,Konut,110 M2,3+1,10.Kat,Kat Kaloriferi,1.125.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,
565,13377596,04 Temmuz 2023,Satılık,230 M2,0 (Yeni),15,Mülk Sahibi Oturuyor,08 Haziran 2023,Konut,200 M2,4+1,4.Kat,Merkezi (Pay Ölçer),3.550.000TL,Kayseri - Kocasinan - General Emir Mahallesi,Krediye Uygun Değil,,
566,13377559,08 Temmuz 2023,Satılık,165 M2,1,15,Boş,08 Haziran 2023,Konut,115 M2,3+1,6.Kat,Merkezi Doğalgaz,1.595.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Krediye Uygun Değil,,
567,13375460,24 Temmuz 2023,Satılık,185 M2,0 (Yeni),10,Boş,08 Haziran 2023,Konut,145 M2,4+1,2.Kat,Merkezi (Pay Ölçer),2.150.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,
568,13374123,16 Haziran 2023,Satılık,145 M2,11-15,5,Mülk Sahibi Oturuyor,07 Haziran 2023,Konut,125 M2,3+1,4.Kat,Kombi Doğalgaz,1.250.000TL,Kayseri - Melikgazi - Altınoluk Mahallesi,,,
569,13373633,07 Haziran 2023,Satılık,185 M2,0 (Yeni),8,Boş,07 Haziran 2023,Konut,135 M2,3+1,5.Kat,Merkezi (Pay Ölçer),2.850.000TL,Kayseri - Kocasinan - Uğurevler Mahallesi,,,
570,13373547,07 Haziran 2023,Satılık,185 M2,0 (Yeni),10,Boş,07 Haziran 2023,Konut,135 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.875.000TL,Kayseri - Kocasinan - Zümrüt Mahallesi,,,
571,13371086,07 Temmuz 2023,Satılık,165 M2,0 (Yeni),9,Boş,07 Haziran 2023,Konut,110 M2,3+1,7.Kat,Merkezi Doğalgaz,2.250.000TL,Kayseri - Kocasinan - Yakut Mahallesi,,,
572,13369737,07 Haziran 2023,Satılık,175 M2,11-15,9,Kiracı Oturuyor,07 Haziran 2023,Konut,155 M2,3+1,3.Kat,Kombi Doğalgaz,1.420.000TL,Kayseri - Kocasinan - Camiikebir Mahallesi,,,
573,13367856,27 Temmuz 2023,Satılık,345 M2,0 (Yeni),3,Boş,06 Haziran 2023,Konut,285 M2,6+1,Bahçe Dublex,Yerden Isıtma,13.000.000TL,Kayseri - Melikgazi - Altınoluk Mahallesi,,,
574,13367231,06 Haziran 2023,Satılık,165 M2,11-15,9,Boş,06 Haziran 2023,Konut,135 M2,3+1,9.Kat,Merkezi Doğalgaz,1.479.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
575,13366780,11 Temmuz 2023,Satılık,210 M2,5-10,14,Boş,06 Haziran 2023,Konut,180 M2,4+1,10.Kat,Merkezi (Pay Ölçer),2.455.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
576,13365691,06 Haziran 2023,Satılık,110 M2,21 Ve Üzeri,2,Boş,06 Haziran 2023,Konut,90 M2,2+1,Düz Giriş,Kombi Doğalgaz,680.000TL,Kayseri - Kocasinan - Mevlana Mahallesi,,,
577,13365150,06 Haziran 2023,Satılık,175 M2,11-15,12,Kiracı Oturuyor,06 Haziran 2023,Konut,125 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1.600.000TL,Kayseri - Melikgazi - Esenyurt Mahallesi,,,
578,13364977,06 Haziran 2023,Satılık,175 M2,16-20,6,Mülk Sahibi Oturuyor,06 Haziran 2023,Konut,125 M2,3+1,4.Kat,Kombi Doğalgaz,1.550.000TL,Kayseri - Melikgazi - Esenyurt Mahallesi,,,
579,13364790,06 Haziran 2023,Satılık,130 M2,3,7,Kiracı Oturuyor,06 Haziran 2023,Konut,112 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.430.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,
580,13364736,23 Haziran 2023,Satılık,120 M2,5-10,12,Boş,06 Haziran 2023,Konut,90 M2,3+1,5.Kat,Merkezi Doğalgaz,100.000TLarrow_downward%10,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Krediye Uygun Değil,,
581,13363563,06 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,06 Haziran 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.000.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
582,13363286,06 Haziran 2023,Satılık,350 M2,0 (Yeni),2,Boş,06 Haziran 2023,Konut,250 M2,3+2,Düz Giriş,Yerden Isıtma,8.950.000TL,Kayseri - Melikgazi - Hisarcık Mahallesi,,,
583,13363285,30 Temmuz 2023,Satılık,450 M2,5-10,3,Mülk Sahibi Oturuyor,06 Haziran 2023,Konut,400 M2,6+2,Düz Giriş,Kombi Doğalgaz,21.000.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,,,
584,13358838,05 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,05 Haziran 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.050.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
585,13358566,15 Temmuz 2023,Satılık,180 M2,0 (Yeni),12,Boş,05 Haziran 2023,Konut,140 M2,3+1,Yüksek Giriş,Merkezi (Pay Ölçer),2.150.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
586,13358546,13 Temmuz 2023,Satılık,180 M2,0 (Yeni),11,Boş,05 Haziran 2023,Konut,135 M2,4+1,6.Kat,Merkezi (Pay Ölçer),2.070.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,
587,13358529,07 Temmuz 2023,Satılık,185 M2,0 (Yeni),7,Boş,05 Haziran 2023,Konut,155 M2,3+1,5.Kat,Kombi Doğalgaz,1.695.000TL,Kayseri - Melikgazi - Mimarsinan Mahallesi,,,
588,13358519,24 Temmuz 2023,Satılık,165 M2,5-10,14,Kiracı Oturuyor,05 Haziran 2023,Konut,135 M2,3+1,10.Kat,Merkezi (Pay Ölçer),1.950.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
589,13358503,06 Haziran 2023,Satılık,210 M2,0 (Yeni),2,Boş,05 Haziran 2023,Konut,180 M2,4+1,Düz Giriş,Kombi Doğalgaz,5.750.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
590,13358426,06 Haziran 2023,Satılık,160 M2,1,12,Kiracı Oturuyor,05 Haziran 2023,Konut,130 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.325.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,
591,13358415,29 Temmuz 2023,Satılık,175 M2,0 (Yeni),13,Boş,05 Haziran 2023,Konut,135 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1.590.000TLarrow_downward%4,Kayseri - Melikgazi - Mimarsinan Mahallesi,,,
592,13358368,06 Haziran 2023,Satılık,165 M2,16-20,5,Kiracı Oturuyor,05 Haziran 2023,Konut,130 M2,3+1,Çatı Katı,Kombi Doğalgaz,998.000TL,Kayseri - Melikgazi - Tınaztepe Mahallesi,,,
593,13358290,24 Temmuz 2023,Satılık,185 M2,1,12,Boş,05 Haziran 2023,Konut,135 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1.900.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,
594,13358195,06 Haziran 2023,Satılık,200 M2,5-10,8,Mülk Sahibi Oturuyor,05 Haziran 2023,Konut,185 M2,4+1,Çatı Katı,Merkezi (Pay Ölçer),2.500.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,
595,13358176,15 Haziran 2023,Satılık,100 M2,5-10,5,Mülk Sahibi Oturuyor,05 Haziran 2023,Konut,85 M2,2+1,2.Kat,Merkezi Doğalgaz,965.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
596,13358172,07 Temmuz 2023,Satılık,165 M2,0 (Yeni),5,Boş,05 Haziran 2023,Konut,135 M2,3+1,2.Kat,Kombi Doğalgaz,1.540.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,,,
597,13358158,05 Temmuz 2023,Satılık,190 M2,0 (Yeni),12,Boş,05 Haziran 2023,Konut,140 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1.950.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
598,13358134,08 Haziran 2023,Satılık,165 M2,4,14,Kiracı Oturuyor,05 Haziran 2023,Konut,145 M2,3+1,10.Kat,Merkezi (Pay Ölçer),1.625.000TL,Kayseri - Melikgazi - 19 Mayıs Mahallesi,,,
599,13358049,30 Temmuz 2023,Satılık,100 M2,21 Ve Üzeri,2,Kiracı Oturuyor,05 Haziran 2023,Konut,85 M2,2+1,2.Kat,Sobalı,850.000TL,Kayseri - Kocasinan - Yeni Mahallesi,,,
600,13355611,12 Haziran 2023,Satılık,220 M2,3,10,Boş,05 Haziran 2023,Konut,200 M2,4+1,4.Kat,Merkezi (Pay Ölçer),4.700.000TL,Kayseri - Kocasinan - Uğurevler Mahallesi,,,
601,13355569,05 Haziran 2023,Satılık,175 M2,11-15,9,Kiracı Oturuyor,05 Haziran 2023,Konut,135 M2,3+1,8.Kat,Kombi Doğalgaz,1.375.000TL,Kayseri - Melikgazi - Gökkent Mahallesi,,,
602,13352981,29 Temmuz 2023,Satılık,175 M2,0 (Yeni),14,Boş,04 Haziran 2023,Konut,140 M2,3+1,1.Kat,Merkezi (Pay Ölçer),2.000.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
603,13352979,29 Temmuz 2023,Satılık,65 M2,5-10,4,Boş,04 Haziran 2023,Konut,60 M2,2+1,2.Kat,Merkezi Doğalgaz,820.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
604,13351974,16 Haziran 2023,Satılık,120 M2,0 (Yeni),10,Boş,04 Haziran 2023,Konut,100 M2,2+1,5.Kat,Merkezi (Pay Ölçer),230.000TL,Kayseri - Kocasinan - Cırgalan Mahallesi,Krediye Uygun Değil,,
605,13351753,04 Haziran 2023,Satılık,185 M2,0 (Yeni),14,Boş,04 Haziran 2023,Konut,140 M2,3+1,12.Kat,Merkezi Doğalgaz,1.890.000TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,,,
606,13347658,03 Haziran 2023,Satılık,165 M2,0 (Yeni),10,Boş,03 Haziran 2023,Konut,135 M2,3+1,6.Kat,Merkezi (Pay Ölçer),2.050.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,,,
607,13347656,14 Haziran 2023,Satılık,175 M2,0 (Yeni),10,Boş,03 Haziran 2023,Konut,135 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1.750.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,,,
608,13347643,15 Haziran 2023,Satılık,175 M2,0 (Yeni),13,Boş,03 Haziran 2023,Konut,150 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1.800.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil,,
609,13347209,26 Temmuz 2023,Satılık,185 M2,0 (Yeni),13,Boş,03 Haziran 2023,Konut,150 M2,4+1,8.Kat,Merkezi (Pay Ölçer),2.789.000TL,Kayseri - Melikgazi - Germir Mahallesi,Krediye Uygun Değil,,
610,13346677,03 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,03 Haziran 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.000.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
611,13346421,18 Temmuz 2023,Satılık,175 M2,5-10,9,Boş,03 Haziran 2023,Konut,135 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.599.000TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,,,
612,13345399,29 Temmuz 2023,Satılık,100 M2,11-15,4,Kiracı Oturuyor,03 Haziran 2023,Konut,90 M2,2+1,4.Kat,Kombi Doğalgaz,900.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
613,13342524,02 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,02 Haziran 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.000.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
614,13341717,02 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,02 Haziran 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.000.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
615,13339895,30 Temmuz 2023,Satılık,175 M2,0 (Yeni),10,Mülk Sahibi Oturuyor,02 Haziran 2023,Konut,160 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.780.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
616,13339893,07 Haziran 2023,Satılık,175 M2,0 (Yeni),10,Boş,02 Haziran 2023,Konut,135 M2,3.5+1,1.Kat,Merkezi (Pay Ölçer),1.450.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
617,13339889,24 Temmuz 2023,Satılık,165 M2,4,7,Kiracı Oturuyor,02 Haziran 2023,Konut,130 M2,3+1,7.Kat,Kombi Doğalgaz,1.650.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,,,
618,13339888,15 Haziran 2023,Satılık,150 M2,11-15,15,Mülk Sahibi Oturuyor,02 Haziran 2023,Konut,120 M2,3+1,13.Kat,Merkezi Doğalgaz,935.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,,,
619,13339887,07 Haziran 2023,Satılık,200 M2,0 (Yeni),14,Boş,02 Haziran 2023,Konut,150 M2,4+1,6.Kat,Merkezi (Pay Ölçer),3.600.000TL,Kayseri - Kocasinan - Yakut Mahallesi,,,
620,13339014,29 Temmuz 2023,Satılık,160 M2,0 (Yeni),7,Boş,01 Haziran 2023,Konut,125 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1.650.000TL,Kayseri - Kocasinan - Osmangazi Mahallesi,Bilinmiyor,,
621,13338929,01 Haziran 2023,Satılık,200 M2,2,2,Mülk Sahibi Oturuyor,01 Haziran 2023,Konut,180 M2,5+1,Düz Giriş,Kombi Doğalgaz,7.900.000TL,Kayseri - Melikgazi - Eğribucak Mahallesi,Krediye Uygun Değil,,
622,13337223,01 Haziran 2023,Satılık,220 M2,5-10,13,Kiracı Oturuyor,01 Haziran 2023,Konut,190 M2,4+1,6.Kat,Merkezi Doğalgaz,3.075.000TL,Kayseri - Melikgazi - Köşk Mahallesi,,,
623,13337103,01 Haziran 2023,Satılık,170 M2,0 (Yeni),5,Boş,01 Haziran 2023,Konut,145 M2,3.5+1,5.Kat,Kombi Doğalgaz,1.400.000TL,Kayseri - Melikgazi - Fatih Mahallesi,,,
624,13336841,03 Haziran 2023,Satılık,300 M2,3,2,Mülk Sahibi Oturuyor,01 Haziran 2023,Konut,250 M2,3.5+1,Villa Tipi,Kombi Doğalgaz,6.750.000TL,Kayseri - Melikgazi - Eğribucak Mahallesi,,,
625,13335944,20 Temmuz 2023,Satılık,65 M2,4,3,Boş,01 Haziran 2023,Konut,60 M2,1+1,3.Kat,Kombi Doğalgaz,670.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
626,13335942,04 Temmuz 2023,Satılık,230 M2,0 (Yeni),13,Boş,01 Haziran 2023,Konut,200 M2,4+1,4.Kat,Merkezi (Pay Ölçer),3.550.000TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,,,
627,13335939,05 Haziran 2023,Satılık,130 M2,0 (Yeni),10,Boş,01 Haziran 2023,Konut,100 M2,3+0,4.Kat,Merkezi (Pay Ölçer),1.680.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,
628,13335935,01 Haziran 2023,Satılık,202 M2,0 (Yeni),11,Boş,01 Haziran 2023,Konut,140 M2,4+1,2.Kat,Merkezi (Pay Ölçer),2.999.000TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,,,
629,13335234,01 Haziran 2023,Satılık,130 M2,0 (Yeni),10,Boş,01 Haziran 2023,Konut,110 M2,2+1,1.Kat,Merkezi (Pay Ölçer),195.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil,,
630,13333032,01 Haziran 2023,Satılık,130 M2,21 Ve Üzeri,2,Boş,01 Haziran 2023,Konut,95 M2,2+1,Düz Giriş,Kombi Doğalgaz,2.750.000TL,Kayseri - Melikgazi - Esenyurt Mahallesi,,,
631,13333031,01 Haziran 2023,Satılık,130 M2,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,01 Haziran 2023,Konut,110 M2,3+1,2.Kat,Sobalı,950.000TL,Kayseri - Melikgazi - Esenyurt Mahallesi,Krediye Uygun Değil,,
632,13333030,01 Haziran 2023,Satılık,90 M2,0 (Yeni),7,Boş,01 Haziran 2023,Konut,75 M2,2+1,6.Kat,Merkezi (Pay Ölçer),1.250.000TL,Kayseri - Melikgazi - Battalgazi Mahallesi,Krediye Uygun Değil,,
633,13332303,01 Haziran 2023,Satılık,85 M2,0 (Yeni),1,Boş,31 Mayıs 2023,Konut,70 M2,2+1,Düz Giriş,Isıtma Yok,2.750.000TL,Kayseri - Melikgazi - Sarımsaklı Mahallesi,Krediye Uygun Değil,,
634,13332302,01 Haziran 2023,Satılık,100 M2,4,5,Kiracı Oturuyor,31 Mayıs 2023,Konut,85 M2,2+1,5.Kat,Merkezi Doğalgaz,1.075.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
635,13332301,06 Temmuz 2023,Satılık,300 M2,0 (Yeni),2,Boş,31 Mayıs 2023,Konut,250 M2,6+1,Düz Giriş,Kombi Doğalgaz,6.750.000TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,Krediye Uygun Değil,,
636,13331960,31 Mayıs 2023,Satılık,115 M2,0 (Yeni),9,Boş,31 Mayıs 2023,Konut,100 M2,2.5+1,1.Kat,Merkezi (Pay Ölçer),1.320.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,,
637,13328692,02 Temmuz 2023,Satılık,140 M2,0 (Yeni),12,Boş,31 Mayıs 2023,Konut,110 M2,3+1,1.Kat,Merkezi Doğalgaz,1.750.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,,,
638,13326898,27 Temmuz 2023,Satılık,85 M2,3,9,Kiracı Oturuyor,31 Mayıs 2023,Konut,70 M2,2+1,2.Kat,Merkezi (Pay Ölçer),1.450.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,,
639,13325363,15 Haziran 2023,Satılık,165 M2,0 (Yeni),5,Boş,31 Mayıs 2023,Konut,135 M2,3+1,1.Kat,Kombi Doğalgaz,1.390.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,,,
640,13325278,13 Temmuz 2023,Satılık,100 M2,21 Ve Üzeri,35,Kiracı Oturuyor,31 Mayıs 2023,Konut,80 M2,2+1,Yüksek Bodrum,Kombi Doğalgaz,650.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,Bilinmiyor,,
641,13324612,07 Temmuz 2023,Satılık,160 M2,1,9,Boş,30 Mayıs 2023,Konut,120 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1.720.000TL,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,,,
642,13324227,31 Mayıs 2023,Satılık,180 M2,0 (Yeni),2,Boş,30 Mayıs 2023,Konut,150 M2,4+1,Düz Giriş,Kombi Doğalgaz,4.999.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
643,13324225,31 Mayıs 2023,Satılık,200 M2,4,11,Mülk Sahibi Oturuyor,30 Mayıs 2023,Konut,170 M2,4+1,8.Kat,Merkezi (Pay Ölçer),2.550.000TL,Kayseri - Melikgazi - Yeniköy Mahallesi,,,
644,13322700,29 Temmuz 2023,Satılık,155 M2,5-10,12,Boş,30 Mayıs 2023,Konut,120 M2,3+1,12.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,
645,13322632,23 Haziran 2023,Satılık,140 M2,1,4,Boş,30 Mayıs 2023,Konut,110 M2,3+1,Düz Giriş,Merkezi (Pay Ölçer),1.200.000TL,Kayseri - Kocasinan - Oruçreis Mahallesi,,,
646,13322379,24 Temmuz 2023,Satılık,155 M2,16-20,9,Mülk Sahibi Oturuyor,30 Mayıs 2023,Konut,120 M2,3+1,9.Kat,Merkezi Doğalgaz,1.375.000TL,Kayseri - Melikgazi - Tınaztepe Mahallesi,,,
647,13320839,25 Temmuz 2023,Satılık,130 M2,5-10,9,Boş,30 Mayıs 2023,Konut,100 M2,3+1,9.Kat,Kombi Doğalgaz,1.050.000TL,Kayseri - Melikgazi - Selimiye Mahallesi,,,
648,13318269,20 Temmuz 2023,Satılık,150 M2,21 Ve Üzeri,4,Kiracı Oturuyor,30 Mayıs 2023,Konut,135 M2,2+1,1.Kat,Kat Kaloriferi,780.000TLarrow_downward%1,Kayseri - Kocasinan - Mimarsinan Mahallesi,,,
649,13318268,14 Haziran 2023,Satılık,165 M2,11-15,12,Boş,30 Mayıs 2023,Konut,132 M2,3+1,4.Kat,Merkezi Doğalgaz,1.295.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
650,13318267,05 Haziran 2023,Satılık,200 M2,4,2,Mülk Sahibi Oturuyor,30 Mayıs 2023,Konut,180 M2,3+1,Düz Giriş,Kombi Doğalgaz,4.000.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
651,13318266,05 Haziran 2023,Satılık,120 M2,0 (Yeni),12,Boş,30 Mayıs 2023,Konut,100 M2,2+1,5.Kat,Merkezi (Pay Ölçer),1.650.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
652,13317442,11 Temmuz 2023,Satılık,165 M2,0 (Yeni),8,Boş,29 Mayıs 2023,Konut,130 M2,3+1,2.Kat,Kombi Doğalgaz,1.475.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,,,
653,13317068,29 Mayıs 2023,Satılık,170 M2,3,12,Kiracı Oturuyor,29 Mayıs 2023,Konut,135 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1.475.000TL,Kayseri - Melikgazi - Tavlusun Mahallesi,,,
