,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Krediye Uygunluk,Yatırıma Uygunluk,Yapı Durumu
850,13129240,04 Temmuz 2023,Satılık,190 M2,5-10,11,Mülk Sahibi Oturuyor,26 Nisan 2023,Konut,155 M2,4+1,10.Kat,Kombi Doğalgaz,2.195.000TLarrow_downward%4,Kayseri - Melikgazi - Tacettin Veli Mahallesi,,,
851,13129238,22 Temmuz 2023,Satılık,135 M2,1,9,Mülk Sahibi Oturuyor,26 Nisan 2023,Konut,115 M2,2+1,1.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Melikgazi - Battalgazi Mahallesi,,,
852,13128982,17 Temmuz 2023,Satılık,180 M2,0 (Yeni),8,Mülk Sahibi Oturuyor,26 Nisan 2023,Konut,150 M2,4+1,1.Kat,Merkezi (Pay Ölçer),1.999.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,
853,13128887,17 Temmuz 2023,Satılık,1.890 M2,11-15,2,Boş,26 Nisan 2023,Konut,1.850 M2,3.5+1,Müstakil.Kat,Sobalı,4.000.000TL,Kayseri - Melikgazi - Güzelköy Mahallesi,,,
854,13127448,15 Haziran 2023,Satılık,450 M2,16-20,4,Kiracı Oturuyor,26 Nisan 2023,Konut,400 M2,9+ Oda,4.Kat,Sobalı,1.700.000TL,Kayseri - Melikgazi - Osmanlı Mahallesi,,,
855,13121912,25 Temmuz 2023,Satılık,250 M2,5-10,14,Boş,25 Nisan 2023,Konut,220 M2,4+1,1.Kat,Merkezi Doğalgaz,3.250.000TL,Kayseri - Melikgazi - Gültepe Mahallesi,Krediye Uygun Değil,,
856,13121470,18 Temmuz 2023,Satılık,180 M2,5-10,16,Mülk Sahibi Oturuyor,25 Nisan 2023,Konut,165 M2,3+1,8.Kat,Kombi Doğalgaz,1.650.000TLarrow_downward%2,Kayseri - Melikgazi - Germir Mahallesi,,,
857,13119045,19 Haziran 2023,Satılık,85 M2,0 (Yeni),10,Boş,25 Nisan 2023,Konut,70 M2,2+1,9.Kat,Merkezi (Pay Ölçer),900.000TL,Kayseri - Kocasinan - Osmangazi Mahallesi,,,
858,13117559,26 Temmuz 2023,Satılık,500 M2,5-10,1,Mülk Sahibi Oturuyor,25 Nisan 2023,Konut,100 M2,2+1,Düz Giriş,Kombi Doğalgaz,3.850.000TL,Kayseri - Melikgazi - Eğribucak Mahallesi,Krediye Uygun Değil,,
859,13115347,22 Haziran 2023,Satılık,165 M2,0 (Yeni),15,Boş,24 Nisan 2023,Konut,125 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.625.000TL,Kayseri - Kocasinan - Turgut Reis Mahallesi,,,
860,13114798,14 Temmuz 2023,Satılık,160 M2,0 (Yeni),10,Boş,24 Nisan 2023,Konut,120 M2,3+1,5.Kat,Merkezi Doğalgaz,1.990.000TL,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,,,
861,13114706,05 Haziran 2023,Satılık,160 M2,0 (Yeni),14,Mülk Sahibi Oturuyor,24 Nisan 2023,Konut,120 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.900.000TL,Kayseri - Kocasinan - Zümrüt Mahallesi,,,
862,13108475,25 Temmuz 2023,Satılık,200 M2,16-20,10,Mülk Sahibi Oturuyor,23 Nisan 2023,Konut,165 M2,4+1,1.Kat,Kombi Doğalgaz,2.750.000TL,Kayseri - Kocasinan - Yıldızevler Mahallesi,,,
863,13107219,23 Mayıs 2023,Satılık,200 M2,16-20,3,Mülk Sahibi Oturuyor,23 Nisan 2023,Konut,150 M2,3+1,Düz Giriş,Kombi Doğalgaz,6.800.000TL,Kayseri - Melikgazi - Altınoluk Mahallesi,Krediye Uygun Değil,,
864,13107211,10 Haziran 2023,Satılık,185 M2,0 (Yeni),13,Mülk Sahibi Oturuyor,23 Nisan 2023,Konut,150 M2,4+1,5.Kat,Merkezi (Pay Ölçer),2.745.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Krediye Uygun Değil,,
865,13104595,19 Haziran 2023,Satılık,300 M2,2,2,Mülk Sahibi Oturuyor,22 Nisan 2023,Konut,270 M2,4+1,Düz Giriş,Kombi Doğalgaz,8.950.000TL,Kayseri - Melikgazi - Hisarcık Mahallesi,,,
866,13101776,29 Mayıs 2023,Satılık,165 M2,11-15,9,Mülk Sahibi Oturuyor,21 Nisan 2023,Konut,140 M2,3+1,9.Kat,Merkezi Doğalgaz,1.325.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
867,13100310,26 Temmuz 2023,Satılık,150 M2,11-15,14,Mülk Sahibi Oturuyor,20 Nisan 2023,Konut,120 M2,3+1,11.Kat,Merkezi Doğalgaz,1.290.000TL,Kayseri - Kocasinan - Uğurevler Mahallesi,,,
868,13096399,20 Temmuz 2023,Satılık,400 M2,21 Ve Üzeri,2,Boş,19 Nisan 2023,Konut,360 M2,9+ Oda,Düz Giriş,Isıtma Yok,12.000.000TL,Kayseri - Melikgazi - Hisarcık Mahallesi,Krediye Uygun Değil,,
869,13091965,24 Haziran 2023,Satılık,130 M2,11-15,6,Kiracı Oturuyor,19 Nisan 2023,Konut,110 M2,3+1,5.Kat,Kombi Doğalgaz,840.000TL,Kayseri - Melikgazi - Battalgazi Mahallesi,Krediye Uygun Değil,,
870,13091924,03 Mayıs 2023,Satılık,180 M2,5-10,15,Mülk Sahibi Oturuyor,19 Nisan 2023,Konut,160 M2,3+1,1.Kat,Merkezi Doğalgaz,1.550.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
871,13088840,17 Haziran 2023,Satılık,200 M2,5-10,11,Mülk Sahibi Oturuyor,18 Nisan 2023,Konut,180 M2,4+1,11.Kat,Merkezi (Pay Ölçer),4.350.000TLarrow_downward%2,Kayseri - Kocasinan - Yakut Mahallesi,,,
872,13079585,29 Temmuz 2023,Satılık,85 M2,5-10,5,Mülk Sahibi Oturuyor,16 Nisan 2023,Konut,80 M2,2+1,3.Kat,Merkezi (Pay Ölçer),1.000.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
873,13077619,30 Temmuz 2023,Satılık,165 M2,0 (Yeni),10,Boş,16 Nisan 2023,Konut,130 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1.300.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
874,13077617,30 Temmuz 2023,Satılık,175 M2,0 (Yeni),6,Boş,16 Nisan 2023,Konut,150 M2,3+1,5.Kat,Kombi Doğalgaz,1.350.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,,,
875,13077434,20 Temmuz 2023,Satılık,365 M2,4,14,Boş,16 Nisan 2023,Konut,300 M2,5+1,7.Kat,Merkezi (Pay Ölçer),8.450.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
876,13075206,08 Temmuz 2023,Satılık,140 M2,11-15,8,Boş,15 Nisan 2023,Konut,120 M2,3+1,6.Kat,Kombi Doğalgaz,1.250.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,Krediye Uygun Değil,,
877,13074755,03 Temmuz 2023,Satılık,135 M2,0 (Yeni),2,Boş,15 Nisan 2023,Konut,120 M2,2+1,1.Kat,Kombi Doğalgaz,1.750.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
878,13074729,15 Haziran 2023,Satılık,160 M2,5-10,15,Kiracı Oturuyor,15 Nisan 2023,Konut,130 M2,3+1,4.Kat,Merkezi Doğalgaz,1.450.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
879,13074680,12 Haziran 2023,Satılık,600 M2,0 (Yeni),2,Boş,15 Nisan 2023,Konut,210 M2,4+1,Villa Tipi,Kombi Doğalgaz,6.750.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
880,13074675,24 Mayıs 2023,Satılık,100 M2,21 Ve Üzeri,4,Boş,15 Nisan 2023,Konut,90 M2,2+1,3.Kat,Isıtma Yok,1.199.000TL,Kayseri - Melikgazi - Hunat Mahallesi,Krediye Uygun Değil,,
881,13063838,05 Haziran 2023,Satılık,210 M2,0 (Yeni),13,Boş,14 Nisan 2023,Konut,185 M2,4+1,3.Kat,Merkezi Doğalgaz,2.800.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
882,13063835,16 Haziran 2023,Satılık,165 M2,0 (Yeni),14,Boş,14 Nisan 2023,Konut,125 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1.625.000TL,Kayseri - Kocasinan - Yunusemre Mahallesi,,,
883,13063834,04 Temmuz 2023,Satılık,85 M2,16-20,3,Kiracı Oturuyor,14 Nisan 2023,Konut,65 M2,2+1,2.Kat,Merkezi Doğalgaz,739.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
884,13063833,09 Mayıs 2023,Satılık,140 M2,21 Ve Üzeri,5,Kiracı Oturuyor,14 Nisan 2023,Konut,130 M2,3+1,3.Kat,Sobalı,775.000TL,Kayseri - Melikgazi - Cumhuriyet Mahallesi,,,
885,13063831,05 Haziran 2023,Satılık,185 M2,0 (Yeni),12,Boş,14 Nisan 2023,Konut,150 M2,4+1,1.Kat,Merkezi (Pay Ölçer),2.300.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
886,13063829,09 Temmuz 2023,Satılık,140 M2,11-15,9,Kiracı Oturuyor,14 Nisan 2023,Konut,120 M2,3+1,9.Kat,Merkezi Doğalgaz,1.200.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,,
887,13063825,23 Haziran 2023,Satılık,155 M2,0 (Yeni),76,Boş,14 Nisan 2023,Konut,110 M2,3+1,7.Kat,Kombi Doğalgaz,1.300.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,,,
888,13063822,08 Temmuz 2023,Satılık,160 M2,11-15,12,Kiracı Oturuyor,14 Nisan 2023,Konut,132 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1.325.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
889,13060413,06 Temmuz 2023,Satılık,280 M2,21 Ve Üzeri,2,Boş,13 Nisan 2023,Konut,250 M2,6+2,Yüksek Giriş,Kombi Doğalgaz,2.150.000TL,Kayseri - Kocasinan - Yeni Mahallesi,,,
890,13057217,12 Haziran 2023,Satılık,200 M2,5-10,6,Mülk Sahibi Oturuyor,13 Nisan 2023,Konut,185 M2,3+1,1.Kat,Kombi Doğalgaz,1.400.000TL,Kayseri - Melikgazi - Tavlusun Mahallesi,,,
891,13056021,19 Haziran 2023,Satılık,260 M2,11-15,14,Boş,13 Nisan 2023,Konut,220 M2,4.5+1,10.Kat,Merkezi (Pay Ölçer),4.600.000TL,Kayseri - Melikgazi - Alpaslan Mahallesi,Krediye Uygun Değil,,
892,13056020,19 Haziran 2023,Satılık,710 M2,0 (Yeni),2,Boş,13 Nisan 2023,Konut,210 M2,5+1,Düz Giriş,Kombi Doğalgaz,6.000.000TL,Kayseri - Melikgazi - Gesi Mahallesi,Krediye Uygun Değil,,
893,13056016,19 Haziran 2023,Satılık,165 M2,0 (Yeni),9,Boş,13 Nisan 2023,Konut,115 M2,3.5+1,4.Kat,Merkezi (Pay Ölçer),2.200.000TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,Krediye Uygun Değil,,
894,13053024,29 Temmuz 2023,Satılık,165 M2,5-10,9,Mülk Sahibi Oturuyor,12 Nisan 2023,Konut,135 M2,3+1,5.Kat,Kombi Doğalgaz,1.250.000TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,,,
895,13047706,08 Haziran 2023,Satılık,220 M2,11-15,12,Mülk Sahibi Oturuyor,12 Nisan 2023,Konut,185 M2,4+1,9.Kat,Merkezi Doğalgaz,2.999.000TLarrow_downward%8,Kayseri - Melikgazi - Alpaslan Mahallesi,,,
896,13047436,16 Haziran 2023,Satılık,160 M2,5-10,10,Kiracı Oturuyor,12 Nisan 2023,Konut,140 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.650.000TL,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,,,
897,13045485,08 Haziran 2023,Satılık,360 M2,5-10,2,Boş,11 Nisan 2023,Konut,300 M2,5+1,Düz Giriş,Kombi Doğalgaz,14.900.000TL,Kayseri - Melikgazi - Eğribucak Mahallesi,Krediye Uygun Değil,,
898,13037561,22 Haziran 2023,Satılık,280 M2,5-10,14,Kiracı Oturuyor,10 Nisan 2023,Konut,260 M2,4+1,8.Kat,Merkezi (Pay Ölçer),4.100.000TL,Kayseri - Melikgazi - Köşk Mahallesi,,,
899,13032657,10 Temmuz 2023,Satılık,135 M2,0 (Yeni),7,Boş,10 Nisan 2023,Konut,115 M2,3+1,Düz Giriş,Kombi Doğalgaz,1.500.000TL,Kayseri - Kocasinan - Yavuzlar Mahallesi,,,
900,13032641,10 Temmuz 2023,Satılık,185 M2,2,12,Mülk Sahibi Oturuyor,10 Nisan 2023,Konut,156 M2,3+1,1.Kat,Merkezi (Pay Ölçer),2.175.000TL,Kayseri - Kocasinan - Yenidoğan Mahallesi,,,
901,13028530,24 Haziran 2023,Satılık,606 M2,0 (Yeni),1,Boş,08 Nisan 2023,Konut,60 M2,Stüdyo,Villa Tipi,Isıtma Yok,1.500.000TL,Kayseri - Kocasinan - Boyacı Mahallesi,,,
902,13024024,04 Temmuz 2023,Satılık,165 M2,0 (Yeni),14,Boş,07 Nisan 2023,Konut,115 M2,2+1,3.Kat,Merkezi Doğalgaz,197.000TL,Kayseri - Kocasinan - Cırgalan Mahallesi,Bilinmiyor,,
903,13016105,20 Temmuz 2023,Satılık,420 M2,16-20,2,Mülk Sahibi Oturuyor,05 Nisan 2023,Konut,360 M2,7+1,Müstakil.Kat,Sobalı,9.950.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,Bilinmiyor,,
904,12997516,29 Mayıs 2023,Satılık,600 M2,0 (Yeni),2,Boş,31 Mart 2023,Konut,450 M2,5+2,Villa Tipi,Kombi Doğalgaz,8.999.000TL,Kayseri - Melikgazi - Eğribucak Mahallesi,,,
905,12993206,20 Haziran 2023,Satılık,170 M2,21 Ve Üzeri,4,Boş,31 Mart 2023,Konut,120 M2,3+1,3.Kat,Merkezi Doğalgaz,739.000TLarrow_downward%8,Kayseri - Melikgazi - Kılıçaslan Mahallesi,Krediye Uygun Değil,,
906,12979129,09 Temmuz 2023,Satılık,190 M2,0 (Yeni),15,Boş,29 Mart 2023,Konut,170 M2,4+1,6.Kat,Merkezi Doğalgaz,2.650.000TL,Kayseri - Kocasinan - Ziyagökalp Mahallesi,,,
907,12978486,23 Haziran 2023,Satılık,400 M2,16-20,4,Mülk Sahibi Oturuyor,28 Mart 2023,Konut,350 M2,9+ Oda,Düz Giriş,Kombi Doğalgaz,3.500.000TL,Kayseri - Melikgazi - Hisarcık Mahallesi,,,
908,12977381,16 Haziran 2023,Satılık,160 M2,0 (Yeni),6,Boş,28 Mart 2023,Konut,120 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.640.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Krediye Uygun Değil,,
909,12977004,08 Temmuz 2023,Satılık,110 M2,0 (Yeni),12,Boş,28 Mart 2023,Konut,90 M2,2+1,3.Kat,Merkezi (Pay Ölçer),292.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,Krediye Uygun Değil,,
910,12975684,09 Temmuz 2023,Satılık,190 M2,0 (Yeni),14,Boş,28 Mart 2023,Konut,180 M2,4+1,6.Kat,Merkezi (Pay Ölçer),2.650.000TL,Kayseri - Kocasinan - Ziyagökalp Mahallesi,,,
911,12972557,14 Haziran 2023,Satılık,180 M2,5-10,15,Mülk Sahibi Oturuyor,28 Mart 2023,Konut,140 M2,3+1,7.Kat,Merkezi Doğalgaz,1.500.000TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,Krediye Uygun Değil,,
912,12970608,27 Temmuz 2023,Satılık,190 M2,0 (Yeni),14,Boş,27 Mart 2023,Konut,150 M2,3+1,10.Kat,Merkezi (Pay Ölçer),1.850.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,,
913,12960992,14 Haziran 2023,Satılık,155 M2,11-15,9,Kiracı Oturuyor,26 Mart 2023,Konut,125 M2,3+1,2.Kat,Kombi Doğalgaz,1.250.000TL,Kayseri - Melikgazi - 30 Ağustos Mahallesi,,,
914,12950219,29 Mayıs 2023,Satılık,165 M2,11-15,10,Kiracı Oturuyor,24 Mart 2023,Konut,135 M2,3+1,3.Kat,Merkezi Doğalgaz,1.565.000TL,Kayseri - Melikgazi - Aydınlıkevler Mahallesi,,,
915,12947709,02 Temmuz 2023,Satılık,150 M2,11-15,2,Boş,24 Mart 2023,Konut,140 M2,3+1,Düz Giriş,Sobalı,3.200.000TL,Kayseri - Melikgazi - Ağırnas Mahallesi,Krediye Uygun Değil,,
916,12946961,27 Temmuz 2023,Satılık,140 M2,21 Ve Üzeri,2,Kiracı Oturuyor,23 Mart 2023,Konut,120 M2,2+1,1.Kat,Kombi Doğalgaz,875.000TL,Kayseri - Kocasinan - Yeni Mahallesi,,,
917,12940694,14 Haziran 2023,Satılık,210 M2,0 (Yeni),14,Boş,23 Mart 2023,Konut,160 M2,4+1,6.Kat,Merkezi (Pay Ölçer),2.200.000TL,Kayseri - Kocasinan - Osmangazi Mahallesi,Krediye Uygun Değil,,
918,12932384,26 Temmuz 2023,Satılık,155 M2,5-10,13,Boş,22 Mart 2023,Konut,122 M2,3+1,12.Kat,Merkezi Doğalgaz,1.550.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,
919,12927761,23 Mayıs 2023,Satılık,100 M2,2,16,Boş,21 Mart 2023,Konut,85 M2,2+1,16.Kat,Merkezi (Pay Ölçer),1.550.000TLarrow_downward%6,Kayseri - Kocasinan - Sahabiye Mahallesi,Bilinmiyor,,
920,12927462,07 Temmuz 2023,Satılık,210 M2,4,14,Boş,21 Mart 2023,Konut,175 M2,3+1,Yüksek Giriş,Merkezi Doğalgaz,2.900.000TL,Kayseri - Kocasinan - Barbaros Mahallesi,,,
921,12924218,22 Mayıs 2023,Satılık,210 M2,0 (Yeni),2,Boş,21 Mart 2023,Konut,190 M2,5+1,Düz Giriş,Kombi Doğalgaz,5.850.000TL,Kayseri - Melikgazi - Gesi Mahallesi,Krediye Uygun Değil,,
922,12924215,29 Mayıs 2023,Satılık,210 M2,0 (Yeni),13,Boş,21 Mart 2023,Konut,155 M2,4+1,1.Kat,Merkezi Doğalgaz,2.250.000TLarrow_downward%90,Kayseri - Kocasinan - Saray Bosna Mahallesi,Krediye Uygun Değil,,
923,12922862,19 Haziran 2023,Satılık,200 M2,5-10,14,Boş,20 Mart 2023,Konut,180 M2,4+1,9.Kat,Merkezi (Pay Ölçer),2.600.000TL,Kayseri - Kocasinan - Barbaros Mahallesi,Krediye Uygun Değil,,
924,12918437,07 Haziran 2023,Satılık,330 M2,5-10,8,Boş,20 Mart 2023,Konut,250 M2,6+1,8.Kat,Merkezi (Pay Ölçer),7.750.000TL,Kayseri - Kocasinan - Yıldızevler Mahallesi,,,
925,12918408,08 Temmuz 2023,Satılık,165 M2,5-10,12,Mülk Sahibi Oturuyor,20 Mart 2023,Konut,125 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.475.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
926,12918392,16 Haziran 2023,Satılık,155 M2,2,13,Boş,20 Mart 2023,Konut,105 M2,3+1,13.Kat,Merkezi (Pay Ölçer),1.750.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
927,12908144,09 Haziran 2023,Satılık,160 M2,3,8,Mülk Sahibi Oturuyor,17 Mart 2023,Konut,130 M2,3+1,5.Kat,Kombi Doğalgaz,1.675.000TL,Kayseri - Melikgazi - Battalgazi Mahallesi,,,
928,12900068,24 Temmuz 2023,Satılık,205 M2,16-20,9,Mülk Sahibi Oturuyor,16 Mart 2023,Konut,195 M2,4+1,8.Kat,Merkezi Doğalgaz,3.450.000TL,Kayseri - Kocasinan - Erciyesevler Mahallesi,,,
929,12896061,30 Temmuz 2023,Satılık,170 M2,5-10,12,Kiracı Oturuyor,16 Mart 2023,Konut,160 M2,3+1,10.Kat,Merkezi (Pay Ölçer),1.600.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,
930,12893627,14 Haziran 2023,Satılık,180 M2,5-10,12,Mülk Sahibi Oturuyor,15 Mart 2023,Konut,140 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1.500.000TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,,,
931,12892846,06 Temmuz 2023,Satılık,185 M2,5-10,14,Mülk Sahibi Oturuyor,15 Mart 2023,Konut,165 M2,3+1,8.Kat,Merkezi Doğalgaz,1.750.000TL,Kayseri - Kocasinan - Argıncık Mahallesi,,,
932,12888010,23 Mayıs 2023,Satılık,270 M2,5-10,3,Mülk Sahibi Oturuyor,15 Mart 2023,Konut,250 M2,6+1,Düz Giriş,Kombi Doğalgaz,11.500.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,,,
933,12881783,17 Mayıs 2023,Satılık,185 M2,2,9,Kiracı Oturuyor,14 Mart 2023,Konut,140 M2,3+1,9.Kat,Merkezi (Pay Ölçer),1.800.000TL,Kayseri - Kocasinan - Osmangazi Mahallesi,,,
934,12873591,10 Haziran 2023,Satılık,260 M2,21 Ve Üzeri,14,Boş,12 Mart 2023,Konut,230 M2,4+1,10.Kat,Merkezi Doğalgaz,2.950.000TL,Kayseri - Melikgazi - Alpaslan Mahallesi,Krediye Uygun Değil,,
935,12868367,08 Haziran 2023,Satılık,165 M2,0 (Yeni),12,Boş,11 Mart 2023,Konut,135 M2,3+1,5.Kat,Merkezi (Pay Ölçer),165.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
936,12868366,08 Haziran 2023,Satılık,130 M2,0 (Yeni),12,Boş,11 Mart 2023,Konut,100 M2,2+1,4.Kat,Merkezi (Pay Ölçer),96.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
937,12867850,20 Temmuz 2023,Satılık,155 M2,0 (Yeni),12,Boş,11 Mart 2023,Konut,135 M2,4+1,4.Kat,Merkezi Doğalgaz,650.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil,,
938,12866410,27 Haziran 2023,Satılık,240 M2,0 (Yeni),10,Boş,11 Mart 2023,Konut,220 M2,4+1,4.Kat,Merkezi Doğalgaz,3.300.000TL,Kayseri - Melikgazi - Esenyurt Mahallesi,,,
939,12863953,10 Haziran 2023,Satılık,140 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,11 Mart 2023,Konut,130 M2,3+1,5.Kat,Kombi Doğalgaz,1.150.000TL,Kayseri - Melikgazi - Osman Kavuncu Mahallesi,,,
940,12859744,23 Haziran 2023,Satılık,324 M2,16-20,2,Boş,10 Mart 2023,Konut,150 M2,3+1,Düz Giriş,Sobalı,1.100.000TL,Kayseri - Melikgazi - Ağırnas Mahallesi,Krediye Uygun Değil,,
941,12859742,23 Haziran 2023,Satılık,100 M2,0 (Yeni),14,Boş,10 Mart 2023,Konut,90 M2,2+1,9.Kat,Merkezi (Pay Ölçer),310.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Krediye Uygun Değil,,
942,12859739,23 Haziran 2023,Satılık,362 M2,16-20,2,Kiracı Oturuyor,10 Mart 2023,Konut,361 M2,3+1,Düz Giriş,Sobalı,5.500.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
943,12859737,23 Haziran 2023,Satılık,120 M2,0 (Yeni),13,Boş,10 Mart 2023,Konut,110 M2,3+1,1.Kat,Merkezi (Pay Ölçer),550.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil,,
944,12859731,23 Haziran 2023,Satılık,220 M2,0 (Yeni),2,Boş,10 Mart 2023,Konut,200 M2,4+1,Düz Giriş,Kombi Doğalgaz,6.750.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
945,12859726,23 Haziran 2023,Satılık,175 M2,0 (Yeni),14,Boş,10 Mart 2023,Konut,140 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1.750.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
946,12859717,23 Haziran 2023,Satılık,220 M2,21 Ve Üzeri,2,Kiracı Oturuyor,10 Mart 2023,Konut,219 M2,3+1,Düz Giriş,Sobalı,1.000.000TL,Kayseri - Kocasinan - Argıncık Mahallesi,Krediye Uygun Değil,,
947,12857840,12 Haziran 2023,Satılık,240 M2,5-10,15,Boş,10 Mart 2023,Konut,200 M2,4+1,7.Kat,Merkezi Doğalgaz,3.450.000TL,Kayseri - Kocasinan - Kocasinan Mahallesi,,,
948,12857833,13 Haziran 2023,Satılık,185 M2,0 (Yeni),15,Boş,10 Mart 2023,Konut,135 M2,3+1,10.Kat,Merkezi Doğalgaz,1.550.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,,,
949,12845719,08 Haziran 2023,Satılık,400 M2,16-20,3,Mülk Sahibi Oturuyor,08 Mart 2023,Konut,350 M2,7+2,Düz Giriş,Isıtma Yok,5.999.000TLarrow_downward%17,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,Krediye Uygun Değil,,
950,12845710,08 Haziran 2023,Satılık,90 M2,0 (Yeni),14,Boş,08 Mart 2023,Konut,87 M2,2+1,2.Kat,Merkezi (Pay Ölçer),1.000.000TL,Kayseri - Melikgazi - Tavlusun Mahallesi,Krediye Uygun Değil,,
951,12845699,29 Mayıs 2023,Satılık,175 M2,5-10,14,Mülk Sahibi Oturuyor,08 Mart 2023,Konut,135 M2,3+1,14.Kat,Merkezi Doğalgaz,1.535.000TL,Kayseri - Melikgazi - 30 Ağustos Mahallesi,,,
952,12845697,11 Temmuz 2023,Satılık,170 M2,0 (Yeni),9,Boş,08 Mart 2023,Konut,130 M2,3+1,5.Kat,Merkezi (Pay Ölçer),2.380.000TL,Kayseri - Melikgazi - Battalgazi Mahallesi,,,
953,12843301,23 Mayıs 2023,Satılık,145 M2,21 Ve Üzeri,8,Mülk Sahibi Oturuyor,08 Mart 2023,Konut,120 M2,3+1,Yüksek Giriş,Merkezi (Pay Ölçer),965.000TL,Kayseri - Kocasinan - Mimarsinan Mahallesi,,,
954,12843184,23 Mayıs 2023,Satılık,220 M2,21 Ve Üzeri,14,Mülk Sahibi Oturuyor,08 Mart 2023,Konut,195 M2,4+1,2.Kat,Merkezi Doğalgaz,2.250.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,,
955,12840865,23 Mayıs 2023,Satılık,360 M2,4,3,Mülk Sahibi Oturuyor,08 Mart 2023,Konut,300 M2,1+1,Villa Tipi,Kombi Doğalgaz,4.850.000TL,Kayseri - Melikgazi - Mimarsinan Mahallesi,,,
956,12840587,12 Temmuz 2023,Satılık,150 M2,2,2,Mülk Sahibi Oturuyor,08 Mart 2023,Konut,120 M2,2+1,Düz Giriş,Sobalı,2.500.000TL,Kayseri - Melikgazi - Kayabağ Mahallesi,Bilinmiyor,,
957,12838317,08 Temmuz 2023,Satılık,110 M2,2,12,Boş,08 Mart 2023,Konut,90 M2,2+1,9.Kat,Merkezi (Pay Ölçer),1.110.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
