Unnamed: 0,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Krediye Uygunluk,Yatırıma Uygunluk,Yapı Durumu,Şehir,İlçe,Mahalle
137,13477202,06 Temmuz 2023,Satılık,165 M2,5-10,14,Kiracı Oturuyor,24 Haziran 2023,Konut,135 M2,3+1,12.Kat,Merkezi Doğalgaz,1420000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
138,13476470,24 Haziran 2023,Satılık,110 M2,0 (Yeni),10,Boş,24 Haziran 2023,Konut,90 M2,2.5+1,3.Kat,Merkezi (Pay Ölçer),1579000,Kayseri - Talas - Kiçiköy Mahallesi,Krediye Uygun Değil,,,Kayseri,Talas,Kiçiköy Mahallesi
139,13476468,24 Haziran 2023,Satılık,50 M2,0 (Yeni),5,Boş,24 Haziran 2023,Konut,49 M2,Stüdyo,3.Kat,Kombi Doğalgaz,699000,Kayseri - Develi - Feneseaşağı Mahallesi,Krediye Uygun Değil,,,Kayseri,Develi,Feneseaşağı Mahallesi
140,13476464,24 Haziran 2023,Satılık,175 M2,2,14,Boş,24 Haziran 2023,Konut,140 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1675000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
141,13469052,23 Haziran 2023,Satılık,110 M2,21 Ve Üzeri,4,Boş,23 Haziran 2023,Konut,90 M2,2+1,Yüksek Giriş,Sobalı,750000,Kayseri - Develi - İbrahimağa Mahallesi,Bilinmiyor,,,Kayseri,Develi,İbrahimağa Mahallesi
142,13467208,23 Haziran 2023,Satılık,96 M2,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,22 Haziran 2023,Konut,95 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,800000,Kayseri - Develi - Alpaslan Mahallesi,Bilinmiyor,,,Kayseri,Develi,Alpaslan Mahallesi
143,13467166,25 Temmuz 2023,Satılık,165 M2,4,3,Mülk Sahibi Oturuyor,22 Haziran 2023,Konut,140 M2,3+1,3.Kat,Kombi Doğalgaz,1800000,Kayseri - Develi - Şehit Üsteğmen Hasan Şahan Mahallesi,,,,Kayseri,Develi,Şehit Üsteğmen Hasan Şahan Mahallesi
144,13467011,29 Temmuz 2023,Satılık,175 M2,5-10,13,Kiracı Oturuyor,22 Haziran 2023,Konut,145 M2,3+1,12.Kat,Merkezi Doğalgaz,1650000,Kayseri - Talas - Yenidoğan Mahallesi,,,,Kayseri,Talas,Yenidoğan Mahallesi
145,13467010,18 Temmuz 2023,Satılık,185 M2,4,10,Boş,22 Haziran 2023,Konut,145 M2,3+1,8.Kat,Merkezi (Pay Ölçer),2000000,Kayseri - Talas - Tablakaya Mahallesi,,,,Kayseri,Talas,Tablakaya Mahallesi
146,13467006,22 Haziran 2023,Satılık,155 M2,11-15,15,Boş,22 Haziran 2023,Konut,135 M2,3+1,5.Kat,Merkezi Doğalgaz,1320000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
147,13466969,22 Haziran 2023,Satılık,185 M2,5-10,12,Kiracı Oturuyor,22 Haziran 2023,Konut,160 M2,3+1,3.Kat,Kombi Doğalgaz,1920000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
148,13465573,28 Temmuz 2023,Satılık,161 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,22 Haziran 2023,Konut,100 M2,5+2,Düz Giriş,Sobalı,2500000,Kayseri - Talas - Harman Mahallesi,,,,Kayseri,Talas,Harman Mahallesi
149,13438442,18 Haziran 2023,Satılık,310 M2,11-15,4,Boş,18 Haziran 2023,Konut,260 M2,6+2,Bahçe Katı,Kombi Doğalgaz,6150000,Kayseri - Talas - Harman Mahallesi,Krediye Uygun Değil,,,Kayseri,Talas,Harman Mahallesi
150,13438438,18 Haziran 2023,Satılık,3.015 M2,11-15,3,Mülk Sahibi Oturuyor,18 Haziran 2023,Konut,3.014 M2,9+ Oda,Bahçe Katı,Kombi Doğalgaz,10950000,Kayseri - Hacılar - Beğendik Mahallesi,,,,Kayseri,Hacılar,Beğendik Mahallesi
151,13438437,20 Temmuz 2023,Satılık,175 M2,0 (Yeni),12,Boş,18 Haziran 2023,Konut,138 M2,3+1,6.Kat,Merkezi (Pay Ölçer),3200000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
152,13435138,17 Haziran 2023,Satılık,175 M2,5-10,14,Boş,17 Haziran 2023,Konut,150 M2,3+1,9.Kat,Merkezi Doğalgaz,1950000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
153,13434785,17 Haziran 2023,Satılık,1.237 M2,11-15,2,Boş,17 Haziran 2023,Konut,1.235 M2,3+1,Bahçe Dublex,Sobalı,9500000,Kayseri - Talas - Yukarı Mahallesi,Krediye Uygun Değil,,,Kayseri,Talas,Yukarı Mahallesi
154,13433243,24 Temmuz 2023,Satılık,100 M2,21 Ve Üzeri,3,Kiracı Oturuyor,17 Haziran 2023,Konut,80 M2,2+1,2.Kat,Sobalı,500000,Kayseri - Develi - Harman Mahallesi,,,,Kayseri,Develi,Harman Mahallesi
155,13430390,16 Haziran 2023,Satılık,175 M2,5-10,14,Boş,16 Haziran 2023,Konut,155 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1525000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
156,13429438,16 Haziran 2023,Satılık,200 M2,11-15,14,Kiracı Oturuyor,16 Haziran 2023,Konut,160 M2,4+1,11.Kat,Merkezi Doğalgaz,2300000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
157,13429366,16 Haziran 2023,Satılık,360 M2,0 (Yeni),3,Boş,16 Haziran 2023,Konut,320 M2,7+1,Düz Giriş,Kombi Doğalgaz,9500000,Kayseri - Talas - Yukarı Mahallesi,,,,Kayseri,Talas,Yukarı Mahallesi
158,13427377,19 Haziran 2023,Satılık,185 M2,5-10,4,Kiracı Oturuyor,16 Haziran 2023,Konut,145 M2,4+1,1.Kat,Kombi Doğalgaz,1700000,Kayseri - Hacılar - Akdam Mahallesi,,,,Kayseri,Hacılar,Akdam Mahallesi
159,13423790,18 Temmuz 2023,Satılık,187 M2,11-15,14,Kiracı Oturuyor,16 Haziran 2023,Konut,145 M2,3+1,9.Kat,Merkezi (Pay Ölçer),1965000,Kayseri - Talas - Bahçelievler Mahallesi,,,,Kayseri,Talas,Bahçelievler Mahallesi
160,13421472,20 Temmuz 2023,Satılık,175 M2,2,14,Boş,15 Haziran 2023,Konut,150 M2,3+1,13.Kat,Merkezi (Pay Ölçer),2200000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
161,13419205,15 Haziran 2023,Satılık,488 M2,0 (Yeni),2,Boş,15 Haziran 2023,Konut,411 M2,3+0,Düz Giriş,Sobalı,750000,Kayseri - Bünyan - İbrahimbey Mahallesi,,,,Kayseri,Bünyan,İbrahimbey Mahallesi
162,13419199,15 Haziran 2023,Satılık,90 M2,4,14,Kiracı Oturuyor,15 Haziran 2023,Konut,65 M2,3+1,7.Kat,Merkezi (Pay Ölçer),825000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
163,13419196,07 Temmuz 2023,Satılık,130 M2,21 Ve Üzeri,4,Kiracı Oturuyor,15 Haziran 2023,Konut,110 M2,3+1,1.Kat,Kombi Doğalgaz,1050000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
164,13417168,15 Haziran 2023,Satılık,125 M2,2,3,Kiracı Oturuyor,15 Haziran 2023,Konut,100 M2,2+1,Yüksek Giriş,Merkezi Doğalgaz,1390000,Kayseri - Talas - Bahçelievler Mahallesi,,,,Kayseri,Talas,Bahçelievler Mahallesi
165,13417164,15 Haziran 2023,Satılık,187 M2,5-10,14,Mülk Sahibi Oturuyor,15 Haziran 2023,Konut,155 M2,3+1,3.Kat,Merkezi Doğalgaz,2599000,Kayseri - Talas - Yenidoğan Mahallesi,,,,Kayseri,Talas,Yenidoğan Mahallesi
166,13417163,15 Haziran 2023,Satılık,95 M2,1,6,Kiracı Oturuyor,15 Haziran 2023,Konut,78 M2,2+1,3.Kat,Kombi Doğalgaz,1285000,Kayseri - Talas - Tablakaya Mahallesi,,,,Kayseri,Talas,Tablakaya Mahallesi
167,13417007,26 Temmuz 2023,Satılık,220 M2,11-15,13,Mülk Sahibi Oturuyor,15 Haziran 2023,Konut,200 M2,4+1,Yüksek Giriş,Merkezi (Pay Ölçer),1990000,Kayseri - Talas - Yenidoğan Mahallesi,,,,Kayseri,Talas,Yenidoğan Mahallesi
168,13415061,17 Temmuz 2023,Satılık,220 M2,0 (Yeni),2,Boş,14 Haziran 2023,Konut,200 M2,3.5+1,Villa Tipi,Isıtma Yok,4000000,Kayseri - Hacılar - Akyazı Mahallesi,,,,Kayseri,Hacılar,Akyazı Mahallesi
169,13413779,28 Temmuz 2023,Satılık,340 M2,21 Ve Üzeri,2,Boş,14 Haziran 2023,Konut,170 M2,7+1,Müstakil.Kat,Sobalı,4900000,Kayseri - Talas - Kiçiköy Mahallesi,,,,Kayseri,Talas,Kiçiköy Mahallesi
170,13413119,21 Temmuz 2023,Satılık,160 M2,0 (Yeni),11,Boş,14 Haziran 2023,Konut,135 M2,3+1,9.Kat,Merkezi (Pay Ölçer),2400000,Kayseri - Talas - Bahçelievler Mahallesi,,,,Kayseri,Talas,Bahçelievler Mahallesi
171,13412124,14 Haziran 2023,Satılık,140 M2,0 (Yeni),5,Boş,14 Haziran 2023,Konut,115 M2,3+1,2.Kat,Kombi Doğalgaz,1350000,Kayseri - Develi - Harman Mahallesi,,,,Kayseri,Develi,Harman Mahallesi
172,13409721,20 Temmuz 2023,Satılık,145 M2,0 (Yeni),14,Boş,14 Haziran 2023,Konut,105 M2,3+1,2.Kat,Merkezi Doğalgaz,345000,Kayseri - Talas - Mevlana Mahallesi,Krediye Uygun Değil,,,Kayseri,Talas,Mevlana Mahallesi
173,13405041,13 Haziran 2023,Satılık,310 M2,11-15,3,Boş,13 Haziran 2023,Konut,260 M2,6+2,Bahçe Dublex,Merkezi Doğalgaz,6150000,Kayseri - Talas - Harman Mahallesi,Krediye Uygun Değil,,,Kayseri,Talas,Harman Mahallesi
174,13403907,19 Temmuz 2023,Satılık,155 M2,5-10,14,Boş,12 Haziran 2023,Konut,125 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1585000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
175,13401840,13 Haziran 2023,Satılık,220 M2,11-15,5,Boş,12 Haziran 2023,Konut,200 M2,4+2,5.Kat,Kombi Doğalgaz,3250000,Kayseri - Talas - Kiçiköy Mahallesi,,,,Kayseri,Talas,Kiçiköy Mahallesi
176,13401577,12 Haziran 2023,Satılık,170 M2,3,14,Boş,12 Haziran 2023,Konut,135 M2,3+1,13.Kat,Merkezi (Pay Ölçer),2300000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
177,13399454,12 Haziran 2023,Satılık,175 M2,5-10,14,Boş,12 Haziran 2023,Konut,155 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1525000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
178,13396612,22 Haziran 2023,Satılık,120 M2,2,14,Boş,11 Haziran 2023,Konut,100 M2,2+1,12.Kat,Merkezi (Pay Ölçer),1410000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
179,13395786,12 Haziran 2023,Satılık,175 M2,4,14,Mülk Sahibi Oturuyor,11 Haziran 2023,Konut,140 M2,3+1,8.Kat,Merkezi (Pay Ölçer),2070000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
180,13394411,12 Haziran 2023,Satılık,175 M2,4,14,Boş,11 Haziran 2023,Konut,150 M2,3+1,10.Kat,Merkezi (Pay Ölçer),1950000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
181,13394078,12 Haziran 2023,Satılık,180 M2,0 (Yeni),14,Boş,10 Haziran 2023,Konut,126 M2,3+1,13.Kat,Merkezi (Pay Ölçer),3499000,Kayseri - Talas - Mevlana Mahallesi,Krediye Uygun Değil,,,Kayseri,Talas,Mevlana Mahallesi
182,13383812,28 Temmuz 2023,Satılık,155 M2,4,14,Mülk Sahibi Oturuyor,09 Haziran 2023,Konut,130 M2,3+1,12.Kat,Merkezi (Pay Ölçer),1565000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
183,13383731,21 Haziran 2023,Satılık,155 M2,4,14,Boş,09 Haziran 2023,Konut,130 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1435000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
184,13382348,09 Haziran 2023,Satılık,175 M2,4,14,Boş,09 Haziran 2023,Konut,140 M2,3+1,6.Kat,Merkezi (Pay Ölçer),1540000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
185,13382278,09 Haziran 2023,Satılık,175 M2,11-15,15,Kiracı Oturuyor,09 Haziran 2023,Konut,140 M2,3+1,11.Kat,Merkezi Doğalgaz,1385000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
186,13379378,16 Haziran 2023,Satılık,120 M2,0 (Yeni),10,Boş,08 Haziran 2023,Konut,100 M2,2+1,5.Kat,Merkezi (Pay Ölçer),265000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
187,13378990,08 Haziran 2023,Satılık,185 M2,5-10,4,Kiracı Oturuyor,08 Haziran 2023,Konut,145 M2,3.5+1,1.Kat,Kombi Doğalgaz,1700000,Kayseri - Hacılar - Akdam Mahallesi,,,,Kayseri,Hacılar,Akdam Mahallesi
188,13374215,07 Haziran 2023,Satılık,175 M2,4,2,Mülk Sahibi Oturuyor,07 Haziran 2023,Konut,150 M2,3+1,Bahçe Dublex,Kombi Doğalgaz,2500000,Kayseri - Develi - Zile Mahallesi,,,,Kayseri,Develi,Zile Mahallesi
189,13372586,17 Haziran 2023,Satılık,155 M2,3,14,Boş,07 Haziran 2023,Konut,115 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1350000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
190,13372315,05 Temmuz 2023,Satılık,180 M2,5-10,15,Kiracı Oturuyor,07 Haziran 2023,Konut,175 M2,3+1,13.Kat,Kombi Doğalgaz,1800000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
191,13372063,07 Temmuz 2023,Satılık,140 M2,0 (Yeni),4,Boş,07 Haziran 2023,Konut,120 M2,3+1,1.Kat,Kombi Doğalgaz,1350000,Kayseri - Develi - Bahçelievler Mahallesi,,,,Kayseri,Develi,Bahçelievler Mahallesi
192,13371683,07 Haziran 2023,Satılık,175 M2,11-15,13,Kiracı Oturuyor,07 Haziran 2023,Konut,135 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1665000,Kayseri - Talas - Yenidoğan Mahallesi,,,,Kayseri,Talas,Yenidoğan Mahallesi
193,13371157,07 Haziran 2023,Satılık,135 M2,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,07 Haziran 2023,Konut,120 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,880000,Kayseri - Develi - Yeni Mahallesi,Bilinmiyor,,,Kayseri,Develi,Yeni Mahallesi
194,13370626,10 Haziran 2023,Satılık,155 M2,4,14,Boş,07 Haziran 2023,Konut,125 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1350000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
195,13367885,06 Haziran 2023,Satılık,210 M2,5-10,14,Kiracı Oturuyor,06 Haziran 2023,Konut,175 M2,3+1,2.Kat,Merkezi Doğalgaz,2145000,Kayseri - Talas - Bahçelievler Mahallesi,,,,Kayseri,Talas,Bahçelievler Mahallesi
196,13367531,06 Haziran 2023,Satılık,155 M2,5-10,14,Mülk Sahibi Oturuyor,06 Haziran 2023,Konut,135 M2,3+1,11.Kat,Merkezi Doğalgaz,1400000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
197,13367530,06 Haziran 2023,Satılık,125 M2,0 (Yeni),5,Boş,06 Haziran 2023,Konut,110 M2,3+0,1.Kat,Merkezi (Pay Ölçer),1445000,Kayseri - Talas - Bahçelievler Mahallesi,,,,Kayseri,Talas,Bahçelievler Mahallesi
198,13365870,06 Haziran 2023,Satılık,215 M2,0 (Yeni),2,Boş,06 Haziran 2023,Konut,150 M2,4+1,Düz Giriş,Kombi Doğalgaz,4150000,Kayseri - Hacılar - Beğendik Mahallesi,,,,Kayseri,Hacılar,Beğendik Mahallesi
199,13365696,06 Haziran 2023,Satılık,165 M2,11-15,14,Kiracı Oturuyor,06 Haziran 2023,Konut,125 M2,3+1,11.Kat,Merkezi Doğalgaz,1135000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
200,13362685,17 Temmuz 2023,Satılık,155 M2,5-10,14,Kiracı Oturuyor,06 Haziran 2023,Konut,135 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1675000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
201,13361850,10 Temmuz 2023,Satılık,100 M2,3,5,Boş,05 Haziran 2023,Konut,85 M2,3+1,2.Kat,Merkezi (Pay Ölçer),885000,Kayseri - İncesu - Karakoyunlu Mahallesi,,,,Kayseri,İncesu,Karakoyunlu Mahallesi
202,13361846,05 Haziran 2023,Satılık,110 M2,0 (Yeni),2,Boş,05 Haziran 2023,Konut,90 M2,2+1,1.Kat,Kombi Doğalgaz,1375000,Kayseri - Talas - Kiçiköy Mahallesi,,,,Kayseri,Talas,Kiçiköy Mahallesi
203,13361461,05 Haziran 2023,Satılık,170 M2,4,14,Mülk Sahibi Oturuyor,05 Haziran 2023,Konut,135 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1449000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
204,13354950,26 Temmuz 2023,Satılık,420 M2,11-15,3,Mülk Sahibi Oturuyor,05 Haziran 2023,Konut,370 M2,6+1,Düz Giriş,Kombi Doğalgaz,17900000,Kayseri - Talas - Harman Mahallesi,,,,Kayseri,Talas,Harman Mahallesi
205,13354361,07 Haziran 2023,Satılık,175 M2,11-15,13,Kiracı Oturuyor,04 Haziran 2023,Konut,135 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1665000,Kayseri - Talas - Yenidoğan Mahallesi,,,,Kayseri,Talas,Yenidoğan Mahallesi
206,13354026,04 Haziran 2023,Satılık,115 M2,21 Ve Üzeri,2,Boş,04 Haziran 2023,Konut,110 M2,3+1,2.Kat,Kombi Doğalgaz,1200000,Kayseri - Develi - Aşağıeverek Mahallesi,,,,Kayseri,Develi,Aşağıeverek Mahallesi
207,13351871,29 Temmuz 2023,Satılık,155 M2,0 (Yeni),11,Boş,04 Haziran 2023,Konut,115 M2,3+1,9.Kat,Merkezi (Pay Ölçer),2400000,Kayseri - Talas - Bahçelievler Mahallesi,,,,Kayseri,Talas,Bahçelievler Mahallesi
208,13351472,12 Haziran 2023,Satılık,80 M2,5-10,8,Boş,04 Haziran 2023,Konut,65 M2,1+1,5.Kat,Merkezi Doğalgaz,875000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
209,13351456,18 Temmuz 2023,Satılık,230 M2,5-10,12,Mülk Sahibi Oturuyor,04 Haziran 2023,Konut,210 M2,4+1,Yüksek Giriş,Merkezi (Pay Ölçer),2090000,Kayseri - Talas - Yenidoğan Mahallesi,,,,Kayseri,Talas,Yenidoğan Mahallesi
210,13349305,12 Temmuz 2023,Satılık,135 M2,16-20,15,Kiracı Oturuyor,03 Haziran 2023,Konut,100 M2,3+1,2.Kat,Merkezi Doğalgaz,1200000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
211,13349055,03 Haziran 2023,Satılık,90 M2,0 (Yeni),4,Boş,03 Haziran 2023,Konut,70 M2,2+1,1.Kat,Kombi Doğalgaz,950000,Kayseri - Develi - Harman Mahallesi,,,,Kayseri,Develi,Harman Mahallesi
212,13348311,03 Haziran 2023,Satılık,140 M2,0 (Yeni),6,Boş,03 Haziran 2023,Konut,118 M2,3+1,5.Kat,Kombi Doğalgaz,2250000,Kayseri - Develi - Yeni Mahallesi,,,,Kayseri,Develi,Yeni Mahallesi
213,13348221,15 Haziran 2023,Satılık,600 M2,5-10,3,Boş,03 Haziran 2023,Konut,440 M2,5+1,Villa Tipi,Kombi Doğalgaz,10500000,Kayseri - Talas - Yukarı Mahallesi,Krediye Uygun Değil,,,Kayseri,Talas,Yukarı Mahallesi
214,13348207,03 Haziran 2023,Satılık,110 M2,0 (Yeni),5,Boş,03 Haziran 2023,Konut,85 M2,2+1,1.Kat,Kombi Doğalgaz,1250000,Kayseri - Develi - Yeni Mahallesi,,,,Kayseri,Develi,Yeni Mahallesi
215,13347587,12 Haziran 2023,Satılık,175 M2,5-10,14,Boş,03 Haziran 2023,Konut,130 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1600000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
216,13347204,26 Temmuz 2023,Satılık,175 M2,11-15,10,Mülk Sahibi Oturuyor,03 Haziran 2023,Konut,140 M2,3+1,3.Kat,Kombi Doğalgaz,1599000,Kayseri - Talas - Yenidoğan Mahallesi,,,,Kayseri,Talas,Yenidoğan Mahallesi
217,13347196,26 Temmuz 2023,Satılık,190 M2,5-10,14,Boş,03 Haziran 2023,Konut,145 M2,4+1,7.Kat,Merkezi (Pay Ölçer),1670000,Kayseri - Talas - Yenidoğan Mahallesi,Krediye Uygun Değil,,,Kayseri,Talas,Yenidoğan Mahallesi
218,13346095,13 Temmuz 2023,Satılık,500 M2,1,1,Mülk Sahibi Oturuyor,03 Haziran 2023,Konut,100 M2,2.5+1,Villa Tipi,Kat Kaloriferi,4250000,Kayseri - Hacılar - Yediağaç Mahallesi,,,,Kayseri,Hacılar,Yediağaç Mahallesi
219,13344514,05 Haziran 2023,Satılık,135 M2,5-10,7,Mülk Sahibi Oturuyor,02 Haziran 2023,Konut,129 M2,3+1,Düz Giriş,Kombi Doğalgaz,1019000,Kayseri - Develi - Aşık Seyrani Mahallesi,Bilinmiyor,,,Kayseri,Develi,Aşık Seyrani Mahallesi
220,13339956,02 Haziran 2023,Satılık,180 M2,3,13,Boş,02 Haziran 2023,Konut,140 M2,3+1,13.Kat,Merkezi (Pay Ölçer),2530000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
221,13339824,02 Haziran 2023,Satılık,175 M2,5-10,14,Kiracı Oturuyor,02 Haziran 2023,Konut,135 M2,3+1,10.Kat,Merkezi Doğalgaz,1430000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
222,13337220,01 Haziran 2023,Satılık,120 M2,4,7,Boş,01 Haziran 2023,Konut,90 M2,2+1,6.Kat,Kombi Doğalgaz,1219000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
223,13335442,29 Temmuz 2023,Satılık,50 M2,5-10,14,Kiracı Oturuyor,01 Haziran 2023,Konut,40 M2,1+1,12.Kat,Merkezi (Pay Ölçer),925000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
224,13335404,12 Temmuz 2023,Satılık,125 M2,5-10,14,Boş,01 Haziran 2023,Konut,100 M2,2.5+1,8.Kat,Merkezi (Pay Ölçer),1490000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
225,13327010,31 Mayıs 2023,Satılık,135 M2,21 Ve Üzeri,15,Kiracı Oturuyor,31 Mayıs 2023,Konut,120 M2,3+1,14.Kat,Merkezi Doğalgaz,1300000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
226,13317373,30 Mayıs 2023,Satılık,190 M2,5-10,5,Boş,29 Mayıs 2023,Konut,160 M2,3.5+1,2.Kat,Kombi Doğalgaz,1870000,Kayseri - Talas - Bahçelievler Mahallesi,,,,Kayseri,Talas,Bahçelievler Mahallesi
227,13317070,29 Mayıs 2023,Satılık,250 M2,5-10,10,Mülk Sahibi Oturuyor,29 Mayıs 2023,Konut,230 M2,4+1,5.Kat,Merkezi Doğalgaz,2940000,Kayseri - Talas - Bahçelievler Mahallesi,,,,Kayseri,Talas,Bahçelievler Mahallesi
228,13317069,29 Mayıs 2023,Satılık,135 M2,11-15,15,Kiracı Oturuyor,29 Mayıs 2023,Konut,118 M2,3+1,9.Kat,Merkezi Doğalgaz,1400000,Kayseri - Talas - Mevlana Mahallesi,,,,Kayseri,Talas,Mevlana Mahallesi
229,13317067,29 Mayıs 2023,Satılık,246 M2,11-15,14,Mülk Sahibi Oturuyor,29 Mayıs 2023,Konut,210 M2,4+1,13.Kat,Kombi Doğalgaz,4000000,Kayseri - Talas - Bahçelievler Mahallesi,,,,Kayseri,Talas,Bahçelievler Mahallesi
230,13316865,26 Temmuz 2023,Satılık,135 M2,11-15,15,Boş,29 Mayıs 2023,Konut,110 M2,3+1,9.Kat,Merkezi Doğalgaz,1175000,Kayseri - Talas - Mevlana Mahallesi,Krediye Uygun Değil,,,Kayseri,Talas,Mevlana Mahallesi
231,13312048,29 Mayıs 2023,Satılık,150 M2,16-20,4,Boş,29 Mayıs 2023,Konut,120 M2,3+1,4.Kat,Kombi Doğalgaz,1200000,Kayseri - İncesu - Karamustafapaşa Mahallesi,Krediye Uygun Değil,,,Kayseri,İncesu,Karamustafapaşa Mahallesi
232,13311108,15 Haziran 2023,Satılık,65 M2,5-10,4,Kiracı Oturuyor,29 Mayıs 2023,Konut,55 M2,1+1,2.Kat,Merkezi Doğalgaz,780000,Kayseri - Talas - Kiçiköy Mahallesi,,,,Kayseri,Talas,Kiçiköy Mahallesi
233,13310232,31 Mayıs 2023,Satılık,175 M2,0 (Yeni),6,Boş,29 Mayıs 2023,Konut,138 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1720000,Kayseri - İncesu - Gönenkent Mahallesi,,,,Kayseri,İncesu,Gönenkent Mahallesi
234,13310102,11 Temmuz 2023,Satılık,175 M2,16-20,5,Kiracı Oturuyor,29 Mayıs 2023,Konut,145 M2,3+1,4.Kat,Kombi Doğalgaz,2750000,Kayseri - Talas - Bahçelievler Mahallesi,,,,Kayseri,Talas,Bahçelievler Mahallesi
235,13306508,04 Temmuz 2023,Satılık,523 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,28 Mayıs 2023,Konut,400 M2,2+1,Düz Giriş,Sobalı,985000,Kayseri - İncesu - Süksün Hürriyet Mahallesi,Bilinmiyor,,,Kayseri,İncesu,Süksün Hürriyet Mahallesi
