Unnamed: 0,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Krediye Uygunluk,Yatırıma Uygunluk,Yapı Durumu,Şehir,İlçe,Mahalle
438,13438440,04 Temmuz 2023,Satılık,450 M2,5-10,4,Boş,18 Haziran 2023,Konut,380 M2,9+ Oda,Bahçe Katı,Kombi Doğalgaz,16900000,Kayseri - Melikgazi - Gesi Mahallesi,,,,Kayseri,Melikgazi,Gesi Mahallesi
439,13437153,29 Temmuz 2023,Satılık,175 M2,5-10,13,Mülk Sahibi Oturuyor,18 Haziran 2023,Konut,150 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1535000,Kayseri - Melikgazi - Tacettin Veli Mahallesi,,,,Kayseri,Melikgazi,Tacettin Veli Mahallesi
440,13434471,10 Temmuz 2023,Satılık,100 M2,4,6,Boş,17 Haziran 2023,Konut,85 M2,2+1,4.Kat,Merkezi (Pay Ölçer),1250000,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,,Kayseri,Melikgazi,Bahçelievler Mahallesi
441,13434359,08 Temmuz 2023,Satılık,175 M2,0 (Yeni),7,Boş,17 Haziran 2023,Konut,145 M2,3+1,6.Kat,Merkezi Doğalgaz,1850000,Kayseri - Kocasinan - Uğurevler Mahallesi,,,,Kayseri,Kocasinan,Uğurevler Mahallesi
442,13433808,26 Temmuz 2023,Satılık,175 M2,0 (Yeni),11,Boş,17 Haziran 2023,Konut,140 M2,3+1,10.Kat,Merkezi Doğalgaz,1575000,Kayseri - Melikgazi - Esentepe Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Esentepe Mahallesi
443,13433321,26 Temmuz 2023,Satılık,175 M2,5-10,14,Mülk Sahibi Oturuyor,17 Haziran 2023,Konut,145 M2,3+1,6.Kat,Merkezi Doğalgaz,1900000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Bahçelievler Mahallesi
444,13433306,27 Temmuz 2023,Satılık,132 M2,11-15,9,Boş,17 Haziran 2023,Konut,116 M2,3+1,9.Kat,Kombi Doğalgaz,1150000,Kayseri - Melikgazi - Demokrasi Mahallesi,,,,Kayseri,Melikgazi,Demokrasi Mahallesi
445,13433303,27 Temmuz 2023,Satılık,145 M2,0 (Yeni),12,Boş,17 Haziran 2023,Konut,125 M2,3+1,6.Kat,Merkezi (Pay Ölçer),415000,Kayseri - Kocasinan - Ahi Evran Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Ahi Evran Mahallesi
446,13433301,27 Temmuz 2023,Satılık,100 M2,0 (Yeni),12,Boş,17 Haziran 2023,Konut,95 M2,2+1,5.Kat,Merkezi Doğalgaz,300000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
447,13433298,27 Temmuz 2023,Satılık,375 M2,21 Ve Üzeri,2,Boş,17 Haziran 2023,Konut,300 M2,3+1,Bahçe Katı,Sobalı,1600000,Kayseri - Melikgazi - Hürriyet Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Hürriyet Mahallesi
448,13431761,17 Haziran 2023,Satılık,400 M2,0 (Yeni),3,Boş,17 Haziran 2023,Konut,350 M2,3+1,Düz Giriş,Kombi Doğalgaz,22500000,Kayseri - Melikgazi - Becen Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Becen Mahallesi
449,13429534,19 Haziran 2023,Satılık,130 M2,0 (Yeni),14,Boş,16 Haziran 2023,Konut,118 M2,3+1,5.Kat,Merkezi Doğalgaz,205000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
450,13429376,16 Haziran 2023,Satılık,280 M2,0 (Yeni),3,Boş,16 Haziran 2023,Konut,260 M2,5+1,Düz Giriş,Kombi Doğalgaz,14500000,Kayseri - Melikgazi - Erenköy Mahallesi,,,,Kayseri,Melikgazi,Erenköy Mahallesi
451,13429367,16 Haziran 2023,Satılık,245 M2,0 (Yeni),3,Boş,16 Haziran 2023,Konut,216 M2,5+1,Düz Giriş,Kombi Doğalgaz,5750000,Kayseri - Melikgazi - Gesi Mahallesi,,,,Kayseri,Melikgazi,Gesi Mahallesi
452,13429361,22 Haziran 2023,Satılık,175 M2,1,11,Kiracı Oturuyor,16 Haziran 2023,Konut,140 M2,3+1,1.Kat,Merkezi (Pay Ölçer),3490000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
453,13429360,16 Haziran 2023,Satılık,300 M2,0 (Yeni),3,Boş,16 Haziran 2023,Konut,280 M2,7+1,Düz Giriş,Yerden Isıtma,18500000,Kayseri - Melikgazi - Erenköy Mahallesi,,,,Kayseri,Melikgazi,Erenköy Mahallesi
454,13428240,27 Temmuz 2023,Satılık,125 M2,0 (Yeni),9,Boş,16 Haziran 2023,Konut,110 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1675000,Kayseri - Kocasinan - Şeker Mahallesi,,,,Kayseri,Kocasinan,Şeker Mahallesi
455,13428176,22 Haziran 2023,Satılık,85 M2,16-20,3,Boş,16 Haziran 2023,Konut,55 M2,1+1,Düz Giriş,Kombi Doğalgaz,675000,Kayseri - Melikgazi - Demokrasi Mahallesi,,,,Kayseri,Melikgazi,Demokrasi Mahallesi
456,13428000,26 Temmuz 2023,Satılık,160 M2,21 Ve Üzeri,8,Boş,16 Haziran 2023,Konut,135 M2,3+1,1.Kat,Merkezi Doğalgaz,1449000,Kayseri - Kocasinan - Sahabiye Mahallesi,,,,Kayseri,Kocasinan,Sahabiye Mahallesi
457,13427752,16 Haziran 2023,Satılık,160 M2,21 Ve Üzeri,8,Boş,16 Haziran 2023,Konut,135 M2,3+1,1.Kat,Merkezi Doğalgaz,1149000,Kayseri - Kocasinan - Sahabiye Mahallesi,,,,Kayseri,Kocasinan,Sahabiye Mahallesi
458,13426085,28 Temmuz 2023,Satılık,140 M2,21 Ve Üzeri,3,Boş,16 Haziran 2023,Konut,120 M2,2+1,2.Kat,Kombi Doğalgaz,920000,Kayseri - Kocasinan - Mimarsinan Mahallesi,,,,Kayseri,Kocasinan,Mimarsinan Mahallesi
459,13425300,15 Temmuz 2023,Satılık,280 M2,21 Ve Üzeri,10,Boş,16 Haziran 2023,Konut,240 M2,4+1,6.Kat,Merkezi (Pay Ölçer),4350000,Kayseri - Melikgazi - Alpaslan Mahallesi,,,,Kayseri,Melikgazi,Alpaslan Mahallesi
460,13425124,16 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,16 Haziran 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9100000,Kayseri - Melikgazi - Becen Mahallesi,,,,Kayseri,Melikgazi,Becen Mahallesi
461,13424091,16 Haziran 2023,Satılık,205 M2,0 (Yeni),14,Boş,16 Haziran 2023,Konut,175 M2,4+1,3.Kat,Merkezi (Pay Ölçer),2350000,Kayseri - Kocasinan - Saray Bosna Mahallesi,,,,Kayseri,Kocasinan,Saray Bosna Mahallesi
462,13423784,16 Haziran 2023,Satılık,190 M2,0 (Yeni),12,Boş,16 Haziran 2023,Konut,175 M2,4+1,5.Kat,Merkezi (Pay Ölçer),3400000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
463,13422780,15 Haziran 2023,Satılık,165 M2,0 (Yeni),9,Boş,15 Haziran 2023,Konut,125 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1675000,Kayseri - Kocasinan - Erkilet Mahallesi,,,,Kayseri,Kocasinan,Erkilet Mahallesi
464,13422507,26 Haziran 2023,Satılık,165 M2,5-10,12,Boş,15 Haziran 2023,Konut,130 M2,3+1,7.Kat,Merkezi Doğalgaz,1570000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
465,13421982,28 Temmuz 2023,Satılık,100 M2,0 (Yeni),10,Boş,15 Haziran 2023,Konut,85 M2,2+1,7.Kat,Merkezi Doğalgaz,300000,Kayseri - Kocasinan - Ahi Evran Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Ahi Evran Mahallesi
466,13421607,15 Haziran 2023,Satılık,160 M2,16-20,11,Boş,15 Haziran 2023,Konut,135 M2,3+1,9.Kat,Merkezi Doğalgaz,1270000,Kayseri - Melikgazi - 19 Mayıs Mahallesi,,,,Kayseri,Melikgazi,19 Mayıs Mahallesi
467,13421473,28 Temmuz 2023,Satılık,270 M2,5-10,5,Boş,15 Haziran 2023,Konut,250 M2,4+1,Villa Tipi,Merkezi Doğalgaz,2350000,Kayseri - Melikgazi - Germir Mahallesi,,,,Kayseri,Melikgazi,Germir Mahallesi
468,13421460,15 Haziran 2023,Satılık,270 M2,5-10,11,Boş,15 Haziran 2023,Konut,220 M2,4.5+1,11.Kat,Merkezi (Pay Ölçer),5250000,Kayseri - Kocasinan - Erciyesevler Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Erciyesevler Mahallesi
469,13419957,21 Temmuz 2023,Satılık,120 M2,1,14,Boş,15 Haziran 2023,Konut,95 M2,2+1,7.Kat,Merkezi Doğalgaz,1450000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
470,13418743,16 Haziran 2023,Satılık,165 M2,5-10,13,Kiracı Oturuyor,15 Haziran 2023,Konut,145 M2,3+1,8.Kat,Merkezi Doğalgaz,1950000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
471,13417028,02 Temmuz 2023,Satılık,155 M2,21 Ve Üzeri,5,Kiracı Oturuyor,15 Haziran 2023,Konut,140 M2,3+1,4.Kat,Kombi Doğalgaz,1400000,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,,,,Kayseri,Kocasinan,Fevzi Çakmak Mahallesi
472,13417020,26 Temmuz 2023,Satılık,290 M2,0 (Yeni),3,Boş,15 Haziran 2023,Konut,289 M2,6+1,Düz Giriş,Kombi Doğalgaz,10500000,Kayseri - Melikgazi - Becen Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Becen Mahallesi
473,13417017,26 Temmuz 2023,Satılık,300 M2,5-10,2,Mülk Sahibi Oturuyor,15 Haziran 2023,Konut,280 M2,4+1,Düz Giriş,Sobalı,12850000,Kayseri - Melikgazi - Eğribucak Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Eğribucak Mahallesi
474,13417011,26 Temmuz 2023,Satılık,95 M2,4,1,Mülk Sahibi Oturuyor,15 Haziran 2023,Konut,80 M2,2+1,Düz Giriş,Sobalı,2250000,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,,,,Kayseri,Melikgazi,Kazımkarabekir Mahallesi
475,13417008,26 Temmuz 2023,Satılık,195 M2,0 (Yeni),12,Boş,15 Haziran 2023,Konut,145 M2,4+1,7.Kat,Merkezi (Pay Ölçer),3700000,Kayseri - Kocasinan - Alsancak Mahallesi,,,,Kayseri,Kocasinan,Alsancak Mahallesi
476,13416475,09 Temmuz 2023,Satılık,250 M2,3,4,Mülk Sahibi Oturuyor,15 Haziran 2023,Konut,210 M2,4+1,Yüksek Giriş,Merkezi Doğalgaz,2200000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
477,13416416,16 Haziran 2023,Satılık,90 M2,3,5,Mülk Sahibi Oturuyor,14 Haziran 2023,Konut,85 M2,2+1,3.Kat,Merkezi Doğalgaz,1010000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
478,13416166,26 Temmuz 2023,Satılık,145 M2,16-20,12,Boş,14 Haziran 2023,Konut,130 M2,3+1,8.Kat,Merkezi Doğalgaz,1300000,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,,Kayseri,Kocasinan,Beyazşehir Mahallesi
479,13415402,29 Temmuz 2023,Satılık,160 M2,11-15,12,Boş,14 Haziran 2023,Konut,130 M2,3+1,7.Kat,Kombi Doğalgaz,1380000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
480,13415374,29 Temmuz 2023,Satılık,128 M2,16-20,9,Kiracı Oturuyor,14 Haziran 2023,Konut,100 M2,3+1,5.Kat,Merkezi Doğalgaz,1300000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
481,13415221,28 Temmuz 2023,Satılık,110 M2,16-20,3,Boş,14 Haziran 2023,Konut,90 M2,2+1,3.Kat,Doğalgaz Sobalı,775000,Kayseri - Melikgazi - Aydınlıkevler Mahallesi,Bilinmiyor,,,Kayseri,Melikgazi,Aydınlıkevler Mahallesi
482,13414906,17 Temmuz 2023,Satılık,200 M2,0 (Yeni),10,Boş,14 Haziran 2023,Konut,185 M2,3+1,9.Kat,Merkezi (Pay Ölçer),2400000,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,,,Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
483,13414783,29 Temmuz 2023,Satılık,165 M2,0 (Yeni),12,Boş,14 Haziran 2023,Konut,129 M2,3+1,6.Kat,Merkezi (Pay Ölçer),2080000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
484,13414490,21 Haziran 2023,Satılık,145 M2,11-15,12,Boş,14 Haziran 2023,Konut,130 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1500000,Kayseri - Melikgazi - Esenyurt Mahallesi,,,,Kayseri,Melikgazi,Esenyurt Mahallesi
485,13414414,14 Haziran 2023,Satılık,175 M2,11-15,13,Boş,14 Haziran 2023,Konut,138 M2,3+1,7.Kat,Merkezi (Pay Ölçer),2300000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
486,13414301,11 Temmuz 2023,Satılık,240 M2,0 (Yeni),2,Boş,14 Haziran 2023,Konut,190 M2,5+1,Villa Tipi,Kombi Doğalgaz,11000000,Kayseri - Melikgazi - Becen Mahallesi,,,,Kayseri,Melikgazi,Becen Mahallesi
487,13414175,14 Temmuz 2023,Satılık,200 M2,3,10,Boş,14 Haziran 2023,Konut,175 M2,4+1,1.Kat,Merkezi (Pay Ölçer),2590000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
488,13413996,08 Temmuz 2023,Satılık,106 M2,0 (Yeni),10,Boş,14 Haziran 2023,Konut,75 M2,2+1,2.Kat,Kat Kaloriferi,1525000,Kayseri - Kocasinan - Sancaktepe Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Sancaktepe Mahallesi
489,13413989,08 Temmuz 2023,Satılık,155 M2,2,15,Kiracı Oturuyor,14 Haziran 2023,Konut,105 M2,3+1,6.Kat,Kat Kaloriferi,1650000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
490,13413970,08 Temmuz 2023,Satılık,170 M2,5-10,15,Boş,14 Haziran 2023,Konut,130 M2,3+1,4.Kat,Kat Kaloriferi,1750000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
491,13413631,17 Temmuz 2023,Satılık,126 M2,2,17,Boş,14 Haziran 2023,Konut,106 M2,2+1,9.Kat,Merkezi (Pay Ölçer),2100000,Kayseri - Kocasinan - Sahabiye Mahallesi,,,,Kayseri,Kocasinan,Sahabiye Mahallesi
492,13413591,14 Haziran 2023,Satılık,170 M2,16-20,10,Kiracı Oturuyor,14 Haziran 2023,Konut,140 M2,3+1,7.Kat,Merkezi Doğalgaz,1500000,Kayseri - Melikgazi - Tacettin Veli Mahallesi,,,,Kayseri,Melikgazi,Tacettin Veli Mahallesi
493,13413136,20 Temmuz 2023,Satılık,165 M2,0 (Yeni),10,Boş,14 Haziran 2023,Konut,145 M2,3+1,2.Kat,Merkezi Doğalgaz,1350000,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Ertuğrul Gazi Mahallesi
494,13413132,20 Temmuz 2023,Satılık,130 M2,0 (Yeni),12,Boş,14 Haziran 2023,Konut,120 M2,3+1,4.Kat,Merkezi Doğalgaz,305000,Kayseri - Melikgazi - Tavlusun Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Tavlusun Mahallesi
495,13413106,29 Temmuz 2023,Satılık,230 M2,0 (Yeni),12,Boş,14 Haziran 2023,Konut,120 M2,3+1,4.Kat,Merkezi Doğalgaz,375000,Kayseri - Kocasinan - Yavuz Selim Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Yavuz Selim Mahallesi
496,13413066,29 Temmuz 2023,Satılık,130 M2,0 (Yeni),12,Boş,14 Haziran 2023,Konut,120 M2,3+1,5.Kat,Merkezi Doğalgaz,375000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
497,13413051,07 Temmuz 2023,Satılık,175 M2,0 (Yeni),13,Boş,14 Haziran 2023,Konut,128 M2,3+1,3.Kat,Merkezi (Pay Ölçer),2200000,Kayseri - Kocasinan - Osmangazi Mahallesi,,,,Kayseri,Kocasinan,Osmangazi Mahallesi
498,13413024,20 Temmuz 2023,Satılık,125 M2,0 (Yeni),12,Boş,14 Haziran 2023,Konut,110 M2,2+1,4.Kat,Merkezi Doğalgaz,260000,Kayseri - Melikgazi - Tavlusun Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Tavlusun Mahallesi
499,13412989,29 Temmuz 2023,Satılık,120 M2,0 (Yeni),12,Boş,14 Haziran 2023,Konut,110 M2,2+1,4.Kat,Merkezi Doğalgaz,276000,Kayseri - Kocasinan - Yavuz Selim Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Yavuz Selim Mahallesi
500,13412956,20 Temmuz 2023,Satılık,120 M2,0 (Yeni),12,Boş,14 Haziran 2023,Konut,100 M2,2+1,6.Kat,Merkezi Doğalgaz,275000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Bilinmiyor,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
501,13412932,14 Haziran 2023,Satılık,135 M2,0 (Yeni),14,Boş,14 Haziran 2023,Konut,112 M2,3+1,4.Kat,Merkezi Doğalgaz,395000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
502,13411709,16 Haziran 2023,Satılık,210 M2,5-10,5,Mülk Sahibi Oturuyor,14 Haziran 2023,Konut,190 M2,4+1,1.Kat,Kombi Doğalgaz,2150000,Kayseri - Kocasinan - Mithatpaşa Mahallesi,,,,Kayseri,Kocasinan,Mithatpaşa Mahallesi
503,13411586,18 Temmuz 2023,Satılık,175 M2,0 (Yeni),7,Boş,14 Haziran 2023,Konut,135 M2,3.5+1,4.Kat,Merkezi (Pay Ölçer),1840000,Kayseri - Melikgazi - Altınoluk Mahallesi,,,,Kayseri,Melikgazi,Altınoluk Mahallesi
504,13409570,14 Temmuz 2023,Satılık,155 M2,21 Ve Üzeri,9,Kiracı Oturuyor,13 Haziran 2023,Konut,130 M2,3+1,Yüksek Giriş,Merkezi Doğalgaz,1000000,Kayseri - Melikgazi - Kocatepe Mahallesi,,,,Kayseri,Melikgazi,Kocatepe Mahallesi
505,13409375,28 Temmuz 2023,Satılık,165 M2,5-10,13,Kiracı Oturuyor,13 Haziran 2023,Konut,135 M2,3+1,8.Kat,Merkezi Doğalgaz,1475000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
506,13406491,14 Haziran 2023,Satılık,170 M2,16-20,4,Mülk Sahibi Oturuyor,13 Haziran 2023,Konut,150 M2,3+1,2.Kat,Kombi Doğalgaz,1179000,Kayseri - Kocasinan - Barbaros Mahallesi,,,,Kayseri,Kocasinan,Barbaros Mahallesi
507,13405818,13 Haziran 2023,Satılık,165 M2,1,9,Boş,13 Haziran 2023,Konut,135 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1470000,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,,Kayseri,Melikgazi,Bahçelievler Mahallesi
508,13405816,13 Haziran 2023,Satılık,175 M2,4,13,Mülk Sahibi Oturuyor,13 Haziran 2023,Konut,155 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1999000,Kayseri - Melikgazi - Sakarya Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Sakarya Mahallesi
509,13405801,27 Temmuz 2023,Satılık,95 M2,11-15,7,Boş,13 Haziran 2023,Konut,80 M2,3+1,6.Kat,Kombi Doğalgaz,845000,Kayseri - Kocasinan - Şeker Mahallesi,,,,Kayseri,Kocasinan,Şeker Mahallesi
510,13405791,16 Haziran 2023,Satılık,340 M2,5-10,2,Mülk Sahibi Oturuyor,13 Haziran 2023,Konut,120 M2,3+1,Bahçe Katı,Merkezi Doğalgaz,1970000,Kayseri - Melikgazi - Battalgazi Mahallesi,,,,Kayseri,Melikgazi,Battalgazi Mahallesi
511,13405763,13 Haziran 2023,Satılık,135 M2,5-10,3,Boş,13 Haziran 2023,Konut,110 M2,2+1,Bahçe Dublex,Merkezi Doğalgaz,3250000,Kayseri - Melikgazi - Danişmend Gazi Mahallesi,,,,Kayseri,Melikgazi,Danişmend Gazi Mahallesi
512,13405698,13 Haziran 2023,Satılık,105 M2,0 (Yeni),14,Boş,13 Haziran 2023,Konut,90 M2,2+1,5.Kat,Merkezi Doğalgaz,290000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
513,13405641,13 Haziran 2023,Satılık,100 M2,0 (Yeni),10,Boş,13 Haziran 2023,Konut,85 M2,2+1,1.Kat,Merkezi Doğalgaz,295000,Kayseri - Kocasinan - Ahi Evran Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Ahi Evran Mahallesi
514,13405242,13 Haziran 2023,Satılık,240 M2,5-10,12,Kiracı Oturuyor,13 Haziran 2023,Konut,200 M2,4+1,7.Kat,Merkezi Doğalgaz,3550000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
515,13403777,20 Temmuz 2023,Satılık,65 M2,5-10,3,Boş,12 Haziran 2023,Konut,60 M2,1+1,3.Kat,Kombi Doğalgaz,680000,Kayseri - Melikgazi - Demokrasi Mahallesi,,,,Kayseri,Melikgazi,Demokrasi Mahallesi
516,13403726,26 Temmuz 2023,Satılık,100 M2,21 Ve Üzeri,5,Kiracı Oturuyor,12 Haziran 2023,Konut,80 M2,2+1,Bahçe Katı,Kombi Doğalgaz,660000,Kayseri - Kocasinan - Mevlana Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Mevlana Mahallesi
517,13403721,26 Temmuz 2023,Satılık,165 M2,11-15,11,Kiracı Oturuyor,12 Haziran 2023,Konut,135 M2,3+1,2.Kat,Merkezi Doğalgaz,1120000,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,,Kayseri,Melikgazi,Bahçelievler Mahallesi
518,13403551,14 Haziran 2023,Satılık,168 M2,5-10,12,Kiracı Oturuyor,12 Haziran 2023,Konut,145 M2,3+1,8.Kat,Merkezi Doğalgaz,1795000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
519,13403501,30 Temmuz 2023,Satılık,165 M2,5-10,11,Boş,12 Haziran 2023,Konut,135 M2,3+1,4.Kat,Merkezi Doğalgaz,1745000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
520,13403237,29 Temmuz 2023,Satılık,175 M2,5-10,12,Boş,12 Haziran 2023,Konut,140 M2,3+1,1.Kat,Merkezi Doğalgaz,2230000,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,,,Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
521,13403066,22 Haziran 2023,Satılık,165 M2,0 (Yeni),12,Boş,12 Haziran 2023,Konut,135 M2,4+1,6.Kat,Merkezi Doğalgaz,625000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
522,13402993,20 Temmuz 2023,Satılık,175 M2,5-10,10,Boş,12 Haziran 2023,Konut,140 M2,3+1,1.Kat,Merkezi Doğalgaz,2230000,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,,,Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
523,13402979,17 Temmuz 2023,Satılık,165 M2,0 (Yeni),5,Boş,12 Haziran 2023,Konut,123 M2,3+1,1.Kat,Kombi Doğalgaz,1850000,Kayseri - Kocasinan - Yavuz Selim Mahallesi,,,,Kayseri,Kocasinan,Yavuz Selim Mahallesi
524,13402950,14 Temmuz 2023,Satılık,115 M2,0 (Yeni),5,Boş,12 Haziran 2023,Konut,88 M2,2+1,Düz Giriş,Merkezi Doğalgaz,1315000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Bahçelievler Mahallesi
525,13402862,12 Haziran 2023,Satılık,195 M2,5-10,10,Boş,12 Haziran 2023,Konut,170 M2,4+1,6.Kat,Merkezi (Pay Ölçer),5250000,Kayseri - Kocasinan - Erciyesevler Mahallesi,,,,Kayseri,Kocasinan,Erciyesevler Mahallesi
526,13402780,23 Haziran 2023,Satılık,110 M2,4,6,Kiracı Oturuyor,12 Haziran 2023,Konut,85 M2,2+1,Yüksek Giriş,Merkezi (Pay Ölçer),1150000,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,,Kayseri,Melikgazi,Bahçelievler Mahallesi
527,13402751,12 Haziran 2023,Satılık,175 M2,5-10,11,Kiracı Oturuyor,12 Haziran 2023,Konut,135 M2,3+1,4.Kat,Merkezi Doğalgaz,1550000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
528,13402705,14 Temmuz 2023,Satılık,110 M2,0 (Yeni),5,Boş,12 Haziran 2023,Konut,87 M2,2+1,1.Kat,Merkezi Doğalgaz,950000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Bahçelievler Mahallesi
529,13402569,04 Temmuz 2023,Satılık,140 M2,0 (Yeni),12,Boş,12 Haziran 2023,Konut,120 M2,3+1,6.Kat,Merkezi (Pay Ölçer),585000,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,,Kayseri,Melikgazi,Bahçelievler Mahallesi
