Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Şehir,İlçe,Mahalle
120 M2,21 Ve Üzeri,3,Boş,Konut,100 M2,3+1,2.Kat,Sobalı,805000,Kayseri - Kocasinan - General Emir Mahallesi,Kayseri,Kocasinan,General Emir Mahallesi
85 M2,11-15,4,Mülk Sahibi Oturuyor,Konut,80 M2,2+1,Kot 2 (-2).Kat,Merkezi Doğalgaz,895000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,Melikgazi,Demokrasi Mahallesi
190 M2,21 Ve Üzeri,15,Boş,Konut,180 M2,3+1,11.Kat,Kombi Doğalgaz,2100000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,Kocasinan,Sahabiye Mahallesi
160 M2,0 (Yeni),8,Boş,Konut,110 M2,3+1,5.Kat,Merkezi (Pay Ölçer),2250000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,Kocasinan,Sahabiye Mahallesi
200 M2,16-20,12,Mülk Sahibi Oturuyor,Konut,175 M2,4+1,6.Kat,Merkezi Doğalgaz,3000000,Kayseri - Melikgazi - Alpaslan Mahallesi,Kayseri,Melikgazi,Alpaslan Mahallesi
210 M2,0 (Yeni),12,Boş,Konut,175 M2,4+1,11.Kat,Merkezi (Pay Ölçer),3250000,Kayseri - Melikgazi - Germir Mahallesi,Kayseri,Melikgazi,Germir Mahallesi
180 M2,16-20,5,Kiracı Oturuyor,Konut,160 M2,3+1,1.Kat,Merkezi Doğalgaz,2150000,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,Kayseri,Kocasinan,Fevzi Çakmak Mahallesi
250 M2,21 Ve Üzeri,12,Boş,Konut,230 M2,4+1,5.Kat,Merkezi Doğalgaz,2550000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,Kocasinan,Sahabiye Mahallesi
250 M2,1,14,Kiracı Oturuyor,Konut,225 M2,4+1,5.Kat,Merkezi (Pay Ölçer),12500000,Kayseri - Melikgazi - Köşk Mahallesi,Kayseri,Melikgazi,Köşk Mahallesi
190 M2,5-10,13,Kiracı Oturuyor,Konut,175 M2,3+1,2.Kat,Merkezi (Pay Ölçer),2850000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
170 M2,21 Ve Üzeri,12,Boş,Konut,150 M2,3+1,12.Kat,Merkezi (Pay Ölçer),2395000,Kayseri - Melikgazi - Alpaslan Mahallesi,Kayseri,Melikgazi,Alpaslan Mahallesi
220 M2,4,13,Kiracı Oturuyor,Konut,170 M2,4+1,2.Kat,Merkezi (Pay Ölçer),2625000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
85 M2,1,6,Kiracı Oturuyor,Konut,65 M2,1+1,1.Kat,Merkezi (Pay Ölçer),850000,Kayseri - Melikgazi - Anbar Mahallesi,Kayseri,Melikgazi,Anbar Mahallesi
300 M2,5-10,13,Boş,Konut,270 M2,4+1,1.Kat,Merkezi (Pay Ölçer),4000000,Kayseri - Melikgazi - Tavlusun Mahallesi,Kayseri,Melikgazi,Tavlusun Mahallesi
250 M2,0 (Yeni),7,Boş,Konut,200 M2,4+1,7.Kat,Merkezi (Pay Ölçer),2800000,Kayseri - Kocasinan - Uğurevler Mahallesi,Kayseri,Kocasinan,Uğurevler Mahallesi
220 M2,5-10,13,Boş,Konut,185 M2,4+1,3.Kat,Merkezi (Pay Ölçer),2625000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
230 M2,11-15,13,Mülk Sahibi Oturuyor,Konut,200 M2,4+1,2.Kat,Merkezi (Pay Ölçer),3450000,Kayseri - Melikgazi - Köşk Mahallesi,Kayseri,Melikgazi,Köşk Mahallesi
280 M2,16-20,14,Mülk Sahibi Oturuyor,Konut,240 M2,4+1,4.Kat,Merkezi Doğalgaz,3850000,Kayseri - Melikgazi - Alpaslan Mahallesi,Kayseri,Melikgazi,Alpaslan Mahallesi
175 M2,11-15,14,Boş,Konut,145 M2,3+1,8.Kat,Merkezi Doğalgaz,1750000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
190 M2,11-15,13,Mülk Sahibi Oturuyor,Konut,175 M2,3+1,9.Kat,Merkezi Doğalgaz,2250000,Kayseri - Melikgazi - Köşk Mahallesi,Kayseri,Melikgazi,Köşk Mahallesi
220 M2,0 (Yeni),11,Boş,Konut,160 M2,4+1,9.Kat,Merkezi (Pay Ölçer),2250000,Kayseri - Kocasinan - Osmangazi Mahallesi,Kayseri,Kocasinan,Osmangazi Mahallesi
220 M2,0 (Yeni),2,Boş,Konut,180 M2,4+1,Düz Giriş,Kombi Doğalgaz,7750000,Kayseri - Kocasinan - General Emir Mahallesi,Kayseri,Kocasinan,General Emir Mahallesi
110 M2,0 (Yeni),9,Boş,Konut,75 M2,2+1,Düz Giriş,Merkezi (Pay Ölçer),1300000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,Kocasinan,Şeker Mahallesi
180 M2,11-15,6,Boş,Konut,160 M2,3+1,4.Kat,Kombi Doğalgaz,3000000,Kayseri - Melikgazi - Alpaslan Mahallesi,Kayseri,Melikgazi,Alpaslan Mahallesi
300 M2,5-10,13,Mülk Sahibi Oturuyor,Konut,270 M2,4+1,9.Kat,Merkezi (Pay Ölçer),4200000,Kayseri - Melikgazi - Tavlusun Mahallesi,Kayseri,Melikgazi,Tavlusun Mahallesi
600 M2,0 (Yeni),3,Boş,Konut,300 M2,6+1,Düz Giriş,Kombi Doğalgaz,19500000,Kayseri - Melikgazi - Erenköy Mahallesi,Kayseri,Melikgazi,Erenköy Mahallesi
220 M2,4,13,Boş,Konut,170 M2,4+1,1.Kat,Merkezi (Pay Ölçer),2450000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
450 M2,11-15,13,Mülk Sahibi Oturuyor,Konut,400 M2,6+1,13.Kat,Merkezi Doğalgaz,5570000,Kayseri - Melikgazi - Köşk Mahallesi,Kayseri,Melikgazi,Köşk Mahallesi
220 M2,21 Ve Üzeri,8,Mülk Sahibi Oturuyor,Konut,180 M2,4+1,8.Kat,Merkezi Doğalgaz,3450000,Kayseri - Melikgazi - Alpaslan Mahallesi,Kayseri,Melikgazi,Alpaslan Mahallesi
160 M2,0 (Yeni),6,Boş,Konut,120 M2,3+1,5.Kat,Merkezi Doğalgaz,2250000,Kayseri - Kocasinan - Yeşil Mahallesi,Kayseri,Kocasinan,Yeşil Mahallesi
150 M2,16-20,9,Mülk Sahibi Oturuyor,Konut,120 M2,3+1,1.Kat,Kombi Doğalgaz,3150000,Kayseri - Melikgazi - Kılıçaslan Mahallesi,Kayseri,Melikgazi,Kılıçaslan Mahallesi
200 M2,3,10,Boş,Konut,175 M2,4+1,9.Kat,Merkezi (Pay Ölçer),2950000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
650 M2,0 (Yeni),3,Boş,Konut,300 M2,7+1,Düz Giriş,Kombi Doğalgaz,14750000,Kayseri - Melikgazi - Erenköy Mahallesi,Kayseri,Melikgazi,Erenköy Mahallesi
620 M2,16-20,2,Boş,Konut,90 M2,9+ Oda,Düz Giriş,Sobalı,4250000,Kayseri - Melikgazi - Hisarcık Mahallesi,Kayseri,Melikgazi,Hisarcık Mahallesi
135 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,Konut,130 M2,3+1,2.Kat,Kombi Doğalgaz,1400000,Kayseri - Kocasinan - Yeni Mahallesi,Kayseri,Kocasinan,Yeni Mahallesi
220 M2,0 (Yeni),14,Boş,Konut,200 M2,4+1,4.Kat,Merkezi (Pay Ölçer),4000000,Kayseri - Kocasinan - Saray Bosna Mahallesi,Kayseri,Kocasinan,Saray Bosna Mahallesi
110 M2,0 (Yeni),9,Boş,Konut,90 M2,2+1,1.Kat,Merkezi (Pay Ölçer),1850000,Kayseri - Kocasinan - Mimarsinan Mahallesi,Kayseri,Kocasinan,Mimarsinan Mahallesi
185 M2,5-10,12,Mülk Sahibi Oturuyor,Konut,140 M2,3+1,2.Kat,Kombi Doğalgaz,1365000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,Melikgazi,Demokrasi Mahallesi
450 M2,5-10,2,Mülk Sahibi Oturuyor,Konut,400 M2,7+1,Düz Giriş,Kombi Doğalgaz,22000000,Kayseri - Melikgazi - Erenköy Mahallesi,Kayseri,Melikgazi,Erenköy Mahallesi
210 M2,21 Ve Üzeri,12,Kiracı Oturuyor,Konut,180 M2,3+1,11.Kat,Merkezi Doğalgaz,1415000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,Kocasinan,Sahabiye Mahallesi
120 M2,21 Ve Üzeri,3,Kiracı Oturuyor,Konut,100 M2,3+1,3.Kat,Kombi Doğalgaz,950000,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,Kayseri,Kocasinan,Fevzi Çakmak Mahallesi
165 M2,0 (Yeni),10,Boş,Konut,135 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1650000,Kayseri - Melikgazi - Mimarsinan Mahallesi,Kayseri,Melikgazi,Mimarsinan Mahallesi
165 M2,5-10,13,Mülk Sahibi Oturuyor,Konut,125 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1330000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,Melikgazi,Şirintepe Mahallesi
150 M2,5-10,6,Kiracı Oturuyor,Konut,120 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1430000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,Melikgazi,Bahçelievler Mahallesi
165 M2,1,7,Kiracı Oturuyor,Konut,130 M2,3+1,6.Kat,Merkezi (Pay Ölçer),1640000,Kayseri - Kocasinan - Uğurevler Mahallesi,Kayseri,Kocasinan,Uğurevler Mahallesi
135 M2,1,4,Mülk Sahibi Oturuyor,Konut,110 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1250000,Kayseri - Kocasinan - Oruçreis Mahallesi,Kayseri,Kocasinan,Oruçreis Mahallesi
145 M2,21 Ve Üzeri,2,Boş,Konut,100 M2,3+1,Bahçe Katı,Kombi Doğalgaz,800000,Kayseri - Melikgazi - Battalgazi Mahallesi,Kayseri,Melikgazi,Battalgazi Mahallesi
130 M2,21 Ve Üzeri,4,Kiracı Oturuyor,Konut,120 M2,3+1,3.Kat,Kombi Doğalgaz,910000,Kayseri - Melikgazi - Hürriyet Mahallesi,Kayseri,Melikgazi,Hürriyet Mahallesi
120 M2,16-20,9,Mülk Sahibi Oturuyor,Konut,100 M2,3+1,3.Kat,Kombi Doğalgaz,975000,Kayseri - Melikgazi - 30 Ağustos Mahallesi,Kayseri,Melikgazi,30 Ağustos Mahallesi
150 M2,0 (Yeni),12,Boş,Konut,110 M2,3+1,10.Kat,Merkezi Doğalgaz,1430000,Kayseri - Melikgazi - Esenyurt Mahallesi,Kayseri,Melikgazi,Esenyurt Mahallesi
145 M2,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,Konut,130 M2,3+1,1.Kat,Kombi Doğalgaz,850000,Kayseri - Kocasinan - Mimarsinan Mahallesi,Kayseri,Kocasinan,Mimarsinan Mahallesi
240 M2,5-10,14,Boş,Konut,185 M2,4+1,14.Kat,Merkezi (Pay Ölçer),3950000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
220 M2,0 (Yeni),2,Boş,Konut,175 M2,4+1,Düz Giriş,Kombi Doğalgaz,6000000,Kayseri - Melikgazi - Eğribucak Mahallesi,Kayseri,Melikgazi,Eğribucak Mahallesi
210 M2,2,14,Mülk Sahibi Oturuyor,Konut,149 M2,4+1,1.Kat,Merkezi (Pay Ölçer),2620000,Kayseri - Kocasinan - Alsancak Mahallesi,Kayseri,Kocasinan,Alsancak Mahallesi
165 M2,0 (Yeni),12,Boş,Konut,135 M2,3+1,9.Kat,Merkezi (Pay Ölçer),210000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
90 M2,16-20,8,Mülk Sahibi Oturuyor,Konut,80 M2,3+1,4.Kat,Kombi Doğalgaz,1070000,Kayseri - Melikgazi - Anafartalar Mahallesi,Kayseri,Melikgazi,Anafartalar Mahallesi
215 M2,16-20,8,Kiracı Oturuyor,Konut,180 M2,3+1,2.Kat,Merkezi Doğalgaz,1625000,Kayseri - Kocasinan - Seyrani Mahallesi,Kayseri,Kocasinan,Seyrani Mahallesi
165 M2,0 (Yeni),8,Boş,Konut,120 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1650000,Kayseri - Kocasinan - Yavuzlar Mahallesi,Kayseri,Kocasinan,Yavuzlar Mahallesi
737 M2,4,1,Boş,Konut,736 M2,2+1,Müstakil.Kat,Sobalı,1690000,Kayseri - Kocasinan - Kemer Mahallesi,Kayseri,Kocasinan,Kemer Mahallesi
202 M2,1,8,Boş,Konut,140 M2,4+1,6.Kat,Merkezi (Pay Ölçer),2750000,Kayseri - Kocasinan - Sancaktepe Mahallesi,Kayseri,Kocasinan,Sancaktepe Mahallesi
75 M2,5-10,5,Kiracı Oturuyor,Konut,65 M2,2+1,1.Kat,Merkezi (Pay Ölçer),800000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,Melikgazi,Demokrasi Mahallesi
160 M2,1,7,Kiracı Oturuyor,Konut,120 M2,3+1,7.Kat,Kombi Doğalgaz,1700000,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Kayseri,Kocasinan,Mithatpaşa Mahallesi
100 M2,1,10,Boş,Konut,85 M2,2+1,2.Kat,Kombi Doğalgaz,1250000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,Kocasinan,Şeker Mahallesi
165 M2,0 (Yeni),15,Boş,Konut,125 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1625000,Kayseri - Kocasinan - Yunusemre Mahallesi,Kayseri,Kocasinan,Yunusemre Mahallesi
152 M2,0 (Yeni),15,Boş,Konut,125 M2,3+1,5.Kat,Merkezi Doğalgaz,295000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
150 M2,3,11,Mülk Sahibi Oturuyor,Konut,130 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1850000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
150 M2,11-15,12,Kiracı Oturuyor,Konut,130 M2,3+1,7.Kat,Merkezi Doğalgaz,1200000,Kayseri - Kocasinan - Turgut Reis Mahallesi,Kayseri,Kocasinan,Turgut Reis Mahallesi
150 M2,11-15,9,Mülk Sahibi Oturuyor,Konut,135 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1250000,Kayseri - Kocasinan - Ahi Evran Mahallesi,Kayseri,Kocasinan,Ahi Evran Mahallesi
110 M2,0 (Yeni),12,Boş,Konut,90 M2,2+1,4.Kat,Merkezi (Pay Ölçer),350000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
175 M2,0 (Yeni),10,Boş,Konut,145 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1780000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
95 M2,5-10,7,Mülk Sahibi Oturuyor,Konut,85 M2,2+1,5.Kat,Merkezi Doğalgaz,920000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,Melikgazi,Demokrasi Mahallesi
110 M2,16-20,9,Mülk Sahibi Oturuyor,Konut,95 M2,2+1,1.Kat,Merkezi Doğalgaz,899000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
200 M2,0 (Yeni),12,Boş,Konut,185 M2,5+1,1.Kat,Merkezi (Pay Ölçer),2000000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
195 M2,11-15,13,Mülk Sahibi Oturuyor,Konut,155 M2,3+1,3.Kat,Merkezi (Pay Ölçer),3000000,Kayseri - Melikgazi - Alpaslan Mahallesi,Kayseri,Melikgazi,Alpaslan Mahallesi
165 M2,0 (Yeni),7,Boş,Konut,140 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1925000,Kayseri - Kocasinan - Uğurevler Mahallesi,Kayseri,Kocasinan,Uğurevler Mahallesi
175 M2,0 (Yeni),11,Boş,Konut,135 M2,3+1,4.Kat,Merkezi Doğalgaz,1850000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,Melikgazi,Bahçelievler Mahallesi
200 M2,11-15,13,Boş,Konut,155 M2,3+1,11.Kat,Kombi Doğalgaz,2500000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
212 M2,21 Ve Üzeri,2,Kiracı Oturuyor,Konut,200 M2,2+1,2.Kat,Kombi Doğalgaz,1450000,Kayseri - Kocasinan - Alsancak Mahallesi,Kayseri,Kocasinan,Alsancak Mahallesi
165 M2,0 (Yeni),12,Boş,Konut,135 M2,3+1,10.Kat,Merkezi Doğalgaz,1550000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,Melikgazi,Şirintepe Mahallesi
165 M2,0 (Yeni),13,Boş,Konut,135 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1800000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
132 M2,5-10,7,Kiracı Oturuyor,Konut,120 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1135000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,Melikgazi,Demokrasi Mahallesi
165 M2,0 (Yeni),13,Boş,Konut,135 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1800000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
186 M2,11-15,13,Kiracı Oturuyor,Konut,160 M2,3+1,5.Kat,Kombi Doğalgaz,2450000,Kayseri - Kocasinan - Uğurevler Mahallesi,Kayseri,Kocasinan,Uğurevler Mahallesi
130 M2,21 Ve Üzeri,8,Boş,Konut,100 M2,3+1,Düz Giriş,Sobalı,745000,Kayseri - Melikgazi - Kocatepe Mahallesi,Kayseri,Melikgazi,Kocatepe Mahallesi
180 M2,0 (Yeni),14,Boş,Konut,140 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1950000,Kayseri - Kocasinan - Sancaktepe Mahallesi,Kayseri,Kocasinan,Sancaktepe Mahallesi
105 M2,0 (Yeni),12,Boş,Konut,85 M2,2+1,1.Kat,Merkezi (Pay Ölçer),1600000,Kayseri - Kocasinan - Saray Bosna Mahallesi,Kayseri,Kocasinan,Saray Bosna Mahallesi
220 M2,0 (Yeni),14,Boş,Konut,165 M2,4.5+1,3.Kat,Merkezi (Pay Ölçer),2240000,Kayseri - Kocasinan - Saray Bosna Mahallesi,Kayseri,Kocasinan,Saray Bosna Mahallesi
160 M2,0 (Yeni),7,Kiracı Oturuyor,Konut,120 M2,3+1,7.Kat,Kombi Doğalgaz,1695000,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Kayseri,Kocasinan,Mithatpaşa Mahallesi
240 M2,3,3,Boş,Konut,180 M2,4+1,Villa Tipi,Kat Kaloriferi,3200000,Kayseri - Kocasinan - Çevril Mahallesi,Kayseri,Kocasinan,Çevril Mahallesi
175 M2,5-10,8,Mülk Sahibi Oturuyor,Konut,135 M2,3+1,7.Kat,Kombi Doğalgaz,1700000,Kayseri - Melikgazi - Esenyurt Mahallesi,Kayseri,Melikgazi,Esenyurt Mahallesi
330 M2,0 (Yeni),3,Boş,Konut,265 M2,7+1,Düz Giriş,Yerden Isıtma,10000000,Kayseri - Melikgazi - Altınoluk Mahallesi,Kayseri,Melikgazi,Altınoluk Mahallesi
170 M2,0 (Yeni),9,Boş,Konut,140 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1420000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,Melikgazi,Bahçelievler Mahallesi
170 M2,5-10,7,Kiracı Oturuyor,Konut,155 M2,3+1,3.Kat,Merkezi Doğalgaz,1200000,Kayseri - Kocasinan - Sancaktepe Mahallesi,Kayseri,Kocasinan,Sancaktepe Mahallesi
110 M2,5-10,9,Boş,Konut,90 M2,2+1,6.Kat,Kombi Doğalgaz,1240000,Kayseri - Melikgazi - 19 Mayıs Mahallesi,Kayseri,Melikgazi,19 Mayıs Mahallesi
165 M2,11-15,10,Boş,Konut,132 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1159000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
100 M2,5-10,10,Mülk Sahibi Oturuyor,Konut,85 M2,2+1,4.Kat,Merkezi Doğalgaz,1050000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,Kocasinan,Şeker Mahallesi
215 M2,11-15,13,Mülk Sahibi Oturuyor,Konut,190 M2,4+1,9.Kat,Merkezi Doğalgaz,2500000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Kayseri,Kocasinan,Beyazşehir Mahallesi
170 M2,11-15,7,Kiracı Oturuyor,Konut,130 M2,3+1,6.Kat,Merkezi Doğalgaz,1135000,Kayseri - Melikgazi - Gülük Mahallesi,Kayseri,Melikgazi,Gülük Mahallesi
240 M2,5-10,11,Mülk Sahibi Oturuyor,Konut,180 M2,4+1,2.Kat,Merkezi (Pay Ölçer),4000000,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
155 M2,5-10,10,Kiracı Oturuyor,Konut,135 M2,3+1,2.Kat,Merkezi Doğalgaz,1450000,Kayseri - Kocasinan - Turgut Reis Mahallesi,Kayseri,Kocasinan,Turgut Reis Mahallesi
175 M2,2,10,Boş,Konut,135 M2,3+2,2.Kat,Merkezi (Pay Ölçer),2075000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Kayseri,Kocasinan,Beyazşehir Mahallesi
175 M2,0 (Yeni),10,Boş,Konut,145 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1849000,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Kayseri,Kocasinan,Mithatpaşa Mahallesi
115 M2,5-10,1,Mülk Sahibi Oturuyor,Konut,100 M2,2+1,Müstakil.Kat,Şömine,9350000,Kayseri - Melikgazi - Erenköy Mahallesi,Kayseri,Melikgazi,Erenköy Mahallesi
260 M2,0 (Yeni),3,Boş,Konut,250 M2,6+1,Düz Giriş,Kombi Doğalgaz,9000000,Kayseri - Melikgazi - Becen Mahallesi,Kayseri,Melikgazi,Becen Mahallesi
165 M2,4,13,Kiracı Oturuyor,Konut,135 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1300000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,Melikgazi,Demokrasi Mahallesi
1.042 M2,0 (Yeni),2,Boş,Konut,340 M2,5+1,Müstakil.Kat,Kombi Doğalgaz,13990000,Kayseri - Melikgazi - Erenköy Mahallesi,Kayseri,Melikgazi,Erenköy Mahallesi
155 M2,0 (Yeni),12,Boş,Konut,130 M2,3+1,3.Kat,Merkezi Doğalgaz,275000,Kayseri - Kocasinan - Ahi Evran Mahallesi,Kayseri,Kocasinan,Ahi Evran Mahallesi
155 M2,3,13,Mülk Sahibi Oturuyor,Konut,130 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1470000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,Melikgazi,Demokrasi Mahallesi
200 M2,2,2,Boş,Konut,195 M2,4+1,Düz Giriş,Kombi Doğalgaz,4900000,Kayseri - Melikgazi - Erenköy Mahallesi,Kayseri,Melikgazi,Erenköy Mahallesi
85 M2,0 (Yeni),9,Boş,Konut,66 M2,2+1,9.Kat,Merkezi (Pay Ölçer),1450000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,Kocasinan,Şeker Mahallesi
155 M2,0 (Yeni),8,Boş,Konut,125 M2,3+1,8.Kat,Merkezi Doğalgaz,2300000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,Kocasinan,Sahabiye Mahallesi
135 M2,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,Konut,100 M2,3+1,4.Kat,Kombi Doğalgaz,850000,Kayseri - Kocasinan - Gevhernesibe Mahallesi,Kayseri,Kocasinan,Gevhernesibe Mahallesi
165 M2,21 Ve Üzeri,4,Boş,Konut,125 M2,3+1,3.Kat,Kombi Doğalgaz,995000,Kayseri - Melikgazi - Keykubat Mahallesi,Kayseri,Melikgazi,Keykubat Mahallesi
190 M2,5-10,11,Mülk Sahibi Oturuyor,Konut,155 M2,4+1,10.Kat,Kombi Doğalgaz,2195000,Kayseri - Melikgazi - Tacettin Veli Mahallesi,Kayseri,Melikgazi,Tacettin Veli Mahallesi
135 M2,1,9,Mülk Sahibi Oturuyor,Konut,115 M2,2+1,1.Kat,Merkezi Doğalgaz,1350000,Kayseri - Melikgazi - Battalgazi Mahallesi,Kayseri,Melikgazi,Battalgazi Mahallesi
180 M2,0 (Yeni),8,Mülk Sahibi Oturuyor,Konut,150 M2,4+1,1.Kat,Merkezi (Pay Ölçer),1999000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,Melikgazi,Bahçelievler Mahallesi
1.890 M2,11-15,2,Boş,Konut,1.850 M2,3.5+1,Müstakil.Kat,Sobalı,4000000,Kayseri - Melikgazi - Güzelköy Mahallesi,Kayseri,Melikgazi,Güzelköy Mahallesi
450 M2,16-20,4,Kiracı Oturuyor,Konut,400 M2,9+ Oda,4.Kat,Sobalı,1700000,Kayseri - Melikgazi - Osmanlı Mahallesi,Kayseri,Melikgazi,Osmanlı Mahallesi
250 M2,5-10,14,Boş,Konut,220 M2,4+1,1.Kat,Merkezi Doğalgaz,3250000,Kayseri - Melikgazi - Gültepe Mahallesi,Kayseri,Melikgazi,Gültepe Mahallesi
180 M2,5-10,16,Mülk Sahibi Oturuyor,Konut,165 M2,3+1,8.Kat,Kombi Doğalgaz,1650000,Kayseri - Melikgazi - Germir Mahallesi,Kayseri,Melikgazi,Germir Mahallesi
85 M2,0 (Yeni),10,Boş,Konut,70 M2,2+1,9.Kat,Merkezi (Pay Ölçer),900000,Kayseri - Kocasinan - Osmangazi Mahallesi,Kayseri,Kocasinan,Osmangazi Mahallesi
500 M2,5-10,1,Mülk Sahibi Oturuyor,Konut,100 M2,2+1,Düz Giriş,Kombi Doğalgaz,3850000,Kayseri - Melikgazi - Eğribucak Mahallesi,Kayseri,Melikgazi,Eğribucak Mahallesi
165 M2,0 (Yeni),15,Boş,Konut,125 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1625000,Kayseri - Kocasinan - Turgut Reis Mahallesi,Kayseri,Kocasinan,Turgut Reis Mahallesi
160 M2,0 (Yeni),10,Boş,Konut,120 M2,3+1,5.Kat,Merkezi Doğalgaz,1990000,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,Kayseri,Melikgazi,Kazımkarabekir Mahallesi
