Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Şehir,İlçe,Mahalle
165 M2,5-10,6,Boş,Konut,130 M2,3+1,1.Kat,Kombi Doğalgaz,1350000,Kayseri - Melikgazi - Battalgazi Mahallesi,Kayseri,Melikgazi,Battalgazi Mahallesi
330 M2,5-10,3,Boş,Konut,329 M2,1 Oda,,Isıtma Yok,1820000,Kayseri - Melikgazi - Danişmend Gazi Mahallesi,Kayseri,Melikgazi,Danişmend Gazi Mahallesi
170 M2,0 (Yeni),10,Boş,Konut,135 M2,3+1,1.Kat,Merkezi Doğalgaz,1800000,Kayseri - Kocasinan - Zümrüt Mahallesi,Kayseri,Kocasinan,Zümrüt Mahallesi
210 M2,0 (Yeni),12,Boş,Konut,190 M2,4+1,4.Kat,Merkezi (Pay Ölçer),2500000,Kayseri - Kocasinan - Yakut Mahallesi,Kayseri,Kocasinan,Yakut Mahallesi
135 M2,0 (Yeni),8,Boş,Konut,110 M2,3+1,1.Kat,Kombi Doğalgaz,1850000,Kayseri - Kocasinan - Yavuzlar Mahallesi,Kayseri,Kocasinan,Yavuzlar Mahallesi
85 M2,5-10,3,Mülk Sahibi Oturuyor,Konut,65 M2,2+1,2.Kat,Merkezi (Pay Ölçer),820000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,Melikgazi,Demokrasi Mahallesi
125 M2,0 (Yeni),13,Boş,Konut,95 M2,2+1,12.Kat,Merkezi (Pay Ölçer),1400000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
150 M2,0 (Yeni),8,Boş,Konut,145 M2,3+1,Çatı Katı,Merkezi Doğalgaz,1670000,Kayseri - Melikgazi - Gökkent Mahallesi,Kayseri,Melikgazi,Gökkent Mahallesi
170 M2,0 (Yeni),14,Boş,Konut,130 M2,3+1,12.Kat,Merkezi (Pay Ölçer),1950000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,Melikgazi,Bahçelievler Mahallesi
55 M2,5-10,3,Boş,Konut,50 M2,1+1,2.Kat,Kombi Doğalgaz,649000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,Melikgazi,Demokrasi Mahallesi
185 M2,3,14,Boş,Konut,180 M2,3+1,7.Kat,Merkezi Doğalgaz,1800000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
380 M2,5-10,13,Boş,Konut,315 M2,6+2,13.Kat,Yerden Isıtma,5950000,Kayseri - Melikgazi - Germir Mahallesi,Kayseri,Melikgazi,Germir Mahallesi
210 M2,0 (Yeni),14,Boş,Konut,153 M2,4+1,2.Kat,Merkezi (Pay Ölçer),3699000,Kayseri - Kocasinan - Yakut Mahallesi,Kayseri,Kocasinan,Yakut Mahallesi
160 M2,4,8,Mülk Sahibi Oturuyor,Konut,140 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1350000,Kayseri - Kocasinan - Ahi Evran Mahallesi,Kayseri,Kocasinan,Ahi Evran Mahallesi
450 M2,11-15,4,Mülk Sahibi Oturuyor,Konut,440 M2,2+1,Bahçe Dublex,Kombi Doğalgaz,3150000,Kayseri - Melikgazi - Danişmend Gazi Mahallesi,Kayseri,Melikgazi,Danişmend Gazi Mahallesi
280 M2,5-10,13,Kiracı Oturuyor,Konut,230 M2,4+1,11.Kat,Merkezi Doğalgaz,7600000,Kayseri - Melikgazi - Köşk Mahallesi,Kayseri,Melikgazi,Köşk Mahallesi
250 M2,5-10,11,Boş,Konut,200 M2,5+2,11.Kat,Kombi Doğalgaz,2350000,Kayseri - Melikgazi - Altınoluk Mahallesi,Kayseri,Melikgazi,Altınoluk Mahallesi
185 M2,0 (Yeni),10,Boş,Konut,140 M2,3+2,2.Kat,Merkezi (Pay Ölçer),2090000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Kayseri,Kocasinan,Beyazşehir Mahallesi
450 M2,5-10,4,Boş,Konut,380 M2,9+ Oda,Bahçe Katı,Kombi Doğalgaz,16900000,Kayseri - Melikgazi - Gesi Mahallesi,Kayseri,Melikgazi,Gesi Mahallesi
175 M2,5-10,13,Mülk Sahibi Oturuyor,Konut,150 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1535000,Kayseri - Melikgazi - Tacettin Veli Mahallesi,Kayseri,Melikgazi,Tacettin Veli Mahallesi
100 M2,4,6,Boş,Konut,85 M2,2+1,4.Kat,Merkezi (Pay Ölçer),1250000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,Melikgazi,Bahçelievler Mahallesi
175 M2,0 (Yeni),7,Boş,Konut,145 M2,3+1,6.Kat,Merkezi Doğalgaz,1850000,Kayseri - Kocasinan - Uğurevler Mahallesi,Kayseri,Kocasinan,Uğurevler Mahallesi
175 M2,0 (Yeni),11,Boş,Konut,140 M2,3+1,10.Kat,Merkezi Doğalgaz,1575000,Kayseri - Melikgazi - Esentepe Mahallesi,Kayseri,Melikgazi,Esentepe Mahallesi
175 M2,5-10,14,Mülk Sahibi Oturuyor,Konut,145 M2,3+1,6.Kat,Merkezi Doğalgaz,1900000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,Melikgazi,Bahçelievler Mahallesi
132 M2,11-15,9,Boş,Konut,116 M2,3+1,9.Kat,Kombi Doğalgaz,1150000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,Melikgazi,Demokrasi Mahallesi
145 M2,0 (Yeni),12,Boş,Konut,125 M2,3+1,6.Kat,Merkezi (Pay Ölçer),415000,Kayseri - Kocasinan - Ahi Evran Mahallesi,Kayseri,Kocasinan,Ahi Evran Mahallesi
100 M2,0 (Yeni),12,Boş,Konut,95 M2,2+1,5.Kat,Merkezi Doğalgaz,300000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
375 M2,21 Ve Üzeri,2,Boş,Konut,300 M2,3+1,Bahçe Katı,Sobalı,1600000,Kayseri - Melikgazi - Hürriyet Mahallesi,Kayseri,Melikgazi,Hürriyet Mahallesi
400 M2,0 (Yeni),3,Boş,Konut,350 M2,3+1,Düz Giriş,Kombi Doğalgaz,22500000,Kayseri - Melikgazi - Becen Mahallesi,Kayseri,Melikgazi,Becen Mahallesi
130 M2,0 (Yeni),14,Boş,Konut,118 M2,3+1,5.Kat,Merkezi Doğalgaz,205000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
280 M2,0 (Yeni),3,Boş,Konut,260 M2,5+1,Düz Giriş,Kombi Doğalgaz,14500000,Kayseri - Melikgazi - Erenköy Mahallesi,Kayseri,Melikgazi,Erenköy Mahallesi
245 M2,0 (Yeni),3,Boş,Konut,216 M2,5+1,Düz Giriş,Kombi Doğalgaz,5750000,Kayseri - Melikgazi - Gesi Mahallesi,Kayseri,Melikgazi,Gesi Mahallesi
175 M2,1,11,Kiracı Oturuyor,Konut,140 M2,3+1,1.Kat,Merkezi (Pay Ölçer),3490000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
300 M2,0 (Yeni),3,Boş,Konut,280 M2,7+1,Düz Giriş,Yerden Isıtma,18500000,Kayseri - Melikgazi - Erenköy Mahallesi,Kayseri,Melikgazi,Erenköy Mahallesi
125 M2,0 (Yeni),9,Boş,Konut,110 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1675000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,Kocasinan,Şeker Mahallesi
85 M2,16-20,3,Boş,Konut,55 M2,1+1,Düz Giriş,Kombi Doğalgaz,675000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,Melikgazi,Demokrasi Mahallesi
160 M2,21 Ve Üzeri,8,Boş,Konut,135 M2,3+1,1.Kat,Merkezi Doğalgaz,1449000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,Kocasinan,Sahabiye Mahallesi
160 M2,21 Ve Üzeri,8,Boş,Konut,135 M2,3+1,1.Kat,Merkezi Doğalgaz,1149000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,Kocasinan,Sahabiye Mahallesi
140 M2,21 Ve Üzeri,3,Boş,Konut,120 M2,2+1,2.Kat,Kombi Doğalgaz,920000,Kayseri - Kocasinan - Mimarsinan Mahallesi,Kayseri,Kocasinan,Mimarsinan Mahallesi
280 M2,21 Ve Üzeri,10,Boş,Konut,240 M2,4+1,6.Kat,Merkezi (Pay Ölçer),4350000,Kayseri - Melikgazi - Alpaslan Mahallesi,Kayseri,Melikgazi,Alpaslan Mahallesi
195 M2,0 (Yeni),2,Boş,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9100000,Kayseri - Melikgazi - Becen Mahallesi,Kayseri,Melikgazi,Becen Mahallesi
205 M2,0 (Yeni),14,Boş,Konut,175 M2,4+1,3.Kat,Merkezi (Pay Ölçer),2350000,Kayseri - Kocasinan - Saray Bosna Mahallesi,Kayseri,Kocasinan,Saray Bosna Mahallesi
190 M2,0 (Yeni),12,Boş,Konut,175 M2,4+1,5.Kat,Merkezi (Pay Ölçer),3400000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
165 M2,0 (Yeni),9,Boş,Konut,125 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1675000,Kayseri - Kocasinan - Erkilet Mahallesi,Kayseri,Kocasinan,Erkilet Mahallesi
165 M2,5-10,12,Boş,Konut,130 M2,3+1,7.Kat,Merkezi Doğalgaz,1570000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
100 M2,0 (Yeni),10,Boş,Konut,85 M2,2+1,7.Kat,Merkezi Doğalgaz,300000,Kayseri - Kocasinan - Ahi Evran Mahallesi,Kayseri,Kocasinan,Ahi Evran Mahallesi
160 M2,16-20,11,Boş,Konut,135 M2,3+1,9.Kat,Merkezi Doğalgaz,1270000,Kayseri - Melikgazi - 19 Mayıs Mahallesi,Kayseri,Melikgazi,19 Mayıs Mahallesi
270 M2,5-10,5,Boş,Konut,250 M2,4+1,Villa Tipi,Merkezi Doğalgaz,2350000,Kayseri - Melikgazi - Germir Mahallesi,Kayseri,Melikgazi,Germir Mahallesi
270 M2,5-10,11,Boş,Konut,220 M2,4.5+1,11.Kat,Merkezi (Pay Ölçer),5250000,Kayseri - Kocasinan - Erciyesevler Mahallesi,Kayseri,Kocasinan,Erciyesevler Mahallesi
120 M2,1,14,Boş,Konut,95 M2,2+1,7.Kat,Merkezi Doğalgaz,1450000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
165 M2,5-10,13,Kiracı Oturuyor,Konut,145 M2,3+1,8.Kat,Merkezi Doğalgaz,1950000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
155 M2,21 Ve Üzeri,5,Kiracı Oturuyor,Konut,140 M2,3+1,4.Kat,Kombi Doğalgaz,1400000,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,Kayseri,Kocasinan,Fevzi Çakmak Mahallesi
290 M2,0 (Yeni),3,Boş,Konut,289 M2,6+1,Düz Giriş,Kombi Doğalgaz,10500000,Kayseri - Melikgazi - Becen Mahallesi,Kayseri,Melikgazi,Becen Mahallesi
300 M2,5-10,2,Mülk Sahibi Oturuyor,Konut,280 M2,4+1,Düz Giriş,Sobalı,12850000,Kayseri - Melikgazi - Eğribucak Mahallesi,Kayseri,Melikgazi,Eğribucak Mahallesi
95 M2,4,1,Mülk Sahibi Oturuyor,Konut,80 M2,2+1,Düz Giriş,Sobalı,2250000,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,Kayseri,Melikgazi,Kazımkarabekir Mahallesi
195 M2,0 (Yeni),12,Boş,Konut,145 M2,4+1,7.Kat,Merkezi (Pay Ölçer),3700000,Kayseri - Kocasinan - Alsancak Mahallesi,Kayseri,Kocasinan,Alsancak Mahallesi
250 M2,3,4,Mülk Sahibi Oturuyor,Konut,210 M2,4+1,Yüksek Giriş,Merkezi Doğalgaz,2200000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
90 M2,3,5,Mülk Sahibi Oturuyor,Konut,85 M2,2+1,3.Kat,Merkezi Doğalgaz,1010000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
145 M2,16-20,12,Boş,Konut,130 M2,3+1,8.Kat,Merkezi Doğalgaz,1300000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Kayseri,Kocasinan,Beyazşehir Mahallesi
160 M2,11-15,12,Boş,Konut,130 M2,3+1,7.Kat,Kombi Doğalgaz,1380000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
128 M2,16-20,9,Kiracı Oturuyor,Konut,100 M2,3+1,5.Kat,Merkezi Doğalgaz,1300000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
110 M2,16-20,3,Boş,Konut,90 M2,2+1,3.Kat,Doğalgaz Sobalı,775000,Kayseri - Melikgazi - Aydınlıkevler Mahallesi,Kayseri,Melikgazi,Aydınlıkevler Mahallesi
200 M2,0 (Yeni),10,Boş,Konut,185 M2,3+1,9.Kat,Merkezi (Pay Ölçer),2400000,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
165 M2,0 (Yeni),12,Boş,Konut,129 M2,3+1,6.Kat,Merkezi (Pay Ölçer),2080000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
145 M2,11-15,12,Boş,Konut,130 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1500000,Kayseri - Melikgazi - Esenyurt Mahallesi,Kayseri,Melikgazi,Esenyurt Mahallesi
175 M2,11-15,13,Boş,Konut,138 M2,3+1,7.Kat,Merkezi (Pay Ölçer),2300000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
240 M2,0 (Yeni),2,Boş,Konut,190 M2,5+1,Villa Tipi,Kombi Doğalgaz,11000000,Kayseri - Melikgazi - Becen Mahallesi,Kayseri,Melikgazi,Becen Mahallesi
200 M2,3,10,Boş,Konut,175 M2,4+1,1.Kat,Merkezi (Pay Ölçer),2590000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
106 M2,0 (Yeni),10,Boş,Konut,75 M2,2+1,2.Kat,Kat Kaloriferi,1525000,Kayseri - Kocasinan - Sancaktepe Mahallesi,Kayseri,Kocasinan,Sancaktepe Mahallesi
155 M2,2,15,Kiracı Oturuyor,Konut,105 M2,3+1,6.Kat,Kat Kaloriferi,1650000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
170 M2,5-10,15,Boş,Konut,130 M2,3+1,4.Kat,Kat Kaloriferi,1750000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
126 M2,2,17,Boş,Konut,106 M2,2+1,9.Kat,Merkezi (Pay Ölçer),2100000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,Kocasinan,Sahabiye Mahallesi
170 M2,16-20,10,Kiracı Oturuyor,Konut,140 M2,3+1,7.Kat,Merkezi Doğalgaz,1500000,Kayseri - Melikgazi - Tacettin Veli Mahallesi,Kayseri,Melikgazi,Tacettin Veli Mahallesi
165 M2,0 (Yeni),10,Boş,Konut,145 M2,3+1,2.Kat,Merkezi Doğalgaz,1350000,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,Kayseri,Kocasinan,Ertuğrul Gazi Mahallesi
130 M2,0 (Yeni),12,Boş,Konut,120 M2,3+1,4.Kat,Merkezi Doğalgaz,305000,Kayseri - Melikgazi - Tavlusun Mahallesi,Kayseri,Melikgazi,Tavlusun Mahallesi
230 M2,0 (Yeni),12,Boş,Konut,120 M2,3+1,4.Kat,Merkezi Doğalgaz,375000,Kayseri - Kocasinan - Yavuz Selim Mahallesi,Kayseri,Kocasinan,Yavuz Selim Mahallesi
130 M2,0 (Yeni),12,Boş,Konut,120 M2,3+1,5.Kat,Merkezi Doğalgaz,375000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
175 M2,0 (Yeni),13,Boş,Konut,128 M2,3+1,3.Kat,Merkezi (Pay Ölçer),2200000,Kayseri - Kocasinan - Osmangazi Mahallesi,Kayseri,Kocasinan,Osmangazi Mahallesi
125 M2,0 (Yeni),12,Boş,Konut,110 M2,2+1,4.Kat,Merkezi Doğalgaz,260000,Kayseri - Melikgazi - Tavlusun Mahallesi,Kayseri,Melikgazi,Tavlusun Mahallesi
120 M2,0 (Yeni),12,Boş,Konut,110 M2,2+1,4.Kat,Merkezi Doğalgaz,276000,Kayseri - Kocasinan - Yavuz Selim Mahallesi,Kayseri,Kocasinan,Yavuz Selim Mahallesi
120 M2,0 (Yeni),12,Boş,Konut,100 M2,2+1,6.Kat,Merkezi Doğalgaz,275000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
135 M2,0 (Yeni),14,Boş,Konut,112 M2,3+1,4.Kat,Merkezi Doğalgaz,395000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
210 M2,5-10,5,Mülk Sahibi Oturuyor,Konut,190 M2,4+1,1.Kat,Kombi Doğalgaz,2150000,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Kayseri,Kocasinan,Mithatpaşa Mahallesi
175 M2,0 (Yeni),7,Boş,Konut,135 M2,3.5+1,4.Kat,Merkezi (Pay Ölçer),1840000,Kayseri - Melikgazi - Altınoluk Mahallesi,Kayseri,Melikgazi,Altınoluk Mahallesi
155 M2,21 Ve Üzeri,9,Kiracı Oturuyor,Konut,130 M2,3+1,Yüksek Giriş,Merkezi Doğalgaz,1000000,Kayseri - Melikgazi - Kocatepe Mahallesi,Kayseri,Melikgazi,Kocatepe Mahallesi
165 M2,5-10,13,Kiracı Oturuyor,Konut,135 M2,3+1,8.Kat,Merkezi Doğalgaz,1475000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
170 M2,16-20,4,Mülk Sahibi Oturuyor,Konut,150 M2,3+1,2.Kat,Kombi Doğalgaz,1179000,Kayseri - Kocasinan - Barbaros Mahallesi,Kayseri,Kocasinan,Barbaros Mahallesi
165 M2,1,9,Boş,Konut,135 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1470000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,Melikgazi,Bahçelievler Mahallesi
175 M2,4,13,Mülk Sahibi Oturuyor,Konut,155 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1999000,Kayseri - Melikgazi - Sakarya Mahallesi,Kayseri,Melikgazi,Sakarya Mahallesi
95 M2,11-15,7,Boş,Konut,80 M2,3+1,6.Kat,Kombi Doğalgaz,845000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,Kocasinan,Şeker Mahallesi
340 M2,5-10,2,Mülk Sahibi Oturuyor,Konut,120 M2,3+1,Bahçe Katı,Merkezi Doğalgaz,1970000,Kayseri - Melikgazi - Battalgazi Mahallesi,Kayseri,Melikgazi,Battalgazi Mahallesi
135 M2,5-10,3,Boş,Konut,110 M2,2+1,Bahçe Dublex,Merkezi Doğalgaz,3250000,Kayseri - Melikgazi - Danişmend Gazi Mahallesi,Kayseri,Melikgazi,Danişmend Gazi Mahallesi
105 M2,0 (Yeni),14,Boş,Konut,90 M2,2+1,5.Kat,Merkezi Doğalgaz,290000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
100 M2,0 (Yeni),10,Boş,Konut,85 M2,2+1,1.Kat,Merkezi Doğalgaz,295000,Kayseri - Kocasinan - Ahi Evran Mahallesi,Kayseri,Kocasinan,Ahi Evran Mahallesi
240 M2,5-10,12,Kiracı Oturuyor,Konut,200 M2,4+1,7.Kat,Merkezi Doğalgaz,3550000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
65 M2,5-10,3,Boş,Konut,60 M2,1+1,3.Kat,Kombi Doğalgaz,680000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,Melikgazi,Demokrasi Mahallesi
100 M2,21 Ve Üzeri,5,Kiracı Oturuyor,Konut,80 M2,2+1,Bahçe Katı,Kombi Doğalgaz,660000,Kayseri - Kocasinan - Mevlana Mahallesi,Kayseri,Kocasinan,Mevlana Mahallesi
165 M2,11-15,11,Kiracı Oturuyor,Konut,135 M2,3+1,2.Kat,Merkezi Doğalgaz,1120000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,Melikgazi,Bahçelievler Mahallesi
168 M2,5-10,12,Kiracı Oturuyor,Konut,145 M2,3+1,8.Kat,Merkezi Doğalgaz,1795000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
165 M2,5-10,11,Boş,Konut,135 M2,3+1,4.Kat,Merkezi Doğalgaz,1745000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
175 M2,5-10,12,Boş,Konut,140 M2,3+1,1.Kat,Merkezi Doğalgaz,2230000,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
165 M2,0 (Yeni),12,Boş,Konut,135 M2,4+1,6.Kat,Merkezi Doğalgaz,625000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
175 M2,5-10,10,Boş,Konut,140 M2,3+1,1.Kat,Merkezi Doğalgaz,2230000,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
165 M2,0 (Yeni),5,Boş,Konut,123 M2,3+1,1.Kat,Kombi Doğalgaz,1850000,Kayseri - Kocasinan - Yavuz Selim Mahallesi,Kayseri,Kocasinan,Yavuz Selim Mahallesi
115 M2,0 (Yeni),5,Boş,Konut,88 M2,2+1,Düz Giriş,Merkezi Doğalgaz,1315000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,Melikgazi,Bahçelievler Mahallesi
195 M2,5-10,10,Boş,Konut,170 M2,4+1,6.Kat,Merkezi (Pay Ölçer),5250000,Kayseri - Kocasinan - Erciyesevler Mahallesi,Kayseri,Kocasinan,Erciyesevler Mahallesi
110 M2,4,6,Kiracı Oturuyor,Konut,85 M2,2+1,Yüksek Giriş,Merkezi (Pay Ölçer),1150000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,Melikgazi,Bahçelievler Mahallesi
175 M2,5-10,11,Kiracı Oturuyor,Konut,135 M2,3+1,4.Kat,Merkezi Doğalgaz,1550000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
110 M2,0 (Yeni),5,Boş,Konut,87 M2,2+1,1.Kat,Merkezi Doğalgaz,950000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,Melikgazi,Bahçelievler Mahallesi
140 M2,0 (Yeni),12,Boş,Konut,120 M2,3+1,6.Kat,Merkezi (Pay Ölçer),585000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,Melikgazi,Bahçelievler Mahallesi
165 M2,0 (Yeni),12,Boş,Konut,120 M2,3+1,2.Kat,Merkezi (Pay Ölçer),340000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,Melikgazi,Bahçelievler Mahallesi
90 M2,0 (Yeni),15,Boş,Konut,70 M2,2+1,7.Kat,Merkezi (Pay Ölçer),1795000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,Kocasinan,Şeker Mahallesi
165 M2,5-10,12,Boş,Konut,135 M2,3+1,7.Kat,Merkezi (Pay Ölçer),2000000,Kayseri - Melikgazi - Hürriyet Mahallesi,Kayseri,Melikgazi,Hürriyet Mahallesi
80 M2,3,3,Kiracı Oturuyor,Konut,65 M2,1+1,1.Kat,Kombi Doğalgaz,1095000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,Kocasinan,Şeker Mahallesi
165 M2,11-15,8,Mülk Sahibi Oturuyor,Konut,132 M2,3+1,1.Kat,Kombi Doğalgaz,1200000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,Melikgazi,Demokrasi Mahallesi
85 M2,5-10,5,Kiracı Oturuyor,Konut,65 M2,2+1,1.Kat,Merkezi (Pay Ölçer),784000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,Melikgazi,Demokrasi Mahallesi
210 M2,0 (Yeni),2,Boş,Konut,198 M2,4.5+1,Bahçe Dublex,Kombi Doğalgaz,6750000,Kayseri - Melikgazi - Gesi Mahallesi,Kayseri,Melikgazi,Gesi Mahallesi
95 M2,0 (Yeni),2,Boş,Konut,75 M2,2+1,2.Kat,Kombi Doğalgaz,1750000,Kayseri - Melikgazi - Gesi Mahallesi,Kayseri,Melikgazi,Gesi Mahallesi
106 M2,0 (Yeni),10,Boş,Konut,75 M2,2+1,2.Kat,Merkezi (Pay Ölçer),1525000,Kayseri - Kocasinan - Sancaktepe Mahallesi,Kayseri,Kocasinan,Sancaktepe Mahallesi
175 M2,5-10,11,Boş,Konut,140 M2,3+1,1.Kat,Kombi Doğalgaz,2230000,Kayseri - Kocasinan - Seyrani Mahallesi,Kayseri,Kocasinan,Seyrani Mahallesi
165 M2,0 (Yeni),14,Boş,Konut,135 M2,3+1,13.Kat,Merkezi (Pay Ölçer),1575000,Kayseri - Kocasinan - Saray Bosna Mahallesi,Kayseri,Kocasinan,Saray Bosna Mahallesi
100 M2,0 (Yeni),5,Boş,Konut,85 M2,2+1,Kot 1 (-1).Kat,Merkezi (Pay Ölçer),1150000,Kayseri - Melikgazi - Tavlusun Mahallesi,Kayseri,Melikgazi,Tavlusun Mahallesi
140 M2,5-10,12,Mülk Sahibi Oturuyor,Konut,120 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1450000,Kayseri - Melikgazi - 19 Mayıs Mahallesi,Kayseri,Melikgazi,19 Mayıs Mahallesi
130 M2,21 Ve Üzeri,4,Boş,Konut,100 M2,3+1,4.Kat,Kombi Doğalgaz,1300000,Kayseri - Kocasinan - Sümer Mahallesi,Kayseri,Kocasinan,Sümer Mahallesi
145 M2,16-20,1,Mülk Sahibi Oturuyor,Konut,120 M2,3+1,Düz Giriş,Sobalı,830000,Kayseri - Kocasinan - Yenidoğan Mahallesi,Kayseri,Kocasinan,Yenidoğan Mahallesi
200 M2,0 (Yeni),14,Boş,Konut,160 M2,4+1,11.Kat,Merkezi (Pay Ölçer),2450000,Kayseri - Kocasinan - Seyrani Mahallesi,Kayseri,Kocasinan,Seyrani Mahallesi
