İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yapı Durumu,Eşya Durumu,Banyo Sayısı,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Site İçerisinde,Takas,Fiyat Durumu,Kategori,Konumu,Fiyat,İlan Açıklaması
13683548,05 Ağustos 2023,Satılık,165 M2,11-15,8,Boş,,,1,04 Ağustos 2023,Konut,135 M2,3+1,8.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Talas - Bahçelievler Mahallesi,"1,575,000","TALAS BAHÇELİEVLER MH., ANA CADDE ÜZERİNDE, GÜNLÜK TÜM İHİTİYAÇLARA YÜRÜME MESAFESİNDE​, 3+1 170 M2 - 3 ADET BALKON VARDIR, 8/8.KAT GÜNEY-KUZEY-DOĞU CEPHE, İÇİ SIFIRDAN BAŞTAN AŞAĞI ÖZENLE YAPILMIŞTIR, KULLANILAN MALZEMELER 1. SINIF İŞÇİLİKLE YAPILMIŞTIR, LOKASYON OLARAK MÜKEMMEL KONUMA SAHİPTİR, MESKENLİ, DETAYLI BİLGİ İÇİN LÜTFEN ARAYINIZ"
13685346,04 Ağustos 2023,Satılık,95 M2,0 (Yeni),6,Boş,Sıfır,Boş,2,04 Ağustos 2023,Konut,75 M2,2+1,3.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Birim Fiyat,Daire,Kayseri - Talas - Kiçiköy Mahallesi,"1,390,000",TALAS KİÇİKÖY de şahane lokasyona sahip olan dairelerimiz her kesime uygun önü açık ferah olup diğer 2+1 dairelerden farklı mimarisi ile dikkat çekmektedir . Detaylı bilgi için lütfen iletişime geçiniz.
13685393,04 Ağustos 2023,Satılık,60 M2,5-10,9,Boş,,Boş,1,04 Ağustos 2023,Konut,45 M2,1+1,5.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"975,000",
13691983,05 Ağustos 2023,Satılık,175 M2,3,11,Boş,,,2,05 Ağustos 2023,Konut,140 M2,3+1,5.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Yeşilyurt Mahallesi,"1,850,000",
13688340,05 Ağustos 2023,Satılık,155 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,Boş,1,05 Ağustos 2023,Konut,140 M2,3+1,2.Kat,Isıtma Yok,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Gülük Mahallesi,"920,000",
13689326,05 Ağustos 2023,Satılık,170 M2,5-10,12,Kiracı Oturuyor,,Eşyalı,2,05 Ağustos 2023,Konut,140 M2,3+1,5.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - 19 Mayıs Mahallesi,"1,915,000",
13688342,05 Ağustos 2023,Satılık,220 M2,0 (Yeni),2,Boş,,Boş,2,05 Ağustos 2023,Konut,180 M2,3.5+1,,Yerden Isıtma,Krediye Uygun,Evet,Yok,Genel Fiyat,Villa,Kayseri - Melikgazi - Hisarcık Mahallesi,"7,625,000",
13685395,04 Ağustos 2023,Satılık,60 M2,5-10,9,Boş,,Boş,1,04 Ağustos 2023,Konut,45 M2,1+1,1.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"950,000",
13691596,05 Ağustos 2023,Satılık,120 M2,5-10,7,Kiracı Oturuyor,,,1,05 Ağustos 2023,Konut,100 M2,3+1,4.Kat,Merkezi (Pay Ölçer),,Hayır,,Birim Fiyat,Daire,Kayseri - Melikgazi - Demokrasi Mahallesi,"1,230,000",Toki 5. Etapta satılık 3+1 eviniz sizleri bekliyor bu fırsatı kaçırmayın
13679292,03 Ağustos 2023,Satılık,80 M2,3,3,Kiracı Oturuyor,,,1,03 Ağustos 2023,Konut,65 M2,1+1,1.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Şeker Mahallesi,"1,095,000",Tramvay hattına çok yakın. 3 yıllık daire. Yatırım amaçlı alınabilir.
13691806,05 Ağustos 2023,Satılık,165 M2,2,13,Boş,,,2,05 Ağustos 2023,Konut,135 M2,3+1,5.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"2,185,000",
13693984,05 Ağustos 2023,Satılık,175 M2,2,14,Boş,,Boş,2,05 Ağustos 2023,Konut,140 M2,3+1,13.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"2,500,000",
13672660,02 Ağustos 2023,Satılık,180 M2,16-20,3,Kiracı Oturuyor,,Boş,3,02 Ağustos 2023,Konut,179 M2,3+1,,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Villa,Kayseri - Melikgazi - Becen Mahallesi,"9,500,000",
13693985,05 Ağustos 2023,Satılık,175 M2,16-20,15,Kiracı Oturuyor,,Boş,1,05 Ağustos 2023,Konut,135 M2,3+1,15.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,170,000",
13673225,02 Ağustos 2023,Satılık,165 M2,0 (Yeni),14,Boş,,Boş,1,02 Ağustos 2023,Konut,140 M2,3+1,11.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Esenyurt Mahallesi,"1,500,000",
13673384,02 Ağustos 2023,Satılık,145 M2,0 (Yeni),9,Boş,,Boş,2,02 Ağustos 2023,Konut,105 M2,2+1,5.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Şeker Mahallesi,"1,450,000",
13673224,02 Ağustos 2023,Satılık,135 M2,16-20,9,Boş,,Boş,1,02 Ağustos 2023,Konut,115 M2,3+1,9.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"1,280,000",
13673386,02 Ağustos 2023,Satılık,185 M2,5-10,12,Mülk Sahibi Oturuyor,,Boş,2,02 Ağustos 2023,Konut,155 M2,3.5+1,10.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,"1,950,000",
13673387,02 Ağustos 2023,Satılık,150 M2,0 (Yeni),9,Boş,,Boş,1,02 Ağustos 2023,Konut,130 M2,3+1,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Yakut Mahallesi,"1,900,000",
13673451,02 Ağustos 2023,Satılık,125 M2,2,11,Boş,,Boş,1,02 Ağustos 2023,Konut,110 M2,2.5+1,5.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,"1,649,000",
13673569,03 Ağustos 2023,Satılık,110 M2,3,12,Mülk Sahibi Oturuyor,,Boş,2,02 Ağustos 2023,Konut,90 M2,2+1,8.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,250,000",
13673612,03 Ağustos 2023,Satılık,145 M2,0 (Yeni),6,Boş,,,1,03 Ağustos 2023,Konut,115 M2,3+1,1.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Hürriyet Mahallesi,"1,800,000",
13688336,05 Ağustos 2023,Satılık,170 M2,0 (Yeni),11,Boş,,Boş,2,05 Ağustos 2023,Konut,140 M2,3+1,6.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,"2,350,000",
13673359,02 Ağustos 2023,Satılık,155 M2,11-15,7,Boş,,Boş,1,02 Ağustos 2023,Konut,126 M2,3+1,7.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Zümrüt Mahallesi,"1,950,000",
13674922,05 Ağustos 2023,Satılık,400 M2,4,12,Mülk Sahibi Oturuyor,,,2,03 Ağustos 2023,Konut,200 M2,4+1,2.Kat,Merkezi (Pay Ölçer),,Hayır,,Birim Fiyat,Daire,Kayseri - Melikgazi - Bahçelievler Mahallesi,"2,750,000","DEĞERİ HER GEÇEN GÜN ARTAN MÜKEMMEL BİR LOKAYSONDA OLAN, SERKENT İN EN NEZİH APARTMANI, MANZARASI AÇIK, ÇİFT BALKONLU. CAM BALKON MEVCUTTUR (ISICAM), MUTFAK FAYANSLARI ÇAMAŞIR MAKİNESİ DOLABI YENİ YAPTIRILMIŞTIR DIŞINDA AYAKKABILIK VARDIR., EVDEKİ AVİZELER, TAVANDAKİ PERVANE İÇİNDE, BIRAKILACAKTIR, YATAK ODASINDAKİ YATAK HARİÇ ŞİFONYER KOMİDİN DOLAP VS İÇİNDE KALACAK, EVİN HİÇBİR EKSİĞİ YOKTUR, DETAYLI BİLGİ İÇİN LÜTFEN ARAYINIZ"
13684753,04 Ağustos 2023,Satılık,160 M2,5-10,9,Mülk Sahibi Oturuyor,,,1,04 Ağustos 2023,Konut,140 M2,3+1,4.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Şirintepe Mahallesi,"1,395,000",
13673361,02 Ağustos 2023,Satılık,145 M2,21 Ve Üzeri,3,Boş,,Boş,1,02 Ağustos 2023,Konut,135 M2,3+1,2.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Mimarsinan Mahallesi,"1,350,000",
13673602,03 Ağustos 2023,Satılık,175 M2,5-10,14,Kiracı Oturuyor,,,2,02 Ağustos 2023,Konut,150 M2,3+1,3.Kat,Merkezi Doğalgaz,,Hayır,Yok,Birim Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,950,000",TALAS MEVLANA 'da bulunan dairemiz şahane konumu heryere yakınlığı ile dikkat çekmektedir. İnsan hayatını kolaylaştıran ayrıca yaşam kalitesini yükselten lokasyona sahiptir.Binamizda geniş açık otoparkı sığınağı ve üç asansörü bulunmaktadır.Detayli bilgi için lütfen iletişime geçiniz.Tek yetkili Gayrimenkul danışmanı FATMA ADAM
13673372,02 Ağustos 2023,Satılık,115 M2,0 (Yeni),14,Boş,,Boş,1,02 Ağustos 2023,Konut,100 M2,2.5+1,8.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,700,000",
13673382,02 Ağustos 2023,Satılık,180 M2,0 (Yeni),2,Boş,,Boş,2,02 Ağustos 2023,Konut,160 M2,3+1,,Yerden Isıtma,Krediye Uygun Değil,Evet,Var,Genel Fiyat,Villa,Kayseri - Melikgazi - Hisarcık Mahallesi,"5,500,000",
13673937,03 Ağustos 2023,Satılık,150 M2,0 (Yeni),14,Boş,,Boş,2,03 Ağustos 2023,Konut,120 M2,3+1,5.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"24,000",
13675158,03 Ağustos 2023,Satılık,165 M2,0 (Yeni),14,Boş,,,2,03 Ağustos 2023,Konut,150 M2,3+1,1.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"2,200,000",
13673365,02 Ağustos 2023,Satılık,717 M2,21 Ve Üzeri,1,Boş,,Boş,1,02 Ağustos 2023,Konut,716 M2,3+1,,Sobalı,Krediye Uygun,Hayır,Yok,Genel Fiyat,Müstakil Ev,Kayseri - Kocasinan - Yeşil Mahallesi,"2,600,000",
13675184,03 Ağustos 2023,Satılık,645 M2,21 Ve Üzeri,1,Boş,,,1,03 Ağustos 2023,Konut,640 M2,1+1,Düz Giriş (Zemin),Sobalı,Krediye Uygun Değil,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Saraycık Mahallesi,"945,000",
13675846,05 Ağustos 2023,Satılık,170 M2,0 (Yeni),8,Boş,,,1,03 Ağustos 2023,Konut,150 M2,3+1,8.Kat,Merkezi Doğalgaz,,Hayır,,Birim Fiyat,Daire,Kayseri - Talas - Bahçelievler Mahallesi,"1,585,000",TALAS BAHÇELİEVLER MH.  ANA CADDE ÜZERİNDE  GÜNLÜK TÜM İHİTİYAÇLARA YÜRÜME MESAFESİNDE​  3+1 170 M2 - 3 ADET BALKON VARDIR  8/8.KAT GÜNEY-KUZDEY-DOĞU CEPHE  İÇİ SIFIRDAN BAŞTAN AŞAĞI ÖZENLE YAPILMIŞTIR  KULLANILAN MALZEMELER 1. SINIF İŞÇİLİKLE YAPILMIŞTIR  LOKASYON OLARAK MÜKEMMEL KONUMA SAHİPTİR  MESKENLİ - KREDİYE UYGUN  DETAYLI BİLGİ İÇİN LÜTFEN ARAYINIZ  KADİR ÇETİN :
13673938,05 Ağustos 2023,Satılık,135 M2,0 (Yeni),14,Boş,,Boş,2,03 Ağustos 2023,Konut,130 M2,3+1,7.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Yeşilyurt Mahallesi,"310,000",
13676914,03 Ağustos 2023,Satılık,175 M2,4,14,Boş,,Boş,1,03 Ağustos 2023,Konut,145 M2,3+1,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"2,000,000",
13676916,03 Ağustos 2023,Satılık,180 M2,5-10,12,Mülk Sahibi Oturuyor,,Boş,2,03 Ağustos 2023,Konut,140 M2,3+1,1.Kat,Kombi Doğalgaz,,Evet,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Germir Mahallesi,"2,475,000",
13678103,03 Ağustos 2023,Satılık,375 M2,0 (Yeni),2,Boş,,Boş,3,03 Ağustos 2023,Konut,220 M2,4.5+1,,Kombi Doğalgaz,Krediye Uygun Değil,Evet,Var,Genel Fiyat,Villa,Kayseri - Hacılar - Erciyes Mahallesi,"5,400,000",
13678095,03 Ağustos 2023,Satılık,140 M2,11-15,14,Kiracı Oturuyor,,Boş,1,03 Ağustos 2023,Konut,120 M2,3+1,14.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,300,000",
13678104,03 Ağustos 2023,Satılık,250 M2,0 (Yeni),2,Boş,,Boş,4,03 Ağustos 2023,Konut,214 M2,6+1,,Yerden Isıtma,Krediye Uygun Değil,Evet,Yok,Genel Fiyat,Villa,Kayseri - Melikgazi - Eğribucak Mahallesi,"9,400,000",
13676920,03 Ağustos 2023,Satılık,187 M2,4,11,Boş,,Boş,2,03 Ağustos 2023,Konut,150 M2,3+1,6.Kat,Merkezi (Pay Ölçer),,Evet,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"1,920,000",
13676924,03 Ağustos 2023,Satılık,165 M2,0 (Yeni),9,Boş,,Boş,2,03 Ağustos 2023,Konut,130 M2,3+1,6.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Şeker Mahallesi,"1,799,000",
13667708,02 Ağustos 2023,Satılık,175 M2,11-15,4,Boş,İkinci El,,2,02 Ağustos 2023,Konut,160 M2,4+1,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Develi - Reşadiye Mahallesi,"1,800,000",
13667755,02 Ağustos 2023,Satılık,120 M2,16-20,15,Boş,İkinci El,,1,02 Ağustos 2023,Konut,100 M2,3+1,2.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,100,000",
13673358,02 Ağustos 2023,Satılık,280 M2,11-15,13,Boş,,Boş,2,02 Ağustos 2023,Konut,250 M2,6+1,13.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Alpaslan Mahallesi,"6,000,000",
13678102,03 Ağustos 2023,Satılık,180 M2,11-15,10,Boş,,Boş,1,03 Ağustos 2023,Konut,160 M2,3.5+1,9.Kat,Merkezi Doğalgaz,,Evet,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,"3,200,000",
13668098,04 Ağustos 2023,Satılık,165 M2,16-20,3,Kiracı Oturuyor,,Boş,1,02 Ağustos 2023,Konut,135 M2,3+1,2.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Sahabiye Mahallesi,"1,000,000",
13668097,04 Ağustos 2023,Satılık,165 M2,1,7,Boş,,Boş,2,02 Ağustos 2023,Konut,135 M2,3+1,7.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Şirintepe Mahallesi,"1,600,000",
13668100,04 Ağustos 2023,Satılık,175 M2,1,9,Boş,,Boş,2,02 Ağustos 2023,Konut,140 M2,3+1,4.Kat,Merkezi (Pay Ölçer),,Evet,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Fatih Mahallesi,"1,650,000",
13678114,03 Ağustos 2023,Satılık,200 M2,0 (Yeni),2,Boş,,Boş,3,03 Ağustos 2023,Konut,150 M2,3.5+1,,Kombi Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,Villa,Kayseri - Melikgazi - Altınoluk Mahallesi,"7,200,000",
13668467,02 Ağustos 2023,Satılık,150 M2,16-20,9,Boş,İkinci El,Boş,1,02 Ağustos 2023,Konut,120 M2,3+1,3.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,295,000",
13668310,05 Ağustos 2023,Satılık,180 M2,4,14,Boş,,,2,02 Ağustos 2023,Konut,150 M2,3+1,10.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"1,590,000",
13668515,05 Ağustos 2023,Satılık,110 M2,0 (Yeni),4,Boş,Sıfır,Boş,1,02 Ağustos 2023,Konut,90 M2,2+1,Yüksek Giriş,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Mimarsinan Mahallesi,"1,070,000",BASIN TOKİ DE TESLİM OLMUŞ YÜKSEK GİRİŞ DAİRE BORÇSUZ TAPU TESLİMİ YAPILACAKTIR
13668804,05 Ağustos 2023,Satılık,165 M2,5-10,12,Boş,,,2,02 Ağustos 2023,Konut,135 M2,3+1,7.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Hürriyet Mahallesi,"2,000,000",
13668783,05 Ağustos 2023,Satılık,140 M2,0 (Yeni),12,Boş,,,2,02 Ağustos 2023,Konut,125 M2,3+1,1.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Seyrani Mahallesi,"2,000,000",
13669146,03 Ağustos 2023,Satılık,65 M2,1,1,Mülk Sahibi Oturuyor,,,1,02 Ağustos 2023,Konut,50 M2,1+1,,Sobalı,Krediye Uygun,Hayır,,Genel Fiyat,Müstakil Ev,Kayseri - Felahiye - Cumhuriyet Mahallesi,"945,000",
13669963,02 Ağustos 2023,Satılık,120 M2,21 Ve Üzeri,5,Kiracı Oturuyor,İkinci El,,1,02 Ağustos 2023,Konut,100 M2,2+1,3.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Gülük Mahallesi,"750,000","ÇARŞININ İÇİNDE, TÜM İMKANKARA SAHİP, UYGUN FİYATLI DAİREMİZ SATILIKTIR, DETAYLI BİLGİ VE YER GÖSTERİMİ İÇİN ARAYINIZ"
13669883,03 Ağustos 2023,Satılık,187 M2,1,14,Boş,İkinci El,,2,02 Ağustos 2023,Konut,150 M2,3+1,14.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"2,750,000",
13669528,02 Ağustos 2023,Satılık,110 M2,16-20,5,Boş,,Boş,1,02 Ağustos 2023,Konut,95 M2,2+1,4.Kat,Merkezi Doğalgaz,Bilinmiyor,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Yavuz Selim Mahallesi,"1,030,000",
13668863,02 Ağustos 2023,Satılık,95 M2,5-10,6,Kiracı Oturuyor,İkinci El,Boş,1,02 Ağustos 2023,Konut,85 M2,2+1,Yüksek Giriş,Merkezi (Pay Ölçer),,Evet,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Demokrasi Mahallesi,"1,200,000",2+1 85 m2 yüksek giriş katı içi yapılı Sıfır ayarında daire detaylı bilgi için iletişime geçin
13662191,01 Ağustos 2023,Satılık,350 M2,11-15,2,Boş,,Boş,4,01 Ağustos 2023,Konut,300 M2,6+2,,Kat Kaloriferi,Krediye Uygun,Hayır,Var,Genel Fiyat,Müstakil Ev,Kayseri - Kocasinan - Buğdaylı Mahallesi,"2,800,000",OFİS İLETİŞİM:
13667623,02 Ağustos 2023,Satılık,175 M2,11-15,8,Kiracı Oturuyor,İkinci El,Boş,1,02 Ağustos 2023,Konut,150 M2,3+1,3.Kat,Kombi Doğalgaz,,Evet,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,535,000","*Net 150 M2, * kombili, *Çocuk oyun alanının ve okulların hemen yanında, *Site içinde ve site sakinlerine özel kapalı yüzme havuzu vardır, *Krediye uygun*, *Oturanlar ve çevre esnaf komşuluk ilişkileri sakin ve sağlıklı, *Geniş ve ferah bir daire, *İhtiyaç nedeniyle kısa süreli bu fiyattır., *Tüm arayanlara değil sadece ciddi alıcılara gezdirilecektir., *Tamirat yada tadilat ihtiyacı yoktur."
13662192,01 Ağustos 2023,Satılık,140 M2,21 Ve Üzeri,6,Kiracı Oturuyor,,Boş,1,01 Ağustos 2023,Konut,115 M2,2.5+1,1.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Erciyesevler Mahallesi,"1,500,000",
13662198,01 Ağustos 2023,Satılık,180 M2,11-15,1,Mülk Sahibi Oturuyor,,Boş,1,01 Ağustos 2023,Konut,150 M2,4+1,,Sobalı,Krediye Uygun,Hayır,Var,Genel Fiyat,Müstakil Ev,Kayseri - Kocasinan - Buğdaylı Mahallesi,"1,650,000",OFİS İLETİŞİM:
13662200,01 Ağustos 2023,Satılık,240 M2,11-15,14,Boş,,Boş,3,01 Ağustos 2023,Konut,200 M2,5+1,14.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Bahçelievler Mahallesi,"2,450,000",
13662217,01 Ağustos 2023,Satılık,330 M2,16-20,3,Mülk Sahibi Oturuyor,,Boş,3,01 Ağustos 2023,Konut,300 M2,7+1,,Sobalı,Krediye Uygun,Hayır,Yok,Genel Fiyat,Villa,Kayseri - Melikgazi - Becen Mahallesi,"10,500,000",
13662234,01 Ağustos 2023,Satılık,150 M2,5-10,7,Kiracı Oturuyor,,Boş,1,01 Ağustos 2023,Konut,130 M2,3+1,7.Kat,Kombi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Battalgazi Mahallesi,"900,000",
13662256,01 Ağustos 2023,Satılık,90 M2,21 Ve Üzeri,3,Boş,,Boş,1,01 Ağustos 2023,Konut,80 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Aydınlıkevler Mahallesi,"525,000",
13662243,01 Ağustos 2023,Satılık,180 M2,21 Ve Üzeri,1,Mülk Sahibi Oturuyor,,Boş,1,01 Ağustos 2023,Konut,150 M2,3+1,,Sobalı,Krediye Uygun,Hayır,Yok,Genel Fiyat,Müstakil Ev,Kayseri - Kocasinan - Argıncık Mahallesi,"2,000,000",OFİS İLETİŞİM:
13662272,01 Ağustos 2023,Satılık,150 M2,0 (Yeni),10,Boş,,Boş,2,01 Ağustos 2023,Konut,115 M2,3+1,3.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Yenidoğan Mahallesi,"2,150,000",Adres: Köşk Mahallesi Aşık Veysel Bulvarı Başyazıcı Premium Siteleri Altı Melikgazi/ Kayseri
13662262,01 Ağustos 2023,Satılık,380 M2,11-15,2,Mülk Sahibi Oturuyor,,Boş,4,01 Ağustos 2023,Konut,320 M2,8+2,Müstakil,Kat Kaloriferi,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Gürpınar Mahallesi,"13,285,000",
13662264,01 Ağustos 2023,Satılık,700 M2,1,3,Mülk Sahibi Oturuyor,,Boş,4,01 Ağustos 2023,Konut,300 M2,5+1,,Kombi Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,Villa,Kayseri - Melikgazi - Altınoluk Mahallesi,"9,250,000",
13678112,03 Ağustos 2023,Satılık,130 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,,Boş,1,03 Ağustos 2023,Konut,120 M2,2+1,,Güneş Enerjisi,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,Müstakil Ev,Kayseri - Kocasinan - Himmetdede Mahallesi,"1,899,000",
13662286,01 Ağustos 2023,Satılık,170 M2,2,11,Mülk Sahibi Oturuyor,,Boş,2,01 Ağustos 2023,Konut,130 M2,3+1,8.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Tavlusun Mahallesi,"1,500,000",OFİS İLETİŞİM:
13662293,01 Ağustos 2023,Satılık,275 M2,11-15,10,Boş,,Boş,2,01 Ağustos 2023,Konut,250 M2,4+1,9.Kat,Kombi Doğalgaz,Krediye Uygun Değil,Evet,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"2,450,000",OFİS İLETİŞİM:
13663286,03 Ağustos 2023,Satılık,160 M2,5-10,7,Kiracı Oturuyor,,,2,01 Ağustos 2023,Konut,120 M2,3+1,7.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Ahi Evran Mahallesi,"1,345,000",
13662295,01 Ağustos 2023,Satılık,170 M2,11-15,14,Kiracı Oturuyor,,Boş,2,01 Ağustos 2023,Konut,120 M2,3+1,12.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Bahçelievler Mahallesi,"1,900,000",
13662285,01 Ağustos 2023,Satılık,298 M2,11-15,3,Mülk Sahibi Oturuyor,,Boş,2,01 Ağustos 2023,Konut,110 M2,3+1,,Kombi Doğalgaz,Krediye Uygun,Hayır,Yok,Genel Fiyat,Villa,Kayseri - Melikgazi - Bağpınar Mahallesi,"3,500,000",Adres: Köşk Mahallesi Aşık Veysel Bulvarı Başyazıcı Siteleri Altı Coldwell Banker Zenith Gayrimenkul Melikgazi/Kayseri
