İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yapı Durumu,Eşya Durumu,Banyo Sayısı,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Site İçerisinde,Takas,Fiyat Durumu,Kategori,Konumu,Fiyat,İlan Açıklaması
13413119,21 Temmuz 2023,Satılık,160 M2,0 (Yeni),11,Boş,Sıfır,Boş,1,14 Haziran 2023,Konut,135 M2,3+1,9.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Bahçelievler Mahallesi,"2,400,000",
13413186,29 Temmuz 2023,Satılık,130 M2,21 Ve Üzeri,3,Kiracı Oturuyor,İkinci El,Boş,1,14 Haziran 2023,Konut,100 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - General Emir Mahallesi,"850,000",
13413136,20 Temmuz 2023,Satılık,165 M2,0 (Yeni),10,Boş,Sıfır,Boş,2,14 Haziran 2023,Konut,145 M2,3+1,2.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,"1,350,000",EŞYALI SATLIK 3+1 ERKİLET DE
13413549,04 Temmuz 2023,Satılık,90 M2,0 (Yeni),15,Boş,Sıfır,Boş,1,14 Haziran 2023,Konut,70 M2,2+1,7.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Şeker Mahallesi,"1,795,000",
13413464,28 Temmuz 2023,Satılık,140 M2,21 Ve Üzeri,3,Kiracı Oturuyor,İkinci El,Boş,1,14 Haziran 2023,Konut,100 M2,3+1,1.Kat,Sobalı,,Hayır,Yok,Birim Fiyat,Daire,Kayseri - Talas - Harman Mahallesi,"1,010,000",
13417161,15 Haziran 2023,Satılık,864 M2,5-10,2,Mülk Sahibi Oturuyor,,Boş,3,15 Haziran 2023,Konut,340 M2,5+2,,Kombi Doğalgaz,Krediye Uygun,Hayır,Yok,Genel Fiyat,Villa,Kayseri - Kocasinan - Gömeç Mahallesi,"4,685,000",
13413591,03 Ağustos 2023,Satılık,170 M2,16-20,10,Kiracı Oturuyor,,Boş,1,14 Haziran 2023,Konut,140 M2,3+1,7.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Tacettin Veli Mahallesi,"1,500,000",
13421982,28 Temmuz 2023,Satılık,100 M2,0 (Yeni),10,Boş,,,1,15 Haziran 2023,Konut,85 M2,2+1,7.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,,Genel Fiyat,Kooperatif,Kayseri - Kocasinan - Ahi Evran Mahallesi,"300,000",
13413528,11 Temmuz 2023,Satılık,175 M2,5-10,14,Mülk Sahibi Oturuyor,,Boş,2,14 Haziran 2023,Konut,148 M2,3+1,13.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Seyrani Mahallesi,"2,200,000",
13413557,16 Haziran 2023,Satılık,210 M2,0 (Yeni),2,Boş,Sıfır,Boş,4,14 Haziran 2023,Konut,198 M2,4+1,,Kombi Doğalgaz,Krediye Uygun,Hayır,Yok,Genel Fiyat,Villa,Kayseri - Melikgazi - Gesi Mahallesi,"6,750,000",
13423784,16 Haziran 2023,Satılık,190 M2,0 (Yeni),12,Boş,,Boş,2,16 Haziran 2023,Konut,175 M2,4+1,5.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"3,400,000",
13425072,16 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,Yapım Aşamasında,,2,16 Haziran 2023,Konut,165 M2,5+1,,Kombi Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,Villa,Kayseri - Melikgazi - Becen Mahallesi,"9,100,000",
13422780,15 Haziran 2023,Satılık,165 M2,0 (Yeni),9,Boş,,Boş,2,15 Haziran 2023,Konut,125 M2,3+1,5.Kat,Merkezi (Pay Ölçer),,Hayır,,Birim Fiyat,Daire,Kayseri - Kocasinan - Erkilet Mahallesi,"1,675,000",Detaylı Bilgi ve Sunum İçin Lütfen İletişim Numaralarımızdan Ulasınız
13424091,01 Ağustos 2023,Satılık,205 M2,0 (Yeni),14,Boş,Sıfır,,2,16 Haziran 2023,Konut,175 M2,4+1,3.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Saray Bosna Mahallesi,"2,650,000",
13423790,18 Temmuz 2023,Satılık,187 M2,11-15,14,Kiracı Oturuyor,,Boş,1,16 Haziran 2023,Konut,145 M2,3+1,9.Kat,Merkezi (Pay Ölçer),,Evet,Var,Genel Fiyat,Daire,Kayseri - Talas - Bahçelievler Mahallesi,"1,965,000",
13417162,15 Haziran 2023,Satılık,120 M2,0 (Yeni),14,Boş,,Boş,2,15 Haziran 2023,Konut,98 M2,2.5+1,6.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,510,000",
13426085,31 Temmuz 2023,Satılık,140 M2,21 Ve Üzeri,3,Boş,,,1,16 Haziran 2023,Konut,120 M2,2+1,2.Kat,Kombi Doğalgaz,,Hayır,,Birim Fiyat,Daire,Kayseri - Kocasinan - Mimarsinan Mahallesi,"950,000",Cadde Üstü 3cepeli daire 3+1 den 2+1 Dönüştürülmüş Geniş Daire
13425124,16 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,Yapım Aşamasında,,2,16 Haziran 2023,Konut,165 M2,5+1,,Kombi Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,Villa,Kayseri - Melikgazi - Becen Mahallesi,"9,100,000",
13427377,19 Haziran 2023,Satılık,185 M2,5-10,4,Kiracı Oturuyor,İkinci El,,2,16 Haziran 2023,Konut,145 M2,4+1,1.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Hacılar - Akdam Mahallesi,"1,700,000",
13425300,15 Temmuz 2023,Satılık,280 M2,21 Ve Üzeri,10,Boş,,Boş,3,16 Haziran 2023,Konut,240 M2,4+1,6.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Alpaslan Mahallesi,"4,350,000",
13433306,01 Ağustos 2023,Satılık,132 M2,11-15,9,Boş,,,1,17 Haziran 2023,Konut,116 M2,3+1,9.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Demokrasi Mahallesi,"1,150,000",
13433303,06 Ağustos 2023,Satılık,145 M2,0 (Yeni),12,Boş,,,2,17 Haziran 2023,Konut,125 M2,3+1,6.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Kooperatif,Kayseri - Kocasinan - Ahi Evran Mahallesi,"415,000",
13427466,16 Haziran 2023,Satılık,600 M2,0 (Yeni),2,Boş,Sıfır,,4,16 Haziran 2023,Konut,210 M2,4.5+1,,Kombi Doğalgaz,Krediye Uygun,Hayır,Var,Birim Fiyat,Villa,Kayseri - Melikgazi - Gesi Mahallesi,"6,750,000",
13433321,02 Ağustos 2023,Satılık,175 M2,5-10,14,Mülk Sahibi Oturuyor,,,2,17 Haziran 2023,Konut,145 M2,3+1,6.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Bahçelievler Mahallesi,"1,900,000",ARAYINIZ.EVİN HİÇBİR MASRAFI YOKTUR
13433301,06 Ağustos 2023,Satılık,100 M2,0 (Yeni),12,Boş,,,1,17 Haziran 2023,Konut,95 M2,2+1,5.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,Kooperatif,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"300,000",
13434359,08 Temmuz 2023,Satılık,175 M2,0 (Yeni),7,Boş,Sıfır,,1,17 Haziran 2023,Konut,145 M2,3+1,6.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Uğurevler Mahallesi,"1,850,000",
13434785,17 Haziran 2023,Satılık,1.237 M2,11-15,2,Boş,İkinci El,Boş,1,17 Haziran 2023,Konut,1.235 M2,3+1,,Sobalı,Krediye Uygun Değil,Hayır,,Genel Fiyat,Müstakil Ev,Kayseri - Talas - Yukarı Mahallesi,"9,500,000",
13435138,17 Haziran 2023,Satılık,175 M2,5-10,14,Boş,İkinci El,,2,17 Haziran 2023,Konut,150 M2,3+1,9.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,950,000",
13434471,10 Temmuz 2023,Satılık,100 M2,4,6,Boş,,Boş,2,17 Haziran 2023,Konut,85 M2,2+1,4.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Bahçelievler Mahallesi,"1,250,000",
13441903,05 Ağustos 2023,Satılık,185 M2,0 (Yeni),12,Boş,Sıfır,,2,18 Haziran 2023,Konut,150 M2,3+1,5.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,650,000",
13433808,26 Temmuz 2023,Satılık,175 M2,0 (Yeni),11,Boş,,Boş,1,17 Haziran 2023,Konut,140 M2,3+1,10.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Esentepe Mahallesi,"1,575,000",
13443957,03 Ağustos 2023,Satılık,180 M2,11-15,12,Boş,İkinci El,Boş,2,19 Haziran 2023,Konut,150 M2,3+1,4.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - 30 Ağustos Mahallesi,"2,115,000",
13444508,26 Temmuz 2023,Satılık,150 M2,11-15,12,Boş,İkinci El,,1,19 Haziran 2023,Konut,120 M2,3+1,9.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Barbaros Mahallesi,"1,450,000",
13446261,07 Temmuz 2023,Satılık,330 M2,5-10,3,Boş,,,Yok,19 Haziran 2023,Konut,329 M2,1 Oda,,Isıtma Yok,Krediye Uygun,Hayır,Var,Genel Fiyat,Bina,Kayseri - Melikgazi - Danişmend Gazi Mahallesi,"1,820,000",
13446170,04 Ağustos 2023,Satılık,170 M2,0 (Yeni),10,Boş,,,2,19 Haziran 2023,Konut,135 M2,3+1,1.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Zümrüt Mahallesi,"2,000,000",
13443182,07 Temmuz 2023,Satılık,145 M2,0 (Yeni),4,Boş,Sıfır,,2,19 Haziran 2023,Konut,125 M2,3+1,1.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Develi - Harman Mahallesi,"1,300,000",
13447405,19 Haziran 2023,Satılık,165 M2,5-10,6,Boş,,Eşyalı,1,19 Haziran 2023,Konut,130 M2,3+1,1.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Battalgazi Mahallesi,"1,350,000",
13447830,31 Temmuz 2023,Satılık,100 M2,0 (Yeni),10,Boş,,Boş,1,19 Haziran 2023,Konut,85 M2,2+1,9.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Kooperatif,Kayseri - Kocasinan - Ahi Evran Mahallesi,"300,000",
13446023,04 Ağustos 2023,Satılık,210 M2,0 (Yeni),12,Boş,,,2,19 Haziran 2023,Konut,190 M2,4+1,4.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Yakut Mahallesi,"2,850,000",
13448247,21 Temmuz 2023,Satılık,130 M2,16-20,8,Mülk Sahibi Oturuyor,,Boş,1,19 Haziran 2023,Konut,110 M2,3+1,6.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Battalgazi Mahallesi,"1,150,000",
13459668,21 Haziran 2023,Satılık,230 M2,0 (Yeni),1,Boş,,,2,21 Haziran 2023,Konut,180 M2,4+1,,Kombi Doğalgaz,Bilinmiyor,Hayır,Var,Genel Fiyat,Villa,Kayseri - Melikgazi - Gesi Mahallesi,"5,800,000",
13445766,04 Temmuz 2023,Satılık,135 M2,0 (Yeni),8,Boş,,,1,19 Haziran 2023,Konut,110 M2,3+1,1.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Yavuzlar Mahallesi,"1,850,000",Kayseri yavuzlar mahallesinde sıfır daire meskene başvuru yapılmıştır binamızda 6 adet dairemiz kalmıştır her katta dairemiz mevcuttur detaylı bilgi için iletişime geçiniz
13459622,21 Haziran 2023,Satılık,100 M2,21 Ve Üzeri,3,Boş,İkinci El,Boş,1,21 Haziran 2023,Konut,80 M2,3+1,Bodrum Kat,Sobalı,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Mimarsinan Mahallesi,"580,000",
13448249,19 Haziran 2023,Satılık,170 M2,21 Ve Üzeri,12,Boş,,Boş,1,19 Haziran 2023,Konut,135 M2,3+1,4.Kat,Yerden Isıtma,Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - 30 Ağustos Mahallesi,"1,500,000",
13460066,24 Temmuz 2023,Satılık,225 M2,0 (Yeni),14,Boş,,,2,21 Haziran 2023,Konut,175 M2,4.5+1,2.Kat,Merkezi (Pay Ölçer),,Evet,,Genel Fiyat,Daire,Kayseri - Kocasinan - Yakut Mahallesi,"4,250,000",arayınız
13460363,23 Haziran 2023,Satılık,165 M2,0 (Yeni),14,Boş,Yapım Aşamasında,Boş,2,21 Haziran 2023,Konut,130 M2,4+1,5.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Var,Genel Fiyat,Kooperatif,Kayseri - Melikgazi - Yeşilyurt Mahallesi,"600,000",
13460477,29 Temmuz 2023,Satılık,185 M2,5-10,14,Boş,İkinci El,,2,21 Haziran 2023,Konut,148 M2,3+1,11.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"2,450,000",Talas mevlana mahallesi Mehmet Timuçin caddesinde daire içi komple yeniden revize edilmiş tramvaya cephe semt pazarı yanında kurumsal marketler cafeler ve sosyal donatı alanları içerisinde 3+1 185m2 11.kat GD cepheli meskenli merkezi sistem ısınmalı çift balkon çift banyolu lüks daire
13467006,22 Haziran 2023,Satılık,155 M2,11-15,15,Boş,,Boş,1,22 Haziran 2023,Konut,135 M2,3+1,5.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,320,000",
13460959,18 Temmuz 2023,Satılık,500 M2,5-10,2,Mülk Sahibi Oturuyor,,Boş,3,21 Haziran 2023,Konut,190 M2,3+2,,Kombi Doğalgaz,Krediye Uygun,Hayır,Yok,Genel Fiyat,Villa,Kayseri - Melikgazi - Eğribucak Mahallesi,"7,750,000",
13467010,18 Temmuz 2023,Satılık,185 M2,4,10,Boş,,Boş,2,22 Haziran 2023,Konut,145 M2,3+1,8.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Tablakaya Mahallesi,"2,000,000",
13467166,25 Temmuz 2023,Satılık,165 M2,4,3,Mülk Sahibi Oturuyor,İkinci El,Boş,1,22 Haziran 2023,Konut,140 M2,3+1,3.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Develi - Şehit Üsteğmen Hasan Şahan Mahallesi,"1,800,000",
13467011,29 Temmuz 2023,Satılık,175 M2,5-10,13,Kiracı Oturuyor,,Boş,1,22 Haziran 2023,Konut,145 M2,3+1,12.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Yenidoğan Mahallesi,"1,650,000",
13467088,22 Haziran 2023,Satılık,210 M2,5-10,8,Kiracı Oturuyor,,Boş,2,22 Haziran 2023,Konut,190 M2,4+1,8.Kat,Yerden Isıtma,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Yakut Mahallesi,"2,325,000",
13469052,23 Haziran 2023,Satılık,110 M2,21 Ve Üzeri,4,Boş,İkinci El,Boş,1,23 Haziran 2023,Konut,90 M2,2+1,Yüksek Giriş,Sobalı,Bilinmiyor,Evet,Yok,Genel Fiyat,Daire,Kayseri - Develi - İbrahimağa Mahallesi,"750,000",
13470668,28 Temmuz 2023,Satılık,165 M2,4,4,Kiracı Oturuyor,,,1,23 Haziran 2023,Konut,124 M2,3+1,1.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Evet,,Genel Fiyat,Daire,Kayseri - Melikgazi - Bahçelievler Mahallesi,"1,410,000",
13468826,23 Haziran 2023,Satılık,165 M2,2,12,Kiracı Oturuyor,,,1,23 Haziran 2023,Konut,135 M2,3+1,6.Kat,Merkezi (Pay Ölçer),,Evet,,Genel Fiyat,Daire,Kayseri - Melikgazi - Bahçelievler Mahallesi,"1,570,000",
13471438,23 Haziran 2023,Satılık,120 M2,5-10,13,Mülk Sahibi Oturuyor,,,2,23 Haziran 2023,Konut,90 M2,2+1,4.Kat,Merkezi (Pay Ölçer),Bilinmiyor,Hayır,Yok,Birim Fiyat,Daire,Kayseri - Kocasinan - Beyazşehir Mahallesi,"1,170,000","Beyazsehir mahallesinde marketlere,toplu ulasima,saglik ocagina,pazar yerine,okula cok yakın"
13471665,23 Haziran 2023,Satılık,250 M2,21 Ve Üzeri,1,Mülk Sahibi Oturuyor,,Boş,1,23 Haziran 2023,Konut,200 M2,3+1,,Isıtma Yok,Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Villa,Kayseri - Melikgazi - Hisarcık Mahallesi,"28,500,000",
13471667,23 Haziran 2023,Satılık,250 M2,21 Ve Üzeri,1,Mülk Sahibi Oturuyor,,Boş,1,23 Haziran 2023,Konut,200 M2,3+1,,Isıtma Yok,Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Villa,Kayseri - Melikgazi - Hisarcık Mahallesi,"19,500,000",
13472627,24 Haziran 2023,Satılık,180 M2,5-10,13,Boş,,Boş,1,24 Haziran 2023,Konut,160 M2,3+1,4.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"1,640,000",
13469774,24 Temmuz 2023,Satılık,5.000 M2,21 Ve Üzeri,3,Boş,,,1,23 Haziran 2023,Konut,290 M2,6+1,,Sobalı,Bilinmiyor,Hayır,,Genel Fiyat,Villa,Kayseri - Kocasinan - Saraycık Mahallesi,"5,100,000",
13537439,03 Ağustos 2023,Satılık,165 M2,5-10,14,Kiracı Oturuyor,,Boş,2,10 Temmuz 2023,Konut,164 M2,3+1,11.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Beyazşehir Mahallesi,"1,690,000",
13538563,10 Temmuz 2023,Satılık,85 M2,11-15,8,Kiracı Oturuyor,,,1,10 Temmuz 2023,Konut,75 M2,2+1,Düz Giriş (Zemin),Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Demokrasi Mahallesi,"925,000",TOKİ 4.BÖLGEDE 2+1 ZEMİN KAT TAPULU ACİL SATILIK DAİRE
13473010,08 Temmuz 2023,Satılık,160 M2,0 (Yeni),10,Boş,,Boş,2,24 Haziran 2023,Konut,115 M2,2+1,5.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Ahi Evran Mahallesi,"300,000",
13538810,04 Ağustos 2023,Satılık,180 M2,11-15,11,Boş,,,1,10 Temmuz 2023,Konut,140 M2,3+1,6.Kat,Kombi Doğalgaz,,Evet,,Genel Fiyat,Daire,Kayseri - Talas - Yenidoğan Mahallesi,"2,150,000","TALAS YENİDOĞAN MAHALLESİ ERCİYES ÜNİVERSİTESİ YANINDA, İNCİ SİTESİNDE, 3+1 180M2 6.KAT GÜNEY CEPHE KOMBİLİ GİYİNME ODALI GENİŞ BALKONLU, ERCİYES ÜNİVERSİTESİ, KAYSERİ ÜNİVERSİTESİ, KURUMSAL MARKETLER VB YAŞAM ALANLARI İÇERİSİNDEDİR., SİTEYE AİT AÇIK OTOPARK MEVCUTTUR"
13539060,12 Temmuz 2023,Satılık,1.014 M2,11-15,4,Boş,,,5,10 Temmuz 2023,Konut,480 M2,5+4,,Kombi Doğalgaz,Krediye Uygun,Hayır,,Genel Fiyat,Villa,Kayseri - Talas - Yukarı Mahallesi,"18,750,000",
13540084,27 Temmuz 2023,Satılık,180 M2,2,13,Kiracı Oturuyor,İkinci El,Boş,2,10 Temmuz 2023,Konut,149 M2,4+1,1.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,"2,100,000",
13540855,11 Temmuz 2023,Satılık,155 M2,16-20,9,Mülk Sahibi Oturuyor,,Boş,1,10 Temmuz 2023,Konut,125 M2,3+1,Düz Giriş (Zemin),Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"1,330,000",lira bandında daire ile takas
13540860,11 Temmuz 2023,Satılık,165 M2,0 (Yeni),12,Boş,,Boş,2,10 Temmuz 2023,Konut,125 M2,3+1,8.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"311,000",
13540856,11 Temmuz 2023,Satılık,175 M2,11-15,14,Mülk Sahibi Oturuyor,,Boş,2,10 Temmuz 2023,Konut,135 M2,3+1,Düz Giriş (Zemin),Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,330,000",
13539820,27 Temmuz 2023,Satılık,85 M2,3,9,Kiracı Oturuyor,İkinci El,,1,10 Temmuz 2023,Konut,70 M2,2+1,2.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Şeker Mahallesi,"1,315,000",
13540004,06 Ağustos 2023,Satılık,165 M2,5-10,8,Mülk Sahibi Oturuyor,İkinci El,,1,10 Temmuz 2023,Konut,136 M2,3+1,8.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Bahçelievler Mahallesi,"1,450,000",
13540554,06 Ağustos 2023,Satılık,120 M2,16-20,5,Kiracı Oturuyor,İkinci El,Eşyalı,1,10 Temmuz 2023,Konut,100 M2,3+1,Düz Giriş (Zemin),Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Selimiye Mahallesi,"905,000",BELSİNDE 3+1 SATILIK ZEMİN 120M2 MERKEZİ KONUMDA İŞKUR VE OMMER HOTELE YAKIN KONUMDA DETAYLI BİLGİ VE SUNUM İÇİN BİZİMLE İLETİŞİME GEÇEBİLİRSİNİZ PAZARLIK PAYI VAR TAKAS YOK ALAN KİŞİYE HAYIRLI OLMASI DİLEĞİYLE
13540964,14 Temmuz 2023,Satılık,115 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,,1,10 Temmuz 2023,Konut,95 M2,2+1,2.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Yavuz Selim Mahallesi,"885,000",DETAYLI BİLGİ İÇİN LÜTFEN ARAYINIZ
13545906,28 Temmuz 2023,Satılık,165 M2,5-10,12,Boş,İkinci El,,1,11 Temmuz 2023,Konut,150 M2,3+1,6.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"1,550,000",İldem 5 te tramvayın 100 metre yanında durukent de 6. Kat satılık güney cepheli daire
13546359,17 Temmuz 2023,Satılık,180 M2,21 Ve Üzeri,12,Mülk Sahibi Oturuyor,,Boş,1,11 Temmuz 2023,Konut,150 M2,3+1,10.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Erciyesevler Mahallesi,"2,150,000",
13546384,11 Temmuz 2023,Satılık,110 M2,0 (Yeni),7,Boş,Sıfır,Boş,1,11 Temmuz 2023,Konut,90 M2,2+1,7.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Esenyurt Mahallesi,"1,325,000",
13546630,27 Temmuz 2023,Satılık,165 M2,5-10,11,Boş,İkinci El,Boş,1,11 Temmuz 2023,Konut,120 M2,3+1,10.Kat,Merkezi (Pay Ölçer),Bilinmiyor,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Bahçelievler Mahallesi,"1,700,000",
13546374,11 Temmuz 2023,Satılık,200 M2,0 (Yeni),12,Boş,Sıfır,,2,11 Temmuz 2023,Konut,180 M2,4+1,Yüksek Giriş,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Beyazşehir Mahallesi,"2,650,000",
13548300,12 Temmuz 2023,Satılık,145 M2,16-20,12,Kiracı Oturuyor,,Boş,1,12 Temmuz 2023,Konut,130 M2,3+1,1.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Evet,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Bahçelievler Mahallesi,"1,349,999",
13548303,12 Temmuz 2023,Satılık,250 M2,4,2,Boş,,Boş,2,12 Temmuz 2023,Konut,200 M2,3.5+1,,Kombi Doğalgaz,Krediye Uygun,Evet,Yok,Genel Fiyat,Villa,Kayseri - Melikgazi - Eğribucak Mahallesi,"7,250,000",
13552291,12 Temmuz 2023,Satılık,90 M2,0 (Yeni),5,Boş,Sıfır,,1,12 Temmuz 2023,Konut,75 M2,2+1,3.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Develi - Harman Mahallesi,"1,150,000",
13546922,11 Temmuz 2023,Satılık,140 M2,0 (Yeni),4,Mülk Sahibi Oturuyor,,Boş,1,11 Temmuz 2023,Konut,120 M2,3+1,3.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Develi - Bahçelievler Mahallesi,"1,579,000",
13552947,06 Ağustos 2023,Satılık,220 M2,0 (Yeni),2,Boş,Sıfır,,2,12 Temmuz 2023,Konut,160 M2,3.5+1,,Kombi Doğalgaz,Krediye Uygun,Hayır,,Genel Fiyat,Villa,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"6,750,000",
