Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yapı Durumu,Eşya Durumu,Banyo Sayısı,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Site İçerisinde,Kategori,Fiyat,Şehir,İlçe,Mahalle
190,0,7,0,3,0,1,0,150,12,1,5,1,1,2950000,0,5,56
195,0,11,0,3,0,1,0,140,12,1,5,1,1,2500000,0,4,95
270,5,1,2,3,2,0,0,250,8,4,0,1,1,1300000,0,4,120
175,2,8,1,2,2,0,0,150,8,1,4,0,1,1535000,0,5,49
240,3,9,0,2,0,0,0,200,12,1,6,1,1,1845000,0,4,93
170,6,10,2,3,0,1,0,140,8,1,5,1,1,1850000,0,5,94
130,3,15,1,2,0,0,0,115,8,1,6,1,1,875000,0,5,136
180,0,7,0,3,0,1,0,160,12,1,5,1,1,2670000,0,4,89
140,8,15,1,3,2,0,0,130,8,1,5,1,1,1820000,0,7,82
175,6,14,2,3,0,1,0,135,8,2,5,1,1,1500000,0,5,136
100,8,5,2,3,0,0,0,85,4,1,4,1,1,955000,0,5,31
982,5,2,1,3,2,0,0,160,8,12,8,1,4,1740000,0,5,60
155,3,12,2,3,0,0,0,120,8,1,6,1,1,2150000,0,5,124
165,8,7,0,3,0,1,0,135,8,1,4,1,1,1375000,0,5,18
150,2,15,1,3,0,0,0,120,8,1,6,1,1,1275000,0,7,82
150,5,8,1,3,0,0,0,120,8,1,6,1,1,1450000,0,5,78
185,8,14,0,3,0,1,0,165,8,1,6,1,1,1800000,0,7,82
130,0,9,0,3,0,0,0,100,6,1,5,1,1,1930000,0,4,135
145,1,10,0,3,0,0,0,115,4,1,5,1,1,1790000,0,7,16
330,0,2,0,3,0,2,0,300,20,12,9,1,6,25000000,0,5,34
130,0,8,0,3,0,0,0,100,4,1,5,1,1,1350000,0,7,82
165,3,10,2,3,0,0,0,140,8,1,6,1,1,1815000,0,4,43
195,0,2,0,1,2,1,0,165,16,12,4,1,6,9000000,0,5,21
160,5,3,2,3,2,0,0,135,8,1,4,1,1,1130000,0,5,72
170,6,10,2,2,2,0,0,140,8,1,6,1,1,1850000,0,5,94
175,1,13,2,0,0,0,0,135,8,1,6,0,1,1550000,0,5,16
125,0,14,0,3,0,0,0,100,6,2,5,1,1,1925000,0,4,128
150,7,13,1,0,2,1,0,130,8,2,6,0,1,1550000,0,5,40
135,3,9,0,3,2,0,0,110,8,1,5,0,1,1300000,0,4,22
175,8,12,1,3,0,1,0,125,8,1,5,1,1,1599000,0,5,133
170,8,14,0,2,2,0,0,132,8,1,6,1,1,1735000,0,7,117
165,7,10,2,2,0,1,0,140,8,1,3,1,1,2280000,0,4,123
200,7,14,0,3,0,3,0,160,10,2,5,0,1,2350000,0,7,82
187,8,10,2,3,0,1,0,152,8,1,5,0,1,2820000,0,7,16
175,7,14,2,2,2,1,0,140,8,1,5,1,1,1865000,0,7,82
175,1,10,0,3,0,0,0,138,8,1,5,1,1,1780000,0,4,96
526,5,1,1,3,0,0,0,525,8,12,8,1,4,1350000,0,5,37
170,7,12,0,3,0,0,0,120,8,1,6,1,1,1450000,0,5,31
135,3,15,2,3,2,0,0,110,8,2,6,1,1,1125000,0,5,83
108,0,14,0,3,0,0,0,90,4,1,5,0,1,2685000,0,7,16
165,8,10,1,2,2,0,0,130,8,1,4,1,1,1400000,0,4,27
95,1,9,1,3,1,0,0,85,4,1,5,1,1,1350000,0,4,135
110,1,8,0,3,0,1,0,90,6,1,4,1,1,1600000,0,7,16
110,0,5,0,3,0,0,0,90,4,0,6,1,1,1035000,0,5,107
180,0,12,0,3,0,1,0,150,8,1,5,1,1,1540000,0,5,136
175,8,13,1,3,0,1,0,138,8,1,4,1,1,1830000,0,5,18
185,1,17,1,3,0,1,0,150,8,2,5,1,1,2300000,0,4,93
110,3,3,2,3,0,0,0,90,4,9,4,1,1,885000,0,5,72
150,3,14,2,3,0,0,0,130,8,1,6,1,1,1289000,0,7,82
175,0,12,0,3,0,0,0,135,8,1,5,1,1,2100000,0,5,124
185,2,14,1,3,0,1,0,135,12,1,6,1,1,1800000,0,7,16
