,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Krediye Uygunluk
314,13165648,07 Temmuz 2023,Satılık,120 M2,0 (Yeni),4,Boş,04 Mayıs 2023,Konut,90 M2,2+1,4.Kat,Kombi Doğalgaz,1.300.000TL,Kayseri - Develi - Yeni Mahallesi,
315,13158541,02 Mayıs 2023,Satılık,135 M2,5-10,6,Boş,02 Mayıs 2023,Konut,120 M2,3+1,Yarı Bodrum,Kombi Doğalgaz,700.000TL,Kayseri - Develi - Reşadiye Mahallesi,
316,13151711,03 Temmuz 2023,Satılık,150 M2,21 Ve Üzeri,2,Boş,01 Mayıs 2023,Konut,120 M2,3+1,Düz Giriş,Kombi Doğalgaz,2.550.000TL,Kayseri - Develi - Mehmet Akif Ersoy Mahallesi,Bilinmiyor
317,13151573,21 Haziran 2023,Satılık,100 M2,0 (Yeni),1,Boş,01 Mayıs 2023,Konut,80 M2,1+1,Villa Tipi,Sobalı,451.750TL,Kayseri - Tomarza - Gülveren Mahallesi,
318,13144344,15 Haziran 2023,Satılık,170 M2,0 (Yeni),14,Boş,29 Nisan 2023,Konut,140 M2,3+1,2.Kat,Merkezi Doğalgaz,2.300.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
319,13143471,03 Temmuz 2023,Satılık,135 M2,1,7,Boş,29 Nisan 2023,Konut,90 M2,2+1,6.Kat,Kombi Doğalgaz,1.450.000TL,Kayseri - Develi - Feneseaşağı Mahallesi,Bilinmiyor
320,13143469,03 Temmuz 2023,Satılık,100 M2,0 (Yeni),4,Boş,29 Nisan 2023,Konut,80 M2,2+1,4.Kat,Kombi Doğalgaz,850.000TL,Kayseri - Develi - Harman Mahallesi,
321,13143467,25 Mayıs 2023,Satılık,140 M2,0 (Yeni),2,Boş,29 Nisan 2023,Konut,120 M2,3+1,Düz Giriş,Kombi Doğalgaz,2.525.000TL,Kayseri - Develi - Aşık Seyrani Mahallesi,
322,13143459,03 Temmuz 2023,Satılık,145 M2,2,4,Kiracı Oturuyor,29 Nisan 2023,Konut,115 M2,3+1,Düz Giriş,Kombi Doğalgaz,1.050.000TL,Kayseri - Develi - Harman Mahallesi,
323,13143456,03 Temmuz 2023,Satılık,120 M2,0 (Yeni),4,Boş,29 Nisan 2023,Konut,110 M2,3+1,3.Kat,Kombi Doğalgaz,975.000TL,Kayseri - Develi - Yeni Mahallesi,
324,13139687,29 Temmuz 2023,Satılık,185 M2,0 (Yeni),14,Boş,28 Nisan 2023,Konut,135 M2,3.5+1,2.Kat,Kat Kaloriferi,2.850.000TL,Kayseri - Talas - Mevlana Mahallesi,
325,13138281,13 Haziran 2023,Satılık,145 M2,0 (Yeni),4,Boş,28 Nisan 2023,Konut,120 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,1.200.000TL,Kayseri - Develi - Mehmet Akif Ersoy Mahallesi,
326,13135778,14 Haziran 2023,Satılık,100 M2,0 (Yeni),8,Boş,27 Nisan 2023,Konut,90 M2,2+1,1.Kat,Kombi Doğalgaz,1.425.000TL,Kayseri - Talas - Bahçelievler Mahallesi,Krediye Uygun Değil
327,13132601,29 Temmuz 2023,Satılık,125 M2,0 (Yeni),10,Boş,27 Nisan 2023,Konut,100 M2,2.5+1,2.Kat,Merkezi (Pay Ölçer),1.800.000TL,Kayseri - Talas - Kiçiköy Mahallesi,
328,13119000,23 Mayıs 2023,Satılık,296 M2,0 (Yeni),2,Boş,25 Nisan 2023,Konut,260 M2,5+1,Bahçe Katı,Kombi Doğalgaz,18.000.000TL,Kayseri - Talas - Tablakaya Mahallesi,Krediye Uygun Değil
329,13118997,28 Temmuz 2023,Satılık,185 M2,1,14,Boş,25 Nisan 2023,Konut,170 M2,3+1,4.Kat,Merkezi (Pay Ölçer),2.950.000TL,Kayseri - Talas - Mevlana Mahallesi,
330,13107218,23 Mayıs 2023,Satılık,110 M2,0 (Yeni),10,Boş,23 Nisan 2023,Konut,90 M2,2+1,1.Kat,Merkezi Doğalgaz,1.500.000TL,Kayseri - Talas - Yenidoğan Mahallesi,Krediye Uygun Değil
331,13106289,19 Temmuz 2023,Satılık,170 M2,5-10,14,Kiracı Oturuyor,22 Nisan 2023,Konut,150 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1.750.000TL,Kayseri - Talas - Yenidoğan Mahallesi,
332,13105217,15 Temmuz 2023,Satılık,165 M2,11-15,14,Mülk Sahibi Oturuyor,22 Nisan 2023,Konut,145 M2,3+1,2.Kat,Merkezi Doğalgaz,1.900.000TL,Kayseri - Talas - Mevlana Mahallesi,
333,13100298,15 Temmuz 2023,Satılık,175 M2,2,14,Mülk Sahibi Oturuyor,20 Nisan 2023,Konut,130 M2,3+1,4.Kat,Merkezi (Pay Ölçer),2.100.000TL,Kayseri - Talas - Mevlana Mahallesi,Krediye Uygun Değil
334,13091472,03 Mayıs 2023,Satılık,145 M2,4,14,Mülk Sahibi Oturuyor,18 Nisan 2023,Konut,136 M2,2.5+1,13.Kat,Merkezi (Pay Ölçer),1.595.000TL,Kayseri - Talas - Mevlana Mahallesi,Krediye Uygun Değil
335,13090097,06 Temmuz 2023,Satılık,165 M2,11-15,14,Kiracı Oturuyor,18 Nisan 2023,Konut,140 M2,3+1,6.Kat,Merkezi (Pay Ölçer),1.499.000TL,Kayseri - Talas - Yenidoğan Mahallesi,
336,13089897,20 Haziran 2023,Satılık,175 M2,0 (Yeni),4,Boş,18 Nisan 2023,Konut,140 M2,3+1,4.Kat,Kombi Doğalgaz,1.650.000TL,Kayseri - Develi - Bahçelievler Mahallesi,
337,13077437,03 Mayıs 2023,Satılık,1.890 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,16 Nisan 2023,Konut,1.830 M2,9+ Oda,Düz Giriş,Sobalı,11.000.000TL,Kayseri - Talas - Harman Mahallesi,
338,13077432,15 Haziran 2023,Satılık,190 M2,11-15,13,Mülk Sahibi Oturuyor,16 Nisan 2023,Konut,140 M2,3+1,13.Kat,Kombi Doğalgaz,1.899.000TL,Kayseri - Talas - Yenidoğan Mahallesi,
339,13074687,07 Temmuz 2023,Satılık,185 M2,5-10,12,Boş,15 Nisan 2023,Konut,155 M2,3+1,11.Kat,Merkezi Doğalgaz,1.850.000TL,Kayseri - Talas - Mevlana Mahallesi,
340,13072449,22 Temmuz 2023,Satılık,120 M2,4,4,Kiracı Oturuyor,15 Nisan 2023,Konut,100 M2,2.5+1,4.Kat,Kombi Doğalgaz,1.595.000TL,Kayseri - Talas - Kiçiköy Mahallesi,
341,13064121,29 Temmuz 2023,Satılık,220 M2,5-10,10,Mülk Sahibi Oturuyor,14 Nisan 2023,Konut,175 M2,4+1,7.Kat,Merkezi Doğalgaz,2.490.000TL,Kayseri - Talas - Harman Mahallesi,
342,13056116,24 Mayıs 2023,Satılık,130 M2,0 (Yeni),4,Boş,13 Nisan 2023,Konut,115 M2,3+1,1.Kat,Kombi Doğalgaz,1.250.000TL,Kayseri - Develi - Reşadiye Mahallesi,Bilinmiyor
343,13036059,08 Temmuz 2023,Satılık,155 M2,5-10,14,Boş,10 Nisan 2023,Konut,135 M2,3+1,4.Kat,Merkezi Doğalgaz,1.625.000TL,Kayseri - Talas - Mevlana Mahallesi,
344,13035588,25 Mayıs 2023,Satılık,175 M2,5-10,14,Kiracı Oturuyor,10 Nisan 2023,Konut,140 M2,3+1,13.Kat,Merkezi (Pay Ölçer),1.750.000TL,Kayseri - Talas - Mevlana Mahallesi,
345,13032174,26 Mayıs 2023,Satılık,80 M2,5-10,8,Boş,09 Nisan 2023,Konut,60 M2,1+1,1.Kat,Merkezi Doğalgaz,825.000TL,Kayseri - Talas - Mevlana Mahallesi,
346,13020991,26 Temmuz 2023,Satılık,155 M2,4,14,Boş,06 Nisan 2023,Konut,125 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1.585.000TL,Kayseri - Talas - Mevlana Mahallesi,
347,13020281,15 Haziran 2023,Satılık,1.073 M2,11-15,4,Boş,06 Nisan 2023,Konut,350 M2,9+ Oda,Villa Tipi,Kombi Doğalgaz,8.500.000TL,Kayseri - Talas - Yukarı Mahallesi,
348,13007611,22 Haziran 2023,Satılık,4.500 M2,5-10,2,Boş,03 Nisan 2023,Konut,4.000 M2,4.5+1,Bahçe Dublex,Sobalı,4.750.000TL,Kayseri - Hacılar - Beğendik Mahallesi,Bilinmiyor
349,13004731,15 Temmuz 2023,Satılık,135 M2,3,4,Boş,03 Nisan 2023,Konut,120 M2,3+1,3.Kat,Kombi Doğalgaz,1.550.000TL,Kayseri - Develi - Bahçelievler Mahallesi,
350,13002319,10 Haziran 2023,Satılık,240 M2,1,2,Boş,02 Nisan 2023,Konut,200 M2,4.5+1,Villa Tipi,Kombi Doğalgaz,5.800.000TLarrow_downward%2,Kayseri - Hacılar - Akyazı Mahallesi,
351,12967364,11 Temmuz 2023,Satılık,120 M2,11-15,13,Kiracı Oturuyor,27 Mart 2023,Konut,100 M2,2+1,Yüksek Giriş,Merkezi Doğalgaz,1.045.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
352,12964949,28 Temmuz 2023,Satılık,125 M2,5-10,4,Mülk Sahibi Oturuyor,27 Mart 2023,Konut,110 M2,2+1,4.Kat,Kombi Doğalgaz,950.000TL,Kayseri - Develi - Şehit Üsteğmen Hasan Şahan Mahallesi,
353,12964610,08 Temmuz 2023,Satılık,130 M2,0 (Yeni),5,Boş,27 Mart 2023,Konut,115 M2,3+1,1.Kat,Kombi Doğalgaz,1.200.000TL,Kayseri - Develi - Aşık Seyrani Mahallesi,
354,12964060,29 Mayıs 2023,Satılık,220 M2,5-10,14,Boş,27 Mart 2023,Konut,185 M2,4+1,3.Kat,Kombi Doğalgaz,2.699.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
355,12958019,28 Temmuz 2023,Satılık,175 M2,4,13,Mülk Sahibi Oturuyor,25 Mart 2023,Konut,174 M2,3+1,13.Kat,Merkezi (Pay Ölçer),2.000.000TLarrow_downward%6,Kayseri - Talas - Mevlana Mahallesi,
356,12946934,30 Temmuz 2023,Satılık,75 M2,5-10,10,Kiracı Oturuyor,23 Mart 2023,Konut,65 M2,1+1,3.Kat,Merkezi (Pay Ölçer),755.000TL,Kayseri - Talas - Mevlana Mahallesi,
357,12941892,16 Mayıs 2023,Satılık,175 M2,21 Ve Üzeri,12,Kiracı Oturuyor,23 Mart 2023,Konut,150 M2,3+1,1.Kat,Merkezi Doğalgaz,1.250.000TL,Kayseri - Talas - Mevlana Mahallesi,
358,12941886,15 Mayıs 2023,Satılık,187 M2,1,14,Kiracı Oturuyor,23 Mart 2023,Konut,150 M2,3+1,12.Kat,Merkezi (Pay Ölçer),1.675.000TL,Kayseri - Talas - Mevlana Mahallesi,
359,12940709,23 Mayıs 2023,Satılık,250 M2,4,2,Mülk Sahibi Oturuyor,23 Mart 2023,Konut,225 M2,3+1,Düz Giriş,Kombi Doğalgaz,7.250.000TL,Kayseri - Hacılar - Beğendik Mahallesi,
360,12937773,01 Temmuz 2023,Satılık,190 M2,5-10,15,Mülk Sahibi Oturuyor,22 Mart 2023,Konut,180 M2,3+1,5.Kat,Merkezi (Pay Ölçer),2.000.000TL,Kayseri - Talas - Mevlana Mahallesi,Krediye Uygun Değil
361,12935319,08 Temmuz 2023,Satılık,135 M2,0 (Yeni),5,Boş,22 Mart 2023,Konut,115 M2,3+1,1.Kat,Kombi Doğalgaz,1.200.000TL,Kayseri - Develi - Aşık Seyrani Mahallesi,Krediye Uygun Değil
362,12933067,02 Haziran 2023,Satılık,550 M2,16-20,3,Boş,22 Mart 2023,Konut,450 M2,9+ Oda,Villa Tipi,Kombi Doğalgaz,11.500.000TL,Kayseri - Talas - Yukarı Mahallesi,
363,12928959,18 Temmuz 2023,Satılık,185 M2,0 (Yeni),5,Boş,21 Mart 2023,Konut,170 M2,3+1,1.Kat,Yerden Isıtma,2.400.000TL,Kayseri - Talas - Kiçiköy Mahallesi,
364,12927103,07 Temmuz 2023,Satılık,400 M2,2,2,Boş,21 Mart 2023,Konut,350 M2,5+2,Villa Tipi,Kombi Doğalgaz,11.250.000TL,Kayseri - Talas - Yukarı Mahallesi,
365,12922859,19 Haziran 2023,Satılık,125 M2,0 (Yeni),14,Boş,20 Mart 2023,Konut,100 M2,2.5+1,8.Kat,Merkezi (Pay Ölçer),1.535.000TL,Kayseri - Talas - Mevlana Mahallesi,Krediye Uygun Değil
366,12922054,05 Temmuz 2023,Satılık,296 M2,0 (Yeni),2,Boş,20 Mart 2023,Konut,260 M2,5+1,Bahçe Dublex,Kombi Doğalgaz,18.000.000TL,Kayseri - Talas - Tablakaya Mahallesi,
367,12918394,04 Temmuz 2023,Satılık,145 M2,11-15,15,Boş,20 Mart 2023,Konut,120 M2,3+1,8.Kat,Merkezi Doğalgaz,1.150.000TL,Kayseri - Talas - Mevlana Mahallesi,
368,12917166,07 Haziran 2023,Satılık,400 M2,5-10,15,Mülk Sahibi Oturuyor,20 Mart 2023,Konut,320 M2,4+3,14.Kat,Merkezi (Pay Ölçer),2.900.000TL,Kayseri - Talas - Mevlana Mahallesi,
369,12914284,23 Mayıs 2023,Satılık,27 M2,11-15,8,Kiracı Oturuyor,19 Mart 2023,Konut,25 M2,1 Oda,Düz Giriş,Klimalı,250.000TL,Kayseri - Talas - Yenidoğan Mahallesi,Bilinmiyor
370,12908780,05 Haziran 2023,Satılık,135 M2,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,18 Mart 2023,Konut,125 M2,3+1,Yüksek Giriş,Sobalı,650.000TL,Kayseri - Develi - Şehit Üsteğmen Hasan Şahan Mahallesi,
371,12904090,06 Temmuz 2023,Satılık,240 M2,0 (Yeni),2,Boş,17 Mart 2023,Konut,200 M2,5+1,Bahçe Dublex,Yerden Isıtma,12.250.000TLarrow_downward%8,Kayseri - Talas - Tablakaya Mahallesi,
372,12897238,04 Temmuz 2023,Satılık,240 M2,5-10,5,Boş,16 Mart 2023,Konut,220 M2,4+2,5.Kat,Kombi Doğalgaz,3.250.000TL,Kayseri - Talas - Kiçiköy Mahallesi,Krediye Uygun Değil
373,12843001,29 Temmuz 2023,Satılık,1.700 M2,0 (Yeni),1,Boş,08 Mart 2023,Konut,85 M2,Stüdyo,Düz Giriş,Kombi Doğalgaz,10.000.000TL,Kayseri - Talas - Harman Mahallesi,Krediye Uygun Değil
374,12841627,22 Mayıs 2023,Satılık,190 M2,11-15,12,Boş,08 Mart 2023,Konut,160 M2,3+1,9.Kat,Merkezi Doğalgaz,2.450.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
375,12841043,01 Haziran 2023,Satılık,155 M2,5-10,14,Kiracı Oturuyor,08 Mart 2023,Konut,120 M2,3+1,14.Kat,Merkezi (Pay Ölçer),1.310.000TL,Kayseri - Talas - Mevlana Mahallesi,
376,12835773,08 Haziran 2023,Satılık,185 M2,2,14,Mülk Sahibi Oturuyor,07 Mart 2023,Konut,175 M2,3.5+1,13.Kat,Merkezi Doğalgaz,1.820.000TL,Kayseri - Talas - Mevlana Mahallesi,Krediye Uygun Değil
377,12820300,03 Mayıs 2023,Satılık,175 M2,1,14,Boş,06 Mart 2023,Konut,140 M2,3+1,13.Kat,Merkezi (Pay Ölçer),1.650.000TL,Kayseri - Talas - Mevlana Mahallesi,
378,12808361,24 Temmuz 2023,Satılık,110 M2,5-10,14,Kiracı Oturuyor,04 Mart 2023,Konut,90 M2,2+1,2.Kat,Merkezi (Pay Ölçer),1.350.000TL,Kayseri - Talas - Mevlana Mahallesi,
379,12797767,30 Mayıs 2023,Satılık,160 M2,0 (Yeni),5,Boş,02 Mart 2023,Konut,145 M2,4+1,1.Kat,Kombi Doğalgaz,1.695.000TL,Kayseri - Develi - Mustafa Asım Köksal Mahallesi,
380,12764525,26 Temmuz 2023,Satılık,559 M2,21 Ve Üzeri,1,Mülk Sahibi Oturuyor,23 Şubat 2023,Konut,558 M2,3+1,Düz Giriş,Sobalı,2.750.000TL,Kayseri - Talas - Harman Mahallesi,Krediye Uygun Değil
381,12745141,20 Haziran 2023,Satılık,195 M2,0 (Yeni),5,Mülk Sahibi Oturuyor,19 Şubat 2023,Konut,165 M2,4+1,3.Kat,Kombi Doğalgaz,1.700.000TL,Kayseri - Develi - Mustafa Asım Köksal Mahallesi,
382,12736482,03 Mayıs 2023,Satılık,180 M2,5-10,12,Boş,18 Şubat 2023,Konut,150 M2,3+1,1.Kat,Kombi Doğalgaz,1.490.000TLarrow_downward%4,Kayseri - Talas - Mevlana Mahallesi,
383,12686745,23 Mayıs 2023,Satılık,190 M2,11-15,12,Mülk Sahibi Oturuyor,08 Şubat 2023,Konut,170 M2,3+1,10.Kat,Kombi Doğalgaz,1.550.000TL,Kayseri - Talas - Mevlana Mahallesi,Krediye Uygun Değil
384,12685819,31 Mayıs 2023,Satılık,185 M2,0 (Yeni),12,Boş,08 Şubat 2023,Konut,135 M2,3+1,6.Kat,Merkezi (Pay Ölçer),2.349.000TL,Kayseri - Talas - Mevlana Mahallesi,
385,12685801,24 Temmuz 2023,Satılık,120 M2,0 (Yeni),6,Boş,08 Şubat 2023,Konut,100 M2,2+1,6.Kat,Kombi Doğalgaz,1.490.000TLarrow_downward%5,Kayseri - Talas - Mevlana Mahallesi,
386,12671341,11 Temmuz 2023,Satılık,75 M2,4,14,Kiracı Oturuyor,05 Şubat 2023,Konut,60 M2,1+1,12.Kat,Merkezi (Pay Ölçer),850.000TL,Kayseri - Talas - Mevlana Mahallesi,
387,12661435,20 Haziran 2023,Satılık,290 M2,5-10,13,Kiracı Oturuyor,03 Şubat 2023,Konut,255 M2,5+1,Çatı Katı,Kombi Doğalgaz,3.100.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
388,12661430,10 Mayıs 2023,Satılık,110 M2,0 (Yeni),4,Boş,03 Şubat 2023,Konut,85 M2,2+1,2.Kat,Kombi Doğalgaz,1.450.000TL,Kayseri - Develi - İbrahimağa Mahallesi,
389,12661426,10 Mayıs 2023,Satılık,160 M2,3,5,Boş,03 Şubat 2023,Konut,130 M2,3+1,2.Kat,Kombi Doğalgaz,1.300.000TL,Kayseri - Develi - Yeni Mahallesi,
390,12661421,20 Haziran 2023,Satılık,120 M2,5-10,3,Kiracı Oturuyor,03 Şubat 2023,Konut,90 M2,1+1,Çatı Katı,Kombi Doğalgaz,800.000TL,Kayseri - Develi - Aşık Seyrani Mahallesi,Krediye Uygun Değil
391,12661400,20 Haziran 2023,Satılık,80 M2,1,2,Boş,03 Şubat 2023,Konut,65 M2,1+1,Çatı Katı,Kombi Doğalgaz,800.000TL,Kayseri - Develi - Mustafa Asım Köksal Mahallesi,
392,12661397,20 Haziran 2023,Satılık,160 M2,5-10,5,Mülk Sahibi Oturuyor,03 Şubat 2023,Konut,130 M2,2+1,2.Kat,Kombi Doğalgaz,1.250.000TL,Kayseri - Develi - Yeni Mahallesi,
393,12661395,20 Haziran 2023,Satılık,135 M2,0 (Yeni),5,Kiracı Oturuyor,03 Şubat 2023,Konut,107 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,1.212.121TL,Kayseri - Develi - Mustafa Asım Köksal Mahallesi,
394,12580620,04 Temmuz 2023,Satılık,103 M2,0 (Yeni),8,Boş,24 Ocak 2023,Konut,90 M2,2+1,4.Kat,Kombi Doğalgaz,1.450.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
395,12579867,30 Temmuz 2023,Satılık,195 M2,0 (Yeni),14,Boş,24 Ocak 2023,Konut,145 M2,4+1,10.Kat,Merkezi (Pay Ölçer),2.450.000TL,Kayseri - Talas - Mevlana Mahallesi,
396,12566982,15 Haziran 2023,Satılık,200 M2,5-10,12,Kiracı Oturuyor,22 Ocak 2023,Konut,170 M2,4+1,1.Kat,Kombi Doğalgaz,1.895.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
397,12534081,06 Temmuz 2023,Satılık,185 M2,5-10,14,Kiracı Oturuyor,16 Ocak 2023,Konut,140 M2,3+1,3.Kat,Merkezi Doğalgaz,1.750.000TL,Kayseri - Talas - Mevlana Mahallesi,
398,12521351,15 Haziran 2023,Satılık,175 M2,4,14,Kiracı Oturuyor,13 Ocak 2023,Konut,150 M2,3+1,9.Kat,Merkezi Doğalgaz,1.950.000TL,Kayseri - Talas - Mevlana Mahallesi,
399,12515786,03 Haziran 2023,Satılık,135 M2,0 (Yeni),4,Boş,12 Ocak 2023,Konut,110 M2,3+1,2.Kat,Kombi Doğalgaz,1.350.000TL,Kayseri - Develi - Yeni Mahallesi,
400,12493265,15 Haziran 2023,Satılık,170 M2,11-15,7,Kiracı Oturuyor,08 Ocak 2023,Konut,150 M2,3+1,1.Kat,Kombi Doğalgaz,1.125.000TL,Kayseri - Talas - Kiçiköy Mahallesi,
401,12491671,29 Temmuz 2023,Satılık,190 M2,11-15,15,Boş,08 Ocak 2023,Konut,145 M2,3+1,13.Kat,Merkezi (Pay Ölçer),1.850.000TL,Kayseri - Talas - Mevlana Mahallesi,
402,12478160,17 Temmuz 2023,Satılık,200 M2,5-10,4,Kiracı Oturuyor,06 Ocak 2023,Konut,160 M2,3+1,4.Kat,Kombi Doğalgaz,1.750.000TL,Kayseri - Develi - İbrahimağa Mahallesi,
403,12454889,01 Haziran 2023,Satılık,135 M2,4,5,Mülk Sahibi Oturuyor,02 Ocak 2023,Konut,120 M2,3+1,Müstakil.Kat,Kombi Doğalgaz,1.000.000TL,Kayseri - Develi - Camiicedit Mahallesi,
404,12416088,27 Haziran 2023,Satılık,180 M2,2,2,Mülk Sahibi Oturuyor,27 Aralık 2022,Konut,140 M2,6+1,Bahçe Dublex,Kombi Doğalgaz,7.500.000TL,Kayseri - Develi - Zile Mahallesi,
405,12411204,16 Haziran 2023,Satılık,170 M2,0 (Yeni),14,Boş,26 Aralık 2022,Konut,140 M2,3+1,5.Kat,Merkezi Doğalgaz,2.300.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
406,12398962,15 Haziran 2023,Satılık,150 M2,0 (Yeni),10,Boş,23 Aralık 2022,Konut,130 M2,3+1,3.Kat,Merkezi Doğalgaz,1.500.000TL,Kayseri - Talas - Harman Mahallesi,
407,12396665,16 Haziran 2023,Satılık,550 M2,11-15,3,Boş,23 Aralık 2022,Konut,500 M2,9+ Oda,Villa Tipi,Kombi Doğalgaz,20.000.000TL,Kayseri - Talas - Yukarı Mahallesi,
408,12395741,28 Temmuz 2023,Satılık,150 M2,11-15,2,Mülk Sahibi Oturuyor,23 Aralık 2022,Konut,140 M2,3+1,Müstakil.Kat,Sobalı,1.500.000TL,Kayseri - Sarız - Yeşilkent Mahallesi,
409,12393450,29 Temmuz 2023,Satılık,155 M2,0 (Yeni),14,Boş,22 Aralık 2022,Konut,115 M2,3+1,13.Kat,Merkezi (Pay Ölçer),1.950.000TL,Kayseri - Talas - Mevlana Mahallesi,
410,12388326,22 Haziran 2023,Satılık,175 M2,0 (Yeni),14,Boş,22 Aralık 2022,Konut,135 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1.700.000TL,Kayseri - Talas - Mevlana Mahallesi,
411,12357766,12 Mayıs 2023,Satılık,125 M2,11-15,5,Mülk Sahibi Oturuyor,17 Aralık 2022,Konut,110 M2,3+1,4.Kat,Kombi Doğalgaz,1.200.000TL,Kayseri - Develi - Harman Mahallesi,
412,12339607,12 Temmuz 2023,Satılık,185 M2,0 (Yeni),14,Boş,13 Aralık 2022,Konut,145 M2,4+1,2.Kat,Merkezi (Pay Ölçer),2.875.000TL,Kayseri - Talas - Mevlana Mahallesi,
413,12257178,01 Haziran 2023,Satılık,145 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,29 Kasım 2022,Konut,125 M2,3+1,Müstakil.Kat,Kombi Doğalgaz,1.100.000TL,Kayseri - Develi - Aşık Seyrani Mahallesi,
414,12082283,05 Mayıs 2023,Satılık,130 M2,5-10,9,Mülk Sahibi Oturuyor,29 Ekim 2022,Konut,110 M2,3+1,6.Kat,Merkezi (Pay Ölçer),1.750.000TL,Kayseri - Talas - Yenidoğan Mahallesi,
415,12070309,15 Temmuz 2023,Satılık,900 M2,5-10,3,Mülk Sahibi Oturuyor,27 Ekim 2022,Konut,700 M2,7+3,3.Kat,Merkezi Doğalgaz,6.000.000TL,Kayseri - Hacılar - Yukarı Mahallesi,
416,11820285,05 Haziran 2023,Satılık,150 M2,0 (Yeni),2,Mülk Sahibi Oturuyor,16 Eylül 2022,Konut,120 M2,2+1,Müstakil.Kat,Kombi Doğalgaz,1.550.000TL,Kayseri - Develi - Develi Camikebir Mahallesi,
417,11817886,21 Haziran 2023,Satılık,160 M2,5-10,14,Boş,15 Eylül 2022,Konut,140 M2,3+1,4.Kat,Merkezi Doğalgaz,1.440.000TL,Kayseri - Talas - Mevlana Mahallesi,
418,11798322,29 Temmuz 2023,Satılık,155 M2,0 (Yeni),14,Boş,12 Eylül 2022,Konut,115 M2,3+1,6.Kat,Merkezi (Pay Ölçer),1.925.000TL,Kayseri - Talas - Mevlana Mahallesi,
419,11754351,17 Temmuz 2023,Satılık,120 M2,0 (Yeni),4,Mülk Sahibi Oturuyor,06 Eylül 2022,Konut,90 M2,2+1,4.Kat,Kombi Doğalgaz,1.850.000TL,Kayseri - Develi - İbrahimağa Mahallesi,
420,11754347,08 Temmuz 2023,Satılık,140 M2,0 (Yeni),5,Mülk Sahibi Oturuyor,06 Eylül 2022,Konut,115 M2,3+1,1.Kat,Kombi Doğalgaz,1.300.000TL,Kayseri - Develi - Alpaslan Mahallesi,
421,11711927,26 Mayıs 2023,Satılık,200 M2,0 (Yeni),3,Boş,28 Ağustos 2022,Konut,180 M2,5+2,Müstakil.Kat,Sobalı,2.500.000TL,Kayseri - Sarız - Yeşilkent Mahallesi,
422,11635212,17 Temmuz 2023,Satılık,135 M2,4,4,Kiracı Oturuyor,13 Ağustos 2022,Konut,115 M2,3+1,4.Kat,Kombi Doğalgaz,1.480.000TL,Kayseri - Develi - Reşadiye Mahallesi,
423,11593327,14 Haziran 2023,Satılık,140 M2,0 (Yeni),5,Boş,06 Ağustos 2022,Konut,115 M2,3+1,1.Kat,Kombi Doğalgaz,1.300.000TL,Kayseri - Develi - Feneseyukarı Mahallesi,
424,11593327,14 Haziran 2023,Satılık,140 M2,0 (Yeni),5,Boş,06 Ağustos 2022,Konut,115 M2,3+1,1.Kat,Kombi Doğalgaz,1.300.000TL,Kayseri - Develi - Feneseyukarı Mahallesi,
425,11478150,15 Haziran 2023,Satılık,175 M2,11-15,7,Kiracı Oturuyor,16 Temmuz 2022,Konut,155 M2,3+1,4.Kat,Merkezi Doğalgaz,1.850.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
426,11291132,26 Temmuz 2023,Satılık,1.271 M2,0 (Yeni),2,Boş,07 Haziran 2022,Konut,256 M2,5+1,Düz Giriş,Kombi Doğalgaz,6.550.000TL,Kayseri - Hacılar - Akdam Mahallesi,
427,10973352,15 Haziran 2023,Satılık,190 M2,5-10,12,Kiracı Oturuyor,13 Nisan 2022,Konut,165 M2,4+1,Yüksek Giriş,Kombi Doğalgaz,1.400.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
428,10559017,29 Temmuz 2023,Satılık,170 M2,1,14,Boş,25 Ocak 2022,Konut,132 M2,3.5+1,6.Kat,Merkezi (Pay Ölçer),2.450.000TL,Kayseri - Talas - Mevlana Mahallesi,
429,9990989,22 Mayıs 2023,Satılık,150 M2,21 Ve Üzeri,1,Mülk Sahibi Oturuyor,16 Eylül 2021,Konut,120 M2,3+1,Düz Giriş,Sobalı,410.000TL,Kayseri - Develi - Reşadiye Mahallesi,
