Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yapı Durumu,Eşya Durumu,Banyo Sayısı,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Site İçerisinde,Kategori,Fiyat,İlan Açıklaması,Şehir,İlçe,Mahalle
120,0 (Yeni),2,Boş,,Boş,1,Konut,100,3+1,,Sobalı,Hayır,Villa,2400000,,Kayseri,Kocasinan,Buğdaylı Mahallesi
280,16-20,14,Boş,,Boş,2,Konut,220,4+1,6.Kat,Kombi Doğalgaz,Hayır,Daire,3350000,,Kayseri,Melikgazi,Gültepe Mahallesi
155,0 (Yeni),10,Boş,,,1,Konut,130,2.5+1,6.Kat,Merkezi Doğalgaz,Hayır,Daire,1065000,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
175,0 (Yeni),14,Boş,,,2,Konut,140,3+1,6.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1700000,Detaylı Bilgi İçin Lütfen İletişim Numaralarımızdan Ulasınız,Kayseri,Melikgazi,Gesi Fatih Mahallesi
170,5-10,8,Boş,,,1,Konut,165,3+1,6.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1500000,"Güler Gayrimenkul Güvencesiyle, AHİ EVRAN MAHALLESİ ESKI MUHTARLIK BINASI KARŞISINDA 3+1 LUX DAİRE FIRSATI!, DETAYLI BİLGİ İÇİN LÜTFEN ;, (0) 545 685 55 38, BUĞRAHAN KARABAĞ",Kayseri,Kocasinan,Ahi Evran Mahallesi
165,21 Ve Üzeri,8,Kiracı Oturuyor,İkinci El,Eşyalı,1,Konut,145,3+1,5.Kat,Merkezi Doğalgaz,Hayır,Daire,1850000,,Kayseri,Kocasinan,Erciyesevler Mahallesi
175,5-10,11,Kiracı Oturuyor,,,1,Konut,135,3+1,1.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1695000,,Kayseri,Kocasinan,Uğurevler Mahallesi
130,11-15,9,Mülk Sahibi Oturuyor,,,1,Konut,110,3+1,5.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1275000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
175,5-10,10,Boş,İkinci El,Boş,2,Konut,150,3+1,5.Kat,Merkezi Doğalgaz,Hayır,Daire,1950000,,Kayseri,Talas,Yenidoğan Mahallesi
160,0 (Yeni),10,Boş,Sıfır,Boş,2,Konut,130,3+1,1.Kat,Merkezi Doğalgaz,Hayır,Daire,1800000,,Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
165,5-10,3,Mülk Sahibi Oturuyor,,,2,Konut,130,3+1,2.Kat,Kombi Doğalgaz,Hayır,Daire,1800000,,Kayseri,Melikgazi,Gesi Mahallesi
265,1,2,Mülk Sahibi Oturuyor,İkinci El,Eşyalı,3,Konut,250,5+1,,Yerden Isıtma,Hayır,Villa,10250000,,Kayseri,Talas,Reşadiye Mahallesi
145,21 Ve Üzeri,15,Kiracı Oturuyor,,Eşyalı,1,Konut,120,3+1,12.Kat,Merkezi Doğalgaz,Hayır,Daire,1050000,,Kayseri,Talas,Mevlana Mahallesi
165,0 (Yeni),10,Boş,,Boş,2,Konut,135,3+1,5.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1749000,,Kayseri,Kocasinan,Osmangazi Mahallesi
130,11-15,10,Mülk Sahibi Oturuyor,İkinci El,Boş,1,Konut,110,3+1,5.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1275000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
165,0 (Yeni),14,Boş,Sıfır,,2,Konut,137,3+1,6.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1950000,,Kayseri,Kocasinan,Zümrüt Mahallesi
115,2,7,Boş,,,1,Konut,90,2+1,7.Kat,Merkezi (Pay Ölçer),Hayır,Daire,875000,,Kayseri,Hacılar,Aşağı Mahallesi
175,0 (Yeni),12,Boş,,,2,Konut,138,3+1,6.Kat,Merkezi (Pay Ölçer),Hayır,Daire,3200000,,Kayseri,Talas,Mevlana Mahallesi
175,5-10,13,Mülk Sahibi Oturuyor,İkinci El,Boş,2,Konut,150,3+1,11.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1535000,,Kayseri,Melikgazi,Tacettin Veli Mahallesi
450,5-10,4,Boş,,,4,Konut,380,9+ Oda,,Kombi Doğalgaz,Hayır,Villa,16900000,,Kayseri,Melikgazi,Gesi Mahallesi
185,0 (Yeni),10,Boş,Sıfır,Boş,2,Konut,140,3+2,2.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2090000,"-, MYK BELGE NO:YB0088/17UY03335/00/3508",Kayseri,Kocasinan,Beyazşehir Mahallesi
310,11-15,4,Boş,,,4,Konut,260,6+2,,Kombi Doğalgaz,Hayır,Villa,6150000,,Kayseri,Talas,Harman Mahallesi
280,5-10,13,Kiracı Oturuyor,,Boş,2,Konut,230,4+1,11.Kat,Merkezi Doğalgaz,Evet,Daire,7600000,,Kayseri,Melikgazi,Köşk Mahallesi
250,5-10,11,Boş,,Boş,2,Konut,200,5+2,11.Kat,Kombi Doğalgaz,Hayır,Daire,2350000,,Kayseri,Melikgazi,Altınoluk Mahallesi
450,11-15,4,Mülk Sahibi Oturuyor,,,1,Konut,440,2+1,Bahçe Dublex,Kombi Doğalgaz,Hayır,Daire,3150000,"Eskişehir mahallesi danişmentgazi de teras kat dahil 4 katlı bina komple satliktir ., Bina ısı yalıtımlı kombili olup yapılıdır., Daireler 2+1 olup yüksek rakamlı düzenli ödemelerini yapan kiracılıdır ,istenirse kiracılar devam edebilir ., Bina konum olarak güzel olup sosyal donatılar ile çevrilidir., Bina önünde kendisine ait bahçesi ardiye depo su vardir, Ulaşımı kolay cadde üzerinde olup binamızı görmek ve daha fazla bilgi almak için telefondan arayınız",Kayseri,Melikgazi,Danişmend Gazi Mahallesi
160,4,8,Mülk Sahibi Oturuyor,,Boş,2,Konut,140,3+1,7.Kat,Merkezi (Pay Ölçer),Evet,Daire,1350000,,Kayseri,Kocasinan,Ahi Evran Mahallesi
185,3,14,Boş,,,2,Konut,180,3+1,7.Kat,Merkezi Doğalgaz,Hayır,Daire,1800000,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
380,5-10,13,Boş,,Eşyalı,3,Konut,315,6+2,13.Kat,Yerden Isıtma,Hayır,Daire,5950000,,Kayseri,Melikgazi,Germir Mahallesi
55,5-10,3,Boş,,,1,Konut,50,1+1,2.Kat,Kombi Doğalgaz,Hayır,Daire,649000,,Kayseri,Melikgazi,Demokrasi Mahallesi
110,0 (Yeni),7,Boş,,Boş,1,Konut,85,2+1,1.Kat,Merkezi Doğalgaz,Hayır,Daire,1100000,,Kayseri,Melikgazi,Esenyurt Mahallesi
210,0 (Yeni),14,Boş,,Boş,2,Konut,153,4+1,2.Kat,Merkezi (Pay Ölçer),Hayır,Daire,3699000,,Kayseri,Kocasinan,Yakut Mahallesi
170,0 (Yeni),14,Boş,Sıfır,,1,Konut,130,3+1,12.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1950000,TL KREDİ İMKANI,Kayseri,Melikgazi,Bahçelievler Mahallesi
125,0 (Yeni),13,Boş,Sıfır,,2,Konut,95,2+1,12.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1400000,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
85,5-10,3,Mülk Sahibi Oturuyor,İkinci El,,1,Konut,65,2+1,2.Kat,Merkezi (Pay Ölçer),Hayır,Daire,820000,,Kayseri,Melikgazi,Demokrasi Mahallesi
85,16-20,3,Boş,İkinci El,,1,Konut,55,1+1,Düz Giriş (Zemin),Kombi Doğalgaz,Evet,Daire,675000,,Kayseri,Melikgazi,Demokrasi Mahallesi
135,4,14,Boş,İkinci El,,2,Konut,100,2+1,12.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1450000,,Kayseri,Melikgazi,Bahçelievler Mahallesi
125,0 (Yeni),9,Boş,Sıfır,Boş,1,Konut,110,3+1,3.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1675000,,Kayseri,Kocasinan,Şeker Mahallesi
300,0 (Yeni),3,Boş,,Boş,4,Konut,280,7+1,,Yerden Isıtma,Hayır,Villa,18500000,,Kayseri,Melikgazi,Erenköy Mahallesi
80,21 Ve Üzeri,8,Boş,,,1,Konut,70,1+1,Yüksek Giriş,Merkezi Doğalgaz,Hayır,Daire,748000,,Kayseri,Kocasinan,Sahabiye Mahallesi
160,21 Ve Üzeri,8,Boş,İkinci El,,1,Konut,135,3+1,1.Kat,Merkezi Doğalgaz,Hayır,Daire,1449000,,Kayseri,Kocasinan,Sahabiye Mahallesi
175,1,11,Kiracı Oturuyor,,Boş,2,Konut,140,3+1,1.Kat,Merkezi (Pay Ölçer),Hayır,Daire,3490000,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
280,0 (Yeni),3,Boş,,Boş,2,Konut,260,5+1,,Kombi Doğalgaz,Hayır,Villa,14500000,,Kayseri,Melikgazi,Erenköy Mahallesi
245,0 (Yeni),3,Boş,,Boş,2,Konut,216,5+1,,Kombi Doğalgaz,Hayır,Villa,5750000,,Kayseri,Melikgazi,Gesi Mahallesi
200,11-15,14,Kiracı Oturuyor,İkinci El,,2,Konut,160,4+1,11.Kat,Merkezi Doğalgaz,Hayır,Daire,2300000,,Kayseri,Talas,Mevlana Mahallesi
130,0 (Yeni),14,Boş,Sıfır,,2,Konut,120,3+1,5.Kat,Merkezi Doğalgaz,Evet,Daire,315000,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
160,21 Ve Üzeri,8,Boş,İkinci El,,1,Konut,135,3+1,1.Kat,Merkezi Doğalgaz,Hayır,Daire,1149000,,Kayseri,Kocasinan,Sahabiye Mahallesi
130,0 (Yeni),12,Boş,,,2,Konut,115,2+1,5.Kat,Merkezi Doğalgaz,Evet,Daire,290000,,Kayseri,Kocasinan,Ahi Evran Mahallesi
175,0 (Yeni),6,Boş,,Boş,2,Konut,125,3+1,1.Kat,Kombi Doğalgaz,Hayır,Daire,1499000,,Kayseri,Kocasinan,General Emir Mahallesi
150,21 Ve Üzeri,8,Boş,,Boş,1,Konut,149,3+1,2.Kat,Merkezi Doğalgaz,Hayır,Daire,1500000,"* havaalanı yolu üzerinde * çevresi açık park ve bahçeden oluşan * 3 cephe ( güney- doğu - batı ) * Merkezi doğalgaz sistemi * 8 katlı binanın 2. Katı * 3 balkon, birisi kapalı * otoparklı   Dairemiz kısa süreliğine sahibinden satılıktır..  Direk tapu devri yapılabilir, oturuma müsaittir  Krediye uygundur..   Detaylı bilgi için iletilişime geçebilirsiniz..",Kayseri,Kocasinan,Yeni Mahallesi
175,5-10,14,Boş,İkinci El,,2,Konut,155,3+1,8.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1525000,,Kayseri,Talas,Mevlana Mahallesi
175,0 (Yeni),12,Boş,,,2,Konut,155,3+1,7.Kat,Kombi Doğalgaz,Hayır,Daire,2200000,kayseri zümrüt mah 0 tapulu daire merkezi konumda 4 oda 170 m2,Kayseri,Kocasinan,Zümrüt Mahallesi
130,0 (Yeni),14,Boş,Sıfır,,2,Konut,118,3+1,5.Kat,Merkezi Doğalgaz,Hayır,Daire,205000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
400,0 (Yeni),3,Boş,,Boş,3,Konut,350,3+1,,Kombi Doğalgaz,Hayır,Villa,22500000,,Kayseri,Melikgazi,Becen Mahallesi
100,21 Ve Üzeri,3,Kiracı Oturuyor,İkinci El,,1,Konut,80,2+1,2.Kat,Sobalı,Hayır,Daire,500000,,Kayseri,Develi,Harman Mahallesi
375,21 Ve Üzeri,2,Boş,,,3,Konut,300,3+1,Bahçe Katı,Sobalı,Hayır,Daire,1600000,,Kayseri,Melikgazi,Hürriyet Mahallesi
360,0 (Yeni),3,Boş,,Boş,2,Konut,320,7+1,,Kombi Doğalgaz,Hayır,Villa,9500000,,Kayseri,Talas,Yukarı Mahallesi
187,5-10,14,Mülk Sahibi Oturuyor,,Boş,2,Konut,155,3+1,3.Kat,Merkezi Doğalgaz,Evet,Daire,2599000,,Kayseri,Talas,Yenidoğan Mahallesi
125,2,3,Kiracı Oturuyor,,Eşyalı,1,Konut,100,2+1,Yüksek Giriş,Merkezi Doğalgaz,Hayır,Daire,1390000,,Kayseri,Talas,Bahçelievler Mahallesi
120,21 Ve Üzeri,3,Kiracı Oturuyor,,Boş,1,Konut,100,3+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Daire,970000,,Kayseri,Melikgazi,Battalgazi Mahallesi
135,0 (Yeni),10,Boş,,Boş,2,Konut,100,2+1,4.Kat,Merkezi (Pay Ölçer),Hayır,Daire,315000,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
90,4,14,Kiracı Oturuyor,,Boş,1,Konut,65,3+1,7.Kat,Merkezi (Pay Ölçer),Hayır,Daire,825000,,Kayseri,Talas,Mevlana Mahallesi
170,11-15,13,Mülk Sahibi Oturuyor,,Boş,1,Konut,140,3+1,11.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1650000,,Kayseri,Kocasinan,Turgut Reis Mahallesi
190,0 (Yeni),14,Boş,,Boş,2,Konut,145,4+1,5.Kat,Merkezi (Pay Ölçer),Hayır,Daire,3100000,,Kayseri,Talas,Mevlana Mahallesi
130,21 Ve Üzeri,4,Kiracı Oturuyor,,Boş,1,Konut,110,3+1,1.Kat,Kombi Doğalgaz,Hayır,Daire,1050000,,Kayseri,Talas,Mevlana Mahallesi
175,5-10,7,Kiracı Oturuyor,Yapım Aşamasında,Boş,1,Konut,150,3+1,6.Kat,Kombi Doğalgaz,Hayır,Daire,1500000,,Kayseri,Talas,Yenidoğan Mahallesi
175,11-15,10,Boş,İkinci El,,1,Konut,157,3+1,4.Kat,Merkezi Doğalgaz,Hayır,Daire,1850000,,Kayseri,Talas,Bahçelievler Mahallesi
200,0 (Yeni),13,Boş,,Boş,2,Konut,180,4+1,5.Kat,Merkezi Doğalgaz,Hayır,Daire,3500000,,Kayseri,Kocasinan,Ertuğrul Gazi Mahallesi
120,1,14,Boş,,,2,Konut,100,2+1,12.Kat,Merkezi Doğalgaz,Hayır,Daire,1575000,,Kayseri,Talas,Mevlana Mahallesi
175,11-15,13,Kiracı Oturuyor,İkinci El,,1,Konut,150,3+1,13.Kat,Merkezi Doğalgaz,Hayır,Daire,1475000,,Kayseri,Talas,Yenidoğan Mahallesi
488,0 (Yeni),2,Boş,,Boş,1,Konut,411,3+0,,Sobalı,Hayır,Müstakil Ev,750000,,Kayseri,Bünyan,İbrahimbey Mahallesi
120,1,14,Boş,,,1,Konut,95,2+1,7.Kat,Merkezi Doğalgaz,Hayır,Daire,1450000,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
110,0 (Yeni),5,Boş,,Boş,1,Konut,90,2+1,4.Kat,Merkezi Doğalgaz,Hayır,Daire,1650000,,Kayseri,Talas,Harman Mahallesi
85,4,14,Kiracı Oturuyor,,Eşyalı,1,Konut,45,1+1,6.Kat,Merkezi Doğalgaz,Hayır,Residence,919000,,Kayseri,Talas,Mevlana Mahallesi
175,2,14,Boş,İkinci El,Boş,2,Konut,150,3+1,13.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2200000,,Kayseri,Talas,Mevlana Mahallesi
270,5-10,5,Boş,İkinci El,,3,Konut,250,4+1,Villa Tipi,Merkezi Doğalgaz,Hayır,Daire,2350000,,Kayseri,Melikgazi,Germir Mahallesi
160,16-20,11,Boş,İkinci El,Boş,1,Konut,135,3+1,9.Kat,Merkezi Doğalgaz,Hayır,Daire,1270000,,Kayseri,Melikgazi,19 Mayıs Mahallesi
95,1,6,Kiracı Oturuyor,,Eşyalı,1,Konut,78,2+1,3.Kat,Kombi Doğalgaz,Hayır,Daire,1285000,,Kayseri,Talas,Tablakaya Mahallesi
106,0 (Yeni),10,Boş,Sıfır,Boş,2,Konut,75,2+1,2.Kat,Kat Kaloriferi,Hayır,Daire,1525000,"ARVEN CADDE 2 PROJESİNDE LÜKS,ORTA KAT SIFIR DAİRE",Kayseri,Kocasinan,Sancaktepe Mahallesi
155,2,15,Kiracı Oturuyor,İkinci El,Boş,2,Konut,105,3+1,6.Kat,Kat Kaloriferi,Hayır,Daire,1650000,"ARVEN FLORA'DA ORTA KAT, LÜKS, GÜNEY CEPHE 3+1 DAİRE",Kayseri,Melikgazi,Yeşilyurt Mahallesi
340,21 Ve Üzeri,2,Boş,,,1,Konut,170,7+1,,Sobalı,Hayır,Müstakil Ev,4900000,Talas Osmanlı sokağında meydanda konak işletme ruhsatlı daha önce cafe olarak iş yapmış mülkümüz satılıktır görülmeye değer bir yapısı vardır geniş balkonlu ufak bahçeli 8 odalı ayrıca inli bir konuttur pazarlık az da olsa vardır yüzyüze pazarlık olur alana hayırlı olsun...,Kayseri,Talas,Kiçiköy Mahallesi
200,3,10,Boş,İkinci El,Boş,2,Konut,175,4+1,1.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2590000,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
175,11-15,13,Boş,,Boş,2,Konut,138,3+1,7.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2300000,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
240,0 (Yeni),2,Boş,Sıfır,Boş,4,Konut,190,5+1,,Kombi Doğalgaz,Hayır,Villa,11000000,,Kayseri,Melikgazi,Becen Mahallesi
170,5-10,15,Boş,İkinci El,Boş,1,Konut,130,3+1,4.Kat,Kat Kaloriferi,Hayır,Daire,1750000,"KAYSERİ İLDEM'DE LÜKS, ORTA KAT GÜNEY CEPHE 3+1 SATILIK DAİRE",Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
145,11-15,12,Boş,İkinci El,Boş,2,Konut,130,3+1,4.Kat,Merkezi (Pay Ölçer),Evet,Daire,1500000,Doğu güney batı cepheli merkezi pay ölçerli daire,Kayseri,Melikgazi,Esenyurt Mahallesi
165,0 (Yeni),12,Boş,,Boş,2,Konut,129,3+1,6.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2080000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
220,0 (Yeni),2,Boş,,,3,Konut,200,3.5+1,,Isıtma Yok,Hayır,Villa,4000000,,Kayseri,Hacılar,Akyazı Mahallesi
200,0 (Yeni),10,Boş,Sıfır,Boş,2,Konut,185,3+1,9.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2400000,,Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
160,11-15,12,Boş,İkinci El,,1,Konut,130,3+1,7.Kat,Kombi Doğalgaz,Hayır,Daire,1380000,Kayseri İldemde kombili orta kat 3+1 Daire,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
145,16-20,12,Boş,İkinci El,Boş,1,Konut,130,3+1,8.Kat,Merkezi Doğalgaz,Hayır,Daire,1300000,BEYAZŞEHİRDE KAYMEK YAKİN KONUMDA ARA KAT SATILIK DAİRE DETAYLI BİLGİ VE SUNUM İÇİN BİZİMLE İLETİŞİME GEÇEBİLİRSİNİZ PAZARLIK PAYI VAR TAKAS YOK ALAN KİŞİYE HAYIRLI OLMASI DİLEĞİYLE,Kayseri,Kocasinan,Beyazşehir Mahallesi
110,16-20,3,Boş,İkinci El,,1,Konut,90,2+1,3.Kat,Doğalgaz Sobalı,Hayır,Daire,775000,,Kayseri,Melikgazi,Aydınlıkevler Mahallesi
220,3,10,Boş,İkinci El,Boş,2,Konut,190,4+1,1.Kat,Merkezi Doğalgaz,Hayır,Daire,2600000,YILDIRIM BEYAZIT MAHALLESİDE GENİŞ FERAH LÜKS 4+1  HER KATTA 3 DAİRE ÜZERİNE KURULU GENİŞ FERAH OTURUM ALANINA SAHİP  KUZEY DOĞU BATI OLARAK 3 CEPHE GÖRMEKTEDİR  İÇİ YAPILI OLUP DUVAR KAĞIDI VESTİYER DUŞA KABİN MEVCUTTUR  GİYİNME ODASI BULUNMAKTADIR  GAYET GENİŞ KULLANIMA SAHİP CAM İLE KAPALI BALKON  OTOBÜS TRAMVAY PAZAR YERİ CAMİ OKUL VS SOSYAL DONATILAR YANI BAŞINDA  DETAYLI SUNUM İÇİN İRTİBATA GEÇİNİZ.,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
128,16-20,9,Kiracı Oturuyor,,,1,Konut,100,3+1,5.Kat,Merkezi Doğalgaz,Hayır,Daire,1300000,KAYSERİ İLDEMDE ORTA KAT MESKENLİ 3+1 DAİRE,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
90,3,5,Mülk Sahibi Oturuyor,İkinci El,Boş,1,Konut,85,2+1,3.Kat,Merkezi Doğalgaz,Evet,Daire,1010000,YEŞİLYURT ESNAF TOKİDE SATILIK ORTA KAT GÜNEY CEPHELİ 2+1 DAİRE ÖDEMESİ DEVAM EDİYOR  NOTER DEVİRLİ AYLIK ÖDEMESİ 2500 TL,Kayseri,Melikgazi,Yeşilyurt Mahallesi
140,11-15,3,Mülk Sahibi Oturuyor,,,1,Konut,110,3+1,3.Kat,Kombi Doğalgaz,Hayır,Daire,1075000,"Keykubat Mahallesinde tramvay durağına yakın konum lokasyonu harika olan dairemiz sosyal donatılar ile çevrili olup ,, Isı yalıtımı yapılı 3 katli binanın 3.katı güney batı cephesinde dir., 3+1 kombili pencereler pvc dir, Tapulu krediye uygun olup daha fazla bilgi için telefondan arayınız",Kayseri,Melikgazi,Keykubat Mahallesi
220,11-15,13,Mülk Sahibi Oturuyor,,Boş,2,Konut,200,4+1,Yüksek Giriş,Merkezi (Pay Ölçer),Hayır,Daire,1990000,,Kayseri,Talas,Yenidoğan Mahallesi
250,3,4,Mülk Sahibi Oturuyor,,,2,Konut,210,4+1,Yüksek Giriş,Merkezi Doğalgaz,Evet,Daire,2200000,İLDEM YEŞİLYURT ESNAF TOKİDE VİLLA TADINDA ÇOK GENİŞ VE FERAH DAİRE İÇERİSİ ÖZEL YAPIM FUL YAPILMIŞ OLUP HERŞEY BİRİNCİ SINIF MALZEME KULLANILMIŞTIR DETAYLI BİLGİ VE SUNUM İÇİN İLETİŞİME GEÇİNİZ …,Kayseri,Melikgazi,Yeşilyurt Mahallesi
200,4,5,Kiracı Oturuyor,,,2,Konut,160,4+1,Yüksek Giriş,Merkezi (Pay Ölçer),Evet,Daire,2350000,"ILDEM TOKI, ÇÖL GİBİ GENİŞ, TÜNEL KALIP SİSTEMLİ, 2 BANYO 2 BALKONLU",Kayseri,Melikgazi,Yeşilyurt Mahallesi
195,0 (Yeni),12,Boş,,Boş,2,Konut,145,4+1,7.Kat,Merkezi (Pay Ölçer),Hayır,Daire,3700000,,Kayseri,Kocasinan,Alsancak Mahallesi
300,5-10,2,Mülk Sahibi Oturuyor,,Boş,2,Konut,280,4+1,,Sobalı,Hayır,Villa,12850000,,Kayseri,Melikgazi,Eğribucak Mahallesi
95,4,1,Mülk Sahibi Oturuyor,,Boş,1,Konut,80,2+1,,Sobalı,Hayır,Villa,2250000,,Kayseri,Melikgazi,Kazımkarabekir Mahallesi
155,21 Ve Üzeri,5,Kiracı Oturuyor,,Boş,1,Konut,140,3+1,4.Kat,Kombi Doğalgaz,Hayır,Daire,1400000,,Kayseri,Kocasinan,Fevzi Çakmak Mahallesi
290,0 (Yeni),3,Boş,,Boş,2,Konut,289,6+1,,Kombi Doğalgaz,Hayır,Villa,10500000,,Kayseri,Melikgazi,Becen Mahallesi
160,0 (Yeni),10,Boş,,Boş,1,Konut,130,3+1,2.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2150000,,Kayseri,Kocasinan,Sahabiye Mahallesi
240,5-10,12,Kiracı Oturuyor,,,2,Konut,200,4+1,7.Kat,Merkezi Doğalgaz,Hayır,Daire,3550000,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
126,2,17,Boş,Sıfır,Boş,2,Konut,106,2+1,9.Kat,Merkezi (Pay Ölçer),Evet,Daire,2100000,,Kayseri,Kocasinan,Sahabiye Mahallesi
105,0 (Yeni),14,Boş,Yapım Aşamasında,Boş,1,Konut,90,2+1,5.Kat,Merkezi Doğalgaz,Hayır,Daire,290000,"İLDEM KOOPERATİFİ AHİ EVRAN 2+1 PROJESİ, FAİZSİZ EV SAHİBİ OLMA FIRSATI, CIRGALAN TRAMVAY DURAĞI DİBİNDE, KAT CEPHE TEMSİLİDİR, 10 YIL ÖDEMELİ, AYLIK ÖDEMELER 5000 TL, DETAYLI BİLGİ İÇİN ARAYINIZ",Kayseri,Melikgazi,Gesi Fatih Mahallesi
165,1,9,Boş,,Boş,2,Konut,135,3+1,1.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1470000,,Kayseri,Melikgazi,Bahçelievler Mahallesi
340,5-10,2,Mülk Sahibi Oturuyor,,,2,Konut,120,3+1,,Merkezi Doğalgaz,Hayır,Müstakil Ev,1970000,,Kayseri,Melikgazi,Battalgazi Mahallesi
175,4,13,Mülk Sahibi Oturuyor,,Boş,2,Konut,155,3+1,5.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1999000,,Kayseri,Melikgazi,Sakarya Mahallesi
100,0 (Yeni),10,Boş,,,1,Konut,85,2+1,1.Kat,Merkezi Doğalgaz,Hayır,Kooperatif,295000,,Kayseri,Kocasinan,Ahi Evran Mahallesi
165,5-10,13,Kiracı Oturuyor,,Boş,2,Konut,135,3+1,8.Kat,Merkezi Doğalgaz,Hayır,Daire,1475000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
170,16-20,4,Mülk Sahibi Oturuyor,,,1,Konut,150,3+1,2.Kat,Kombi Doğalgaz,Hayır,Daire,1179000,,Kayseri,Kocasinan,Barbaros Mahallesi
145,0 (Yeni),14,Boş,,,1,Konut,105,3+1,2.Kat,Merkezi Doğalgaz,Hayır,Kooperatif,345000,,Kayseri,Talas,Mevlana Mahallesi
210,5-10,5,Mülk Sahibi Oturuyor,,,2,Konut,190,4+1,1.Kat,Kombi Doğalgaz,Hayır,Daire,2150000,,Kayseri,Kocasinan,Mithatpaşa Mahallesi
140,0 (Yeni),5,Boş,Sıfır,Boş,1,Konut,115,3+1,2.Kat,Kombi Doğalgaz,Hayır,Daire,1350000,,Kayseri,Develi,Harman Mahallesi
120,0 (Yeni),12,Boş,,,1,Konut,110,2+1,4.Kat,Merkezi Doğalgaz,Hayır,Daire,276000,İldem ahi Evran 2+1 hissemiz satliktir kira oder gibi ev sahibi olun,Kayseri,Kocasinan,Yavuz Selim Mahallesi
135,0 (Yeni),14,Boş,Yapım Aşamasında,Boş,2,Konut,112,3+1,4.Kat,Merkezi Doğalgaz,Hayır,Daire,395000,"İLDEM F AHİ EVRAN KOOPERATİF İ, 3+1 CIRGALAN TRAMVAY DURAĞI DİBİNDE, ÖRNEK DAİRE HAZIR, ÖDEMELER 5000 TL, 10 YIL ÖDEMELİ KOOPERATİF, DETAYLI BİLGİ İÇİN ARAYINIZ",Kayseri,Melikgazi,Yeşilyurt Mahallesi
120,0 (Yeni),12,Boş,,,1,Konut,100,2+1,6.Kat,Merkezi Doğalgaz,Hayır,Daire,275000,İldem f 2+1 yesilyurt vadi hissemiz satliktir,Kayseri,Melikgazi,Yeşilyurt Mahallesi
113,0 (Yeni),14,Boş,Yapım Aşamasında,,2,Konut,100,3+1,5.Kat,Merkezi Doğalgaz,Hayır,Daire,315000,"İLDEM F TALAS VADİ PROJESİ 3+1 KOOPERATİF DAİRESİ, 3+1 FAİZSİZ EV SAHİBİ OLMA FIRSATI, AYLIK ÖDEMELER 7500 TL, 10 YIL ÖDEMELİ KOOPERATİF DAİRESİ, DETAYLI BİLGİ İÇİN ARAYINIZ",Kayseri,Melikgazi,Yeşilyurt Mahallesi
