Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yapı Durumu,Eşya Durumu,Banyo Sayısı,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Site İçerisinde,Kategori,Fiyat,İlan Açıklaması,Şehir,İlçe,Mahalle
170,5-10,12,Kiracı Oturuyor,,Eşyalı,2,Konut,140,3+1,5.Kat,Merkezi Doğalgaz,Hayır,Daire,1915000,,Kayseri,Melikgazi,19 Mayıs Mahallesi
220,0 (Yeni),2,Boş,,Boş,2,Konut,180,3.5+1,,Yerden Isıtma,Evet,Villa,7625000,,Kayseri,Melikgazi,Hisarcık Mahallesi
60,5-10,9,Boş,,Boş,1,Konut,45,1+1,1.Kat,Merkezi Doğalgaz,Hayır,Daire,950000,,Kayseri,Talas,Mevlana Mahallesi
120,5-10,7,Kiracı Oturuyor,,,1,Konut,100,3+1,4.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1230000,Toki 5. Etapta satılık 3+1 eviniz sizleri bekliyor bu fırsatı kaçırmayın,Kayseri,Melikgazi,Demokrasi Mahallesi
80,3,3,Kiracı Oturuyor,,,1,Konut,65,1+1,1.Kat,Merkezi Doğalgaz,Hayır,Daire,1095000,Tramvay hattına çok yakın. 3 yıllık daire. Yatırım amaçlı alınabilir.,Kayseri,Kocasinan,Şeker Mahallesi
165,2,13,Boş,,,2,Konut,135,3+1,5.Kat,Merkezi Doğalgaz,Hayır,Daire,2185000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
175,2,14,Boş,,Boş,2,Konut,140,3+1,13.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2500000,,Kayseri,Talas,Mevlana Mahallesi
180,16-20,3,Kiracı Oturuyor,,Boş,3,Konut,179,3+1,,Kombi Doğalgaz,Hayır,Villa,9500000,,Kayseri,Melikgazi,Becen Mahallesi
175,16-20,15,Kiracı Oturuyor,,Boş,1,Konut,135,3+1,15.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1170000,,Kayseri,Talas,Mevlana Mahallesi
165,0 (Yeni),14,Boş,,Boş,1,Konut,140,3+1,11.Kat,Merkezi Doğalgaz,Hayır,Daire,1500000,,Kayseri,Melikgazi,Esenyurt Mahallesi
145,0 (Yeni),9,Boş,,Boş,2,Konut,105,2+1,5.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1450000,,Kayseri,Kocasinan,Şeker Mahallesi
135,16-20,9,Boş,,Boş,1,Konut,115,3+1,9.Kat,Merkezi Doğalgaz,Hayır,Daire,1280000,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
185,5-10,12,Mülk Sahibi Oturuyor,,Boş,2,Konut,155,3.5+1,10.Kat,Merkezi Doğalgaz,Hayır,Daire,1950000,,Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
150,0 (Yeni),9,Boş,,Boş,1,Konut,130,3+1,3.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1900000,,Kayseri,Kocasinan,Yakut Mahallesi
125,2,11,Boş,,Boş,1,Konut,110,2.5+1,5.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1649000,,Kayseri,Melikgazi,Kazımkarabekir Mahallesi
110,3,12,Mülk Sahibi Oturuyor,,Boş,2,Konut,90,2+1,8.Kat,Merkezi Doğalgaz,Hayır,Daire,1250000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
145,0 (Yeni),6,Boş,,,1,Konut,115,3+1,1.Kat,Kombi Doğalgaz,Hayır,Daire,1800000,,Kayseri,Melikgazi,Hürriyet Mahallesi
170,0 (Yeni),11,Boş,,Boş,2,Konut,140,3+1,6.Kat,Merkezi Doğalgaz,Hayır,Daire,2350000,,Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
155,11-15,7,Boş,,Boş,1,Konut,126,3+1,7.Kat,Kombi Doğalgaz,Hayır,Daire,1950000,,Kayseri,Kocasinan,Zümrüt Mahallesi
400,4,12,Mülk Sahibi Oturuyor,,,2,Konut,200,4+1,2.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2750000,"DEĞERİ HER GEÇEN GÜN ARTAN MÜKEMMEL BİR LOKAYSONDA OLAN, SERKENT İN EN NEZİH APARTMANI, MANZARASI AÇIK, ÇİFT BALKONLU. CAM BALKON MEVCUTTUR (ISICAM), MUTFAK FAYANSLARI ÇAMAŞIR MAKİNESİ DOLABI YENİ YAPTIRILMIŞTIR DIŞINDA AYAKKABILIK VARDIR., EVDEKİ AVİZELER, TAVANDAKİ PERVANE İÇİNDE, BIRAKILACAKTIR, YATAK ODASINDAKİ YATAK HARİÇ ŞİFONYER KOMİDİN DOLAP VS İÇİNDE KALACAK, EVİN HİÇBİR EKSİĞİ YOKTUR, DETAYLI BİLGİ İÇİN LÜTFEN ARAYINIZ",Kayseri,Melikgazi,Bahçelievler Mahallesi
160,5-10,9,Mülk Sahibi Oturuyor,,,1,Konut,140,3+1,4.Kat,Merkezi Doğalgaz,Hayır,Daire,1395000,,Kayseri,Melikgazi,Şirintepe Mahallesi
145,21 Ve Üzeri,3,Boş,,Boş,1,Konut,135,3+1,2.Kat,Kombi Doğalgaz,Hayır,Daire,1350000,,Kayseri,Kocasinan,Mimarsinan Mahallesi
175,5-10,14,Kiracı Oturuyor,,,2,Konut,150,3+1,3.Kat,Merkezi Doğalgaz,Hayır,Daire,1950000,TALAS MEVLANA 'da bulunan dairemiz şahane konumu heryere yakınlığı ile dikkat çekmektedir. İnsan hayatını kolaylaştıran ayrıca yaşam kalitesini yükselten lokasyona sahiptir.Binamizda geniş açık otoparkı sığınağı ve üç asansörü bulunmaktadır.Detayli bilgi için lütfen iletişime geçiniz.Tek yetkili Gayrimenkul danışmanı FATMA ADAM,Kayseri,Talas,Mevlana Mahallesi
115,0 (Yeni),14,Boş,,Boş,1,Konut,100,2.5+1,8.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1700000,,Kayseri,Talas,Mevlana Mahallesi
180,0 (Yeni),2,Boş,,Boş,2,Konut,160,3+1,,Yerden Isıtma,Evet,Villa,5500000,,Kayseri,Melikgazi,Hisarcık Mahallesi
150,0 (Yeni),14,Boş,,Boş,2,Konut,120,3+1,5.Kat,Merkezi Doğalgaz,Hayır,Daire,24000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
165,0 (Yeni),14,Boş,,,2,Konut,150,3+1,1.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2200000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
717,21 Ve Üzeri,1,Boş,,Boş,1,Konut,716,3+1,,Sobalı,Hayır,Müstakil Ev,2600000,,Kayseri,Kocasinan,Yeşil Mahallesi
645,21 Ve Üzeri,1,Boş,,,1,Konut,640,1+1,Düz Giriş (Zemin),Sobalı,Hayır,Daire,945000,,Kayseri,Kocasinan,Saraycık Mahallesi
170,0 (Yeni),8,Boş,,,1,Konut,150,3+1,8.Kat,Merkezi Doğalgaz,Hayır,Daire,1585000,TALAS BAHÇELİEVLER MH.  ANA CADDE ÜZERİNDE  GÜNLÜK TÜM İHİTİYAÇLARA YÜRÜME MESAFESİNDE​  3+1 170 M2 - 3 ADET BALKON VARDIR  8/8.KAT GÜNEY-KUZDEY-DOĞU CEPHE  İÇİ SIFIRDAN BAŞTAN AŞAĞI ÖZENLE YAPILMIŞTIR  KULLANILAN MALZEMELER 1. SINIF İŞÇİLİKLE YAPILMIŞTIR  LOKASYON OLARAK MÜKEMMEL KONUMA SAHİPTİR  MESKENLİ - KREDİYE UYGUN  DETAYLI BİLGİ İÇİN LÜTFEN ARAYINIZ  KADİR ÇETİN :,Kayseri,Talas,Bahçelievler Mahallesi
135,0 (Yeni),14,Boş,,Boş,2,Konut,130,3+1,7.Kat,Merkezi (Pay Ölçer),Hayır,Daire,310000,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
175,4,14,Boş,,Boş,1,Konut,145,3+1,3.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2000000,,Kayseri,Talas,Mevlana Mahallesi
180,5-10,12,Mülk Sahibi Oturuyor,,Boş,2,Konut,140,3+1,1.Kat,Kombi Doğalgaz,Evet,Daire,2475000,,Kayseri,Melikgazi,Germir Mahallesi
375,0 (Yeni),2,Boş,,Boş,3,Konut,220,4.5+1,,Kombi Doğalgaz,Evet,Villa,5400000,,Kayseri,Hacılar,Erciyes Mahallesi
140,11-15,14,Kiracı Oturuyor,,Boş,1,Konut,120,3+1,14.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1300000,,Kayseri,Talas,Mevlana Mahallesi
250,0 (Yeni),2,Boş,,Boş,4,Konut,214,6+1,,Yerden Isıtma,Evet,Villa,9400000,,Kayseri,Melikgazi,Eğribucak Mahallesi
187,4,11,Boş,,Boş,2,Konut,150,3+1,6.Kat,Merkezi (Pay Ölçer),Evet,Daire,1920000,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
165,0 (Yeni),9,Boş,,Boş,2,Konut,130,3+1,6.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1799000,,Kayseri,Kocasinan,Şeker Mahallesi
175,11-15,4,Boş,İkinci El,,2,Konut,160,4+1,3.Kat,Kombi Doğalgaz,Hayır,Daire,1800000,,Kayseri,Develi,Reşadiye Mahallesi
120,16-20,15,Boş,İkinci El,,1,Konut,100,3+1,2.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1100000,,Kayseri,Talas,Mevlana Mahallesi
280,11-15,13,Boş,,Boş,2,Konut,250,6+1,13.Kat,Merkezi Doğalgaz,Hayır,Daire,6000000,,Kayseri,Melikgazi,Alpaslan Mahallesi
180,11-15,10,Boş,,Boş,1,Konut,160,3.5+1,9.Kat,Merkezi Doğalgaz,Evet,Daire,3200000,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
165,16-20,3,Kiracı Oturuyor,,Boş,1,Konut,135,3+1,2.Kat,Kombi Doğalgaz,Hayır,Daire,1000000,,Kayseri,Kocasinan,Sahabiye Mahallesi
165,1,7,Boş,,Boş,2,Konut,135,3+1,7.Kat,Kombi Doğalgaz,Hayır,Daire,1600000,,Kayseri,Melikgazi,Şirintepe Mahallesi
175,1,9,Boş,,Boş,2,Konut,140,3+1,4.Kat,Merkezi (Pay Ölçer),Evet,Daire,1650000,,Kayseri,Melikgazi,Fatih Mahallesi
200,0 (Yeni),2,Boş,,Boş,3,Konut,150,3.5+1,,Kombi Doğalgaz,Hayır,Villa,7200000,,Kayseri,Melikgazi,Altınoluk Mahallesi
150,16-20,9,Boş,İkinci El,Boş,1,Konut,120,3+1,3.Kat,Merkezi Doğalgaz,Hayır,Daire,1295000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
180,4,14,Boş,,,2,Konut,150,3+1,10.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1590000,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
110,0 (Yeni),4,Boş,Sıfır,Boş,1,Konut,90,2+1,Yüksek Giriş,Merkezi (Pay Ölçer),Hayır,Daire,1070000,BASIN TOKİ DE TESLİM OLMUŞ YÜKSEK GİRİŞ DAİRE BORÇSUZ TAPU TESLİMİ YAPILACAKTIR,Kayseri,Melikgazi,Mimarsinan Mahallesi
165,5-10,12,Boş,,,2,Konut,135,3+1,7.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2000000,,Kayseri,Melikgazi,Hürriyet Mahallesi
140,0 (Yeni),12,Boş,,,2,Konut,125,3+1,1.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2000000,,Kayseri,Kocasinan,Seyrani Mahallesi
65,1,1,Mülk Sahibi Oturuyor,,,1,Konut,50,1+1,,Sobalı,Hayır,Müstakil Ev,945000,,Kayseri,Felahiye,Cumhuriyet Mahallesi
120,21 Ve Üzeri,5,Kiracı Oturuyor,İkinci El,,1,Konut,100,2+1,3.Kat,Kombi Doğalgaz,Hayır,Daire,750000,"ÇARŞININ İÇİNDE, TÜM İMKANKARA SAHİP, UYGUN FİYATLI DAİREMİZ SATILIKTIR, DETAYLI BİLGİ VE YER GÖSTERİMİ İÇİN ARAYINIZ",Kayseri,Melikgazi,Gülük Mahallesi
187,1,14,Boş,İkinci El,,2,Konut,150,3+1,14.Kat,Merkezi Doğalgaz,Hayır,Daire,2750000,,Kayseri,Talas,Mevlana Mahallesi
110,16-20,5,Boş,,Boş,1,Konut,95,2+1,4.Kat,Merkezi Doğalgaz,Hayır,Daire,1030000,,Kayseri,Kocasinan,Yavuz Selim Mahallesi
95,5-10,6,Kiracı Oturuyor,İkinci El,Boş,1,Konut,85,2+1,Yüksek Giriş,Merkezi (Pay Ölçer),Evet,Daire,1200000,2+1 85 m2 yüksek giriş katı içi yapılı Sıfır ayarında daire detaylı bilgi için iletişime geçin,Kayseri,Melikgazi,Demokrasi Mahallesi
350,11-15,2,Boş,,Boş,4,Konut,300,6+2,,Kat Kaloriferi,Hayır,Müstakil Ev,2800000,OFİS İLETİŞİM:,Kayseri,Kocasinan,Buğdaylı Mahallesi
175,11-15,8,Kiracı Oturuyor,İkinci El,Boş,1,Konut,150,3+1,3.Kat,Kombi Doğalgaz,Evet,Daire,1535000,"*Net 150 M2, * kombili, *Çocuk oyun alanının ve okulların hemen yanında, *Site içinde ve site sakinlerine özel kapalı yüzme havuzu vardır, *Krediye uygun*, *Oturanlar ve çevre esnaf komşuluk ilişkileri sakin ve sağlıklı, *Geniş ve ferah bir daire, *İhtiyaç nedeniyle kısa süreli bu fiyattır., *Tüm arayanlara değil sadece ciddi alıcılara gezdirilecektir., *Tamirat yada tadilat ihtiyacı yoktur.",Kayseri,Melikgazi,Gesi Fatih Mahallesi
140,21 Ve Üzeri,6,Kiracı Oturuyor,,Boş,1,Konut,115,2.5+1,1.Kat,Merkezi Doğalgaz,Hayır,Daire,1500000,,Kayseri,Kocasinan,Erciyesevler Mahallesi
180,11-15,1,Mülk Sahibi Oturuyor,,Boş,1,Konut,150,4+1,,Sobalı,Hayır,Müstakil Ev,1650000,OFİS İLETİŞİM:,Kayseri,Kocasinan,Buğdaylı Mahallesi
240,11-15,14,Boş,,Boş,3,Konut,200,5+1,14.Kat,Merkezi Doğalgaz,Hayır,Daire,2450000,,Kayseri,Talas,Bahçelievler Mahallesi
330,16-20,3,Mülk Sahibi Oturuyor,,Boş,3,Konut,300,7+1,,Sobalı,Hayır,Villa,10500000,,Kayseri,Melikgazi,Becen Mahallesi
150,5-10,7,Kiracı Oturuyor,,Boş,1,Konut,130,3+1,7.Kat,Kombi Doğalgaz,Hayır,Daire,900000,,Kayseri,Melikgazi,Battalgazi Mahallesi
90,21 Ve Üzeri,3,Boş,,Boş,1,Konut,80,3+1,2.Kat,Kombi Doğalgaz,Hayır,Daire,525000,,Kayseri,Melikgazi,Aydınlıkevler Mahallesi
180,21 Ve Üzeri,1,Mülk Sahibi Oturuyor,,Boş,1,Konut,150,3+1,,Sobalı,Hayır,Müstakil Ev,2000000,OFİS İLETİŞİM:,Kayseri,Kocasinan,Argıncık Mahallesi
150,0 (Yeni),10,Boş,,Boş,2,Konut,115,3+1,3.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2150000,Adres: Köşk Mahallesi Aşık Veysel Bulvarı Başyazıcı Premium Siteleri Altı Melikgazi/ Kayseri,Kayseri,Talas,Yenidoğan Mahallesi
380,11-15,2,Mülk Sahibi Oturuyor,,Boş,4,Konut,320,8+2,Müstakil,Kat Kaloriferi,Hayır,Daire,13285000,,Kayseri,Melikgazi,Gürpınar Mahallesi
700,1,3,Mülk Sahibi Oturuyor,,Boş,4,Konut,300,5+1,,Kombi Doğalgaz,Hayır,Villa,9250000,,Kayseri,Melikgazi,Altınoluk Mahallesi
130,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,,Boş,1,Konut,120,2+1,,Güneş Enerjisi,Hayır,Müstakil Ev,1899000,,Kayseri,Kocasinan,Himmetdede Mahallesi
170,2,11,Mülk Sahibi Oturuyor,,Boş,2,Konut,130,3+1,8.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1500000,OFİS İLETİŞİM:,Kayseri,Melikgazi,Tavlusun Mahallesi
275,11-15,10,Boş,,Boş,2,Konut,250,4+1,9.Kat,Kombi Doğalgaz,Evet,Daire,2450000,OFİS İLETİŞİM:,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
160,5-10,7,Kiracı Oturuyor,,,2,Konut,120,3+1,7.Kat,Kombi Doğalgaz,Hayır,Daire,1345000,,Kayseri,Kocasinan,Ahi Evran Mahallesi
170,11-15,14,Kiracı Oturuyor,,Boş,2,Konut,120,3+1,12.Kat,Merkezi Doğalgaz,Hayır,Daire,1900000,,Kayseri,Talas,Bahçelievler Mahallesi
298,11-15,3,Mülk Sahibi Oturuyor,,Boş,2,Konut,110,3+1,,Kombi Doğalgaz,Hayır,Villa,3500000,Adres: Köşk Mahallesi Aşık Veysel Bulvarı Başyazıcı Siteleri Altı Coldwell Banker Zenith Gayrimenkul Melikgazi/Kayseri,Kayseri,Melikgazi,Bağpınar Mahallesi
150,5-10,8,Mülk Sahibi Oturuyor,İkinci El,Eşyalı,1,Konut,120,3+1,8.Kat,Kombi Doğalgaz,Hayır,Daire,1450000,"150 m2 olan dairemiz 3+1 dir .kombilidir, balkonları yapılıdır içi ful yapılıdır .8 kat güney doğu çephedir.alicisina şimdiden hayırlı olsun....",Kayseri,Melikgazi,Aydınlıkevler Mahallesi
95,0 (Yeni),7,Boş,Sıfır,Boş,2,Konut,75,2+1,5.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1450000,TALAS Kiçiköy de bulunan dairelerimiz konumu ve şahane mimarisi ile dikkat çekmektedir.Muhtelif kat ve cepheler de dairelerimiz bulunmaktadır. Detaylı bilgi için lütfen iletişime geçiniz.,Kayseri,Talas,Kiçiköy Mahallesi
234,3,14,Boş,,,2,Konut,200,4+1,14.Kat,Merkezi Doğalgaz,Hayır,Daire,4750000,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
210,0 (Yeni),14,Boş,,,2,Konut,180,4+1,2.Kat,Merkezi Doğalgaz,Hayır,Daire,3475000,,Kayseri,Talas,Mevlana Mahallesi
175,0 (Yeni),9,Boş,,Boş,2,Konut,135,3+1,7.Kat,Merkezi (Pay Ölçer),Evet,Daire,2235000,,Kayseri,Kocasinan,Sancaktepe Mahallesi
150,5-10,14,Boş,,Boş,1,Konut,135,3+1,14.Kat,Merkezi Doğalgaz,Hayır,Daire,1330000,,Kayseri,Talas,Mevlana Mahallesi
170,0 (Yeni),12,Boş,,,2,Konut,139,4+1,8.Kat,Merkezi (Pay Ölçer),Hayır,Kooperatif,1220000,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
130,1,5,Boş,,,1,Konut,120,3+1,3.Kat,Kombi Doğalgaz,Hayır,Daire,1800000,,Kayseri,Develi,Aşık Seyrani Mahallesi
140,1,5,Boş,,,1,Konut,130,3+1,1.Kat,Merkezi Doğalgaz,Hayır,Daire,1450000,,Kayseri,Develi,Feneseyukarı Mahallesi
170,3,11,Mülk Sahibi Oturuyor,,,1,Konut,125,3+1,11.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1950000,,Kayseri,Melikgazi,Kazımkarabekir Mahallesi
175,0 (Yeni),13,Boş,Sıfır,,2,Konut,140,3+1,7.Kat,Merkezi (Pay Ölçer),Evet,Daire,1879000,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
180,5-10,8,Kiracı Oturuyor,,,1,Konut,135,3+1,7.Kat,Kombi Doğalgaz,Evet,Daire,1535000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
150,5-10,9,Mülk Sahibi Oturuyor,,,1,Konut,120,3+1,9.Kat,Merkezi Doğalgaz,Hayır,Daire,1375000,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
125,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,İkinci El,,1,Konut,100,3+1,3.Kat,Kombi Doğalgaz,Hayır,Daire,875000,,Kayseri,Develi,Şehit Üsteğmen Hasan Şahan Mahallesi
170,0 (Yeni),14,Boş,,,2,Konut,145,4+1,3.Kat,Merkezi (Pay Ölçer),Hayır,Kooperatif,650000,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
100,16-20,7,Boş,,,1,Konut,80,3+1,6.Kat,Merkezi Doğalgaz,Hayır,Daire,845000,,Kayseri,Melikgazi,30 Ağustos Mahallesi
120,0 (Yeni),14,Boş,,Boş,1,Konut,100,2.5+1,12.Kat,Merkezi Doğalgaz,Hayır,Daire,1415000,,Kayseri,Talas,Mevlana Mahallesi
115,4,9,Boş,,Boş,1,Konut,90,2+1,6.Kat,Kombi Doğalgaz,Hayır,Daire,1295000,,Kayseri,Melikgazi,19 Mayıs Mahallesi
520,16-20,2,Boş,,Boş,2,Konut,500,3+1,,Kombi Doğalgaz,Hayır,Müstakil Ev,2000000,,Kayseri,Talas,Başakpınar Mahallesi
185,11-15,10,Mülk Sahibi Oturuyor,İkinci El,Boş,1,Konut,155,3+1,1.Kat,Kombi Doğalgaz,Hayır,Daire,1472000,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
175,3,14,Kiracı Oturuyor,,Boş,2,Konut,145,3+1,2.Kat,Merkezi Doğalgaz,Hayır,Daire,2289000,,Kayseri,Talas,Mevlana Mahallesi
90,5-10,14,Kiracı Oturuyor,,Boş,1,Konut,75,2+1,6.Kat,Merkezi Doğalgaz,Hayır,Daire,875000,,Kayseri,Talas,Mevlana Mahallesi
145,11-15,14,Mülk Sahibi Oturuyor,,Boş,1,Konut,120,3+1,1.Kat,Merkezi Doğalgaz,Hayır,Daire,1340000,,Kayseri,Talas,Mevlana Mahallesi
2141,21 Ve Üzeri,1,Boş,,Boş,2,Konut,300,3+2,,Kombi Doğalgaz,Hayır,Müstakil Ev,5500000,,Kayseri,Talas,Zincidere Mahallesi
120,0 (Yeni),14,Boş,,Boş,2,Konut,95,2+1,5.Kat,Merkezi Doğalgaz,Evet,Daire,290000,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
175,4,11,Kiracı Oturuyor,,Boş,2,Konut,140,3+1,6.Kat,Merkezi Doğalgaz,Hayır,Daire,1840000,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
350,4,3,Kiracı Oturuyor,,Boş,3,Konut,300,7+3,Müstakil,Kombi Doğalgaz,Hayır,Daire,1800000,,Kayseri,Melikgazi,Danişmend Gazi Mahallesi
310,21 Ve Üzeri,1,Mülk Sahibi Oturuyor,,Boş,1,Konut,100,2+1,,Sobalı,Hayır,Müstakil Ev,850000,,Kayseri,Kocasinan,Sancaktepe Mahallesi
170,0 (Yeni),7,Boş,,Boş,2,Konut,169,3+1,5.Kat,Kombi Doğalgaz,Hayır,Daire,1790000,,Kayseri,Kocasinan,Sancaktepe Mahallesi
150,0 (Yeni),5,Boş,Sıfır,Boş,2,Konut,125,3+1,Yüksek Giriş,Kombi Doğalgaz,Evet,Daire,1750000,,Kayseri,Develi,Mustafa Asım Köksal Mahallesi
170,3,12,Kiracı Oturuyor,,Boş,2,Konut,145,3+1,1.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1700000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
170,5-10,14,Boş,İkinci El,Boş,1,Konut,132,3+1,6.Kat,Merkezi Doğalgaz,Hayır,Daire,1735000,,Kayseri,Talas,Mevlana Mahallesi
160,16-20,7,Boş,,Boş,1,Konut,130,3+1,4.Kat,Merkezi Doğalgaz,Hayır,Daire,1585000,,Kayseri,Kocasinan,Erciyesevler Mahallesi
135,5-10,4,Boş,,,2,Konut,120,3+1,2.Kat,Kombi Doğalgaz,Hayır,Daire,1750000,,Kayseri,Develi,Yeni Mahallesi
230,0 (Yeni),13,Boş,Sıfır,,2,Konut,200,4+1,1.Kat,Merkezi Fueloil,Hayır,Daire,3150000,,Kayseri,Kocasinan,Ertuğrul Gazi Mahallesi
150,0 (Yeni),14,Boş,,,2,Konut,120,3+1,4.Kat,Merkezi Doğalgaz,Hayır,Daire,24000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
150,5-10,12,Boş,,,2,Konut,130,3+1,3.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1750000,,Kayseri,Talas,Yenidoğan Mahallesi
165,5-10,14,Kiracı Oturuyor,,Boş,2,Konut,135,3+1,Düz Giriş (Zemin),Merkezi (Pay Ölçer),Hayır,Daire,1650000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
575,1,1,Boş,,Boş,1,Konut,85,2+1,,Sobalı,Hayır,Villa,2600000,,Kayseri,Kocasinan,Güneşli Mahallesi
135,11-15,15,Boş,,,2,Konut,110,3+1,13.Kat,Merkezi Doğalgaz,Hayır,Daire,1200000,Mimsinde yapılı daire tapusu üzerimize olup herhangi bir masrafı olmayan  aidat kaç tl bilmiyorum,Kayseri,Melikgazi,Şirintepe Mahallesi
165,5-10,10,Mülk Sahibi Oturuyor,,Boş,1,Konut,130,3+1,6.Kat,Kombi Doğalgaz,Hayır,Daire,1450000,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
165,0 (Yeni),10,Boş,,Boş,2,Konut,135,3.5+1,2.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1949000,,Kayseri,Kocasinan,Saray Bosna Mahallesi
155,16-20,11,Boş,İkinci El,Boş,1,Konut,125,3+1,7.Kat,Merkezi Doğalgaz,Hayır,Daire,1340000,,Kayseri,Kocasinan,Beyazşehir Mahallesi
125,21 Ve Üzeri,3,Kiracı Oturuyor,İkinci El,Boş,1,Konut,100,3+1,Yüksek Giriş,Sobalı,Hayır,Daire,1020000,,Kayseri,Talas,Harman Mahallesi
165,5-10,8,Boş,,,2,Konut,130,3+1,3.Kat,Kombi Doğalgaz,Evet,Daire,1390000,,Kayseri,Melikgazi,Gökkent Mahallesi
180,0 (Yeni),7,Boş,,,2,Konut,150,3.5+1,2.Kat,Kombi Doğalgaz,Hayır,Daire,3200000,,Kayseri,Melikgazi,Germir Mahallesi
185,0 (Yeni),14,Boş,Sıfır,,2,Konut,145,3+1,9.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2750000,Talas mevlana mahallesi Kayseri üniversitesi ve tramvay yanında harika konmlu 3+1 185m2 çift balkon çift banyolu mesken ruhsatı alınmış oturmaya hazır sıfır daire,Kayseri,Talas,Mevlana Mahallesi
170,4,4,Mülk Sahibi Oturuyor,İkinci El,,2,Konut,135,3+1,2.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1850000,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
180,1,13,Mülk Sahibi Oturuyor,,Boş,2,Konut,179,3+1,13.Kat,Merkezi Doğalgaz,Hayır,Daire,1930000,,Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
165,0 (Yeni),2,Boş,Sıfır,Boş,2,Konut,125,3+1,,Kombi Doğalgaz,Evet,Villa,4500000,,Kayseri,Kocasinan,Ertuğrul Gazi Mahallesi
160,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,Boş,1,Konut,135,3+1,Düz Giriş (Zemin),Merkezi Doğalgaz,Hayır,Daire,1550000,,Kayseri,Kocasinan,Fevzi Çakmak Mahallesi
175,5-10,12,Mülk Sahibi Oturuyor,,Boş,1,Konut,150,3+1,9.Kat,Merkezi Doğalgaz,Hayır,Daire,3500000,,Kayseri,Melikgazi,Köşk Mahallesi
185,3,14,Boş,,Boş,2,Konut,155,4+1,13.Kat,Merkezi (Pay Ölçer),Hayır,Daire,3100000,,Kayseri,Talas,Mevlana Mahallesi
115,3,5,Mülk Sahibi Oturuyor,,Boş,1,Konut,90,2+1,2.Kat,Kombi Doğalgaz,Hayır,Daire,1450000,,Kayseri,Kocasinan,Osmangazi Mahallesi
